QUE001383,WI-PINERIVER-NS23
QUE001535,IL-CS-NS17
QUE001484,IL-CS-NS2
QUE001333,IL-LAKESTOREY-NS1
QUE001343,IL-LAKESTOREY-NS11
QUE001347,IL-LAKESTOREY-NS15
QUE001351,IL-LAKESTOREY-NS19
QUE001335,IL-LAKESTOREY-NS3
QUE002082,IL-MG603
QUE002495,IL-MG832
QUE002502,IL-MG839
QUE002503,IL-MG840
QUE002511,IL-MG848
QUE002515,IL-MG852
QUE002518,IL-MG855
QUE002521,IL-MG858
QUE002522,IL-MG859
QUE002526,IL-MG863
QUE002527,IL-MG864
QUE002528,IL-MG865
QUE002529,IL-MG866
QUE002531,IL-MG868
QUE002533,IL-MG870
QUE002534,IL-MG871
QUE002535,IL-MG872
QUE002539,IL-MG876
QUE002542,IL-MG879
QUE002544,IL-MG881
QUE002555,IL-MG892
QUE002558,IL-MG895
QUE002559,IL-MG896
QUE000128,IL-MOR-MH086
QUE001537,IL-RYERSON-NS1
QUE001552,IL-RYERSON-NS16
QUE001555,IL-RYERSON-NS19
QUE001538,IL-RYERSON-NS2
QUE001557,IL-RYERSON-NS21
QUE001539,IL-RYERSON-NS3
QUE001543,IL-RYERSON-NS7
QUE001544,IL-RYERSON-NS8
QUE001545,IL-RYERSON-NS9
QUE000576,IL-SH-116
QUE000678,IL-SH-96
QUE002581,JCB-SD-SPF-1012
QUE002585,JCB-SD-SPF-1016
QUE002589,JCB-SD-SPF-1020
QUE001960,MB-MG516
QUE002460,OH-MG797
QUE002463,OH-MG800
QUE002467,OH-MG804
QUE002478,OH-MG815
QUE002480,OH-MG817
QUE002481,OH-MG818
QUE002487,OH-MG824
QUE002488,OH-MG825
QUE002492,OH-MG829
QUE002493,OH-MG830
QUE002494,OH-MG831
QUE002161,QUMAC-1060
QUE002164,QUMAC-1063
QUE001362,WI-PINERIVER-NS1
QUE001380,WI-PINERIVER-NS20
QUE001381,WI-PINERIVER-NS21
QUE001384,WI-PINERIVER-NS24
QUE001385,WI-PINERIVER-NS25
QUE001387,WI-PINERIVER-NS27
QUE001388,WI-PINERIVER-NS28
QUE001390,WI-PINERIVER-NS30
QUE001391,WI-PINERIVER-NS31
QUE001392,WI-PINERIVER-NS32
QUE001366,WI-PINERIVER-NS6
