ind_ID,sppcode,species_frac,admix_frac,lat,long
QUE002544_alb,alb,0.999948818181818,5.11818181819779e-05,41.82534,-87.93216
QUE002555_alb,alb,0.999949818181818,5.01818181819491e-05,41.82584,-87.93339
QUE002556_bic,bic,0.999949818181818,5.01818181819491e-05,41.82472,-87.96408
QUE002558_mac,mac,0.999958909090909,4.10909090909906e-05,41.82545,-87.93266
QUE002559_mac,mac,0.992747272727273,0.00725272727272697,41.82556,-87.93279
QUE002560_mac,mac,0.99996,4.000000000004e-05,42.257804,-87.881609
QUE002564_mac,mac,0.995609363636363,0.00439063636363668,42.257804,-87.881609
QUE002581_mac,mac,0.954106818181819,0.0458931818181815,44.49133,-103.80895
QUE002570_mac,mac,0.999958363636364,4.16363636360773e-05,43.76049,-103.47675
QUE001721_mac,mac,0.999959181818182,4.08181818180031e-05,39.93549,-89.80068
