ind_ID,lat,long,hab_suit
QUE000128_alb,41.864917,-86.35075,0.667856335639954
QUE000136_bic,41.740864,-87.860335,0.833138942718506
QUE000322_mue,31.97917,-104.75417,0.253007471561432
QUE001333_mac,40.989946,-90.383786,0.778911471366882
QUE001334_mac,40.990945,-90.402384,0.774079024791718
QUE001335_mac,40.990945,-90.402384,0.774079024791718
QUE001336_mac,40.990945,-90.402384,0.774079024791718
QUE001337_mac,40.9904574,-90.405752,0.770188391208649
QUE001338_mac,40.9904574,-90.405752,0.770188391208649
QUE001339_mac,40.9904574,-90.405752,0.770188391208649
QUE001340_mac,40.9904574,-90.405752,0.770188391208649
QUE001341_mac,40.9905535,-90.399817,0.774079024791718
QUE001342_mac,40.9905535,-90.399817,0.774079024791718
QUE001343_mac,40.989198,-90.398409,0.774079024791718
QUE001344_mac,40.9887178,-90.398239,0.771830379962921
QUE001345_mac,40.9887178,-90.398239,0.771830379962921
QUE001346_mac,40.9887178,-90.398239,0.771830379962921
QUE001347_mac,40.98749154,-90.393722,0.776782393455505
QUE001348_mac,40.9878018,-90.393579,0.776782393455505
QUE001349_mac,40.9878018,-90.393579,0.776782393455505
QUE001350_mac,40.987996,-90.393384,0.776782393455505
QUE001351_mac,40.98879,-90.391843,0.776782393455505
QUE001352_mac,40.9898984,-90.384677,0.778911471366882
QUE001353_bic,41.7871378,-88.272995,0.712398648262024
QUE001354_bic,41.7871378,-88.272995,0.712398648262024
QUE001355_bic,41.7871378,-88.272995,0.712398648262024
QUE001356_bic,41.7873037,-88.273141,0.715617537498474
QUE001357_bic,41.7873037,-88.273045,0.715617537498474
QUE001359_bic,41.7905251,-88.266149,0.71595823764801
QUE001360_bic,41.7895934,-88.272206,0.715617537498474
QUE001361_mac,41.7872724,-88.271006,0.753499686717987
QUE001362_bic,43.239139,-90.307985,0.817770957946777
QUE001363_bic,43.23857,-90.306989,0.817770957946777
QUE001364_bic,43.223441,-90.303845,0.83086109161377
QUE001365_bic,43.233824,-90.30431,0.83063668012619
QUE001366_bic,43.219807,-90.305408,0.829280018806458
QUE001367_bic,43.218371,-90.303809,0.829280018806458
QUE001368_bic,43.215162,-90.304929,0.851641595363617
QUE001369_mac,43.243623,-90.303741,0.802000045776367
QUE001370_mac,43.241424,-90.302268,0.804209172725677
QUE001371_mac,43.241424,-90.302268,0.804209172725677
QUE001372_mac,43.264793,-90.303891,0.795463502407074
QUE001373_bic,43.264793,-90.303891,0.854613363742828
QUE001374_bic,43.264793,-90.303891,0.854613363742828
QUE001375_bic,43.240287,-90.302314,0.848086953163147
QUE001376_mac,43.240287,-90.302314,0.804209172725677
QUE001377_mac,43.264793,-90.303891,0.795463502407074
QUE001378_bic,43.264793,-90.303891,0.854613363742828
QUE001384_bic,43.264793,-90.303891,0.854613363742828
QUE001385_bic,43.264793,-90.303891,0.854613363742828
QUE001386_bic,43.264793,-90.303891,0.854613363742828
QUE001387_bic,43.264793,-90.303891,0.854613363742828
QUE001388_bic,43.264793,-90.303891,0.854613363742828
QUE001389_bic,43.264793,-90.303891,0.854613363742828
QUE001390_bic,43.264793,-90.303891,0.854613363742828
QUE001391_bic,43.264793,-90.303891,0.854613363742828
QUE001392_bic,43.264793,-90.303891,0.854613363742828
QUE001393_mac,43.264793,-90.303891,0.795463502407074
QUE001400_ste,32.3582421,-89.547185,0.715435802936554
QUE001403_ste,32.3582421,-89.547185,0.715435802936554
QUE001406_ste,32.3582421,-89.547185,0.715435802936554
QUE001408_ste,32.3582421,-89.547185,0.715435802936554
QUE001409_ste,32.3582421,-89.547185,0.715435802936554
QUE001410_ste,32.3582421,-89.547185,0.715435802936554
QUE001411_ste,32.3582421,-89.547185,0.715435802936554
QUE001412_ste,32.3582421,-89.547185,0.715435802936554
QUE001419_ste,31.9652505,-92.783737,0.664723992347717
QUE001444_ste,30.076389,-97.181667,0.717161059379578
QUE001451_ste,30.076389,-97.181667,0.717161059379578
QUE001452_ste,30.076389,-97.181667,0.717161059379578
QUE001463_alb,34.933333,-92.414722,0.590456128120422
QUE001483_mac,41.718158,-87.866097,0.812552809715271
QUE001484_mac,41.719269,-87.866098,0.812552809715271
QUE001485_mac,42.719269,-87.866098,0.876755654811859
QUE001486_bic,41.721732,-87.866425,0.814952373504639
QUE001487_mac,41.721525,-87.86057,0.807923972606659
QUE001488_mac,41.721525,-87.86057,0.807923972606659
QUE001489_mac,41.723086,-87.86617,0.810704290866852
QUE001526_mac,41.724335,-87.859901,0.807923972606659
QUE001527_bic,41.726608,-87.866086,0.821940779685974
QUE001528_bic,41.7258,-87.865461,0.814952373504639
QUE001529_bic,41.725382,-87.86371,0.802630841732025
QUE001530_mac,41.725689,-87.862598,0.807923972606659
QUE001531_mac,41.721522,-87.852271,0.810259819030762
QUE001532_mac,41.718072,-87.866357,0.812552809715271
QUE001533_mac,41.71809,-87.866302,0.812552809715271
QUE001534_bic,41.718213,-87.866311,0.820099174976349
QUE001535_bic,41.718543,-87.866416,0.820099174976349
QUE001536_mac,41.72124,-87.866644,0.810704290866852
QUE001537_bic,42.183259,-87.914855,0.824440717697144
QUE001538_bic,42.183259,-87.914855,0.824440717697144
