ind_ID,sppcode,mue_frac,alb_frac,ste_frac,mac1_frac,mac2_frac,bic_frac,lat,long
QUE002326_mac,1,1e-05,1.03636363636364e-05,1e-05,0.477318454545455,0.0445822727272727,0.478069090909091,43.85323,-83.923
QUE002336_mac,1,1e-05,1.01818181818182e-05,1e-05,0.691581818181818,0.308378,1e-05,42.30836,-83.75671
QUE002337_alb,2,1.08181818181818e-05,0.999947272727273,1.05454545454545e-05,1.14545454545455e-05,1e-05,1e-05,42.30474,-83.7508
QUE002355_alb,2,1.04545454545455e-05,0.999949,1e-05,1.03636363636364e-05,1e-05,1.01818181818182e-05,42.76662,-84.39114
QUE002361_bic,3,1e-05,1e-05,1e-05,1e-05,0.537211272727273,0.462748727272727,42.76526,-84.38254
QUE002367_mac,1,1e-05,1e-05,1e-05,0.99995,1e-05,1e-05,43.01685,-90.11481
QUE002399_alb,2,1e-05,0.999949909090909,1e-05,1.00909090909091e-05,1e-05,1e-05,43.01706,-88.43531
QUE002400_mac,1,1e-05,1e-05,0.000173545454545455,0.999786454545455,1e-05,1e-05,43.01607,-88.43513
QUE002424_mac,1,1.04545454545455e-05,1.09090909090909e-05,1e-05,0.949473090909091,0.0504855454545454,1e-05,44.36388,-93.93543
QUE002471_mac,1,1e-05,1.05454545454545e-05,1e-05,0.560893363636364,0.439066090909091,1e-05,40.73122,-83.09328
QUE002480_mac,1,1e-05,1e-05,1e-05,0.553219,0.446741,1e-05,41.55069,-84.35969
QUE002481_mue,5,0.999949090909091,1.00909090909091e-05,1e-05,1.08181818181818e-05,1e-05,1e-05,41.55096,-84.35846
QUE002493_alb,2,1.07272727272727e-05,0.999947727272727,1.01818181818182e-05,1e-05,1.05454545454545e-05,1.07272727272727e-05,41.5522,-84.35895
QUE002526_alb,2,1.16363636363636e-05,0.999946909090909,1e-05,1.08181818181818e-05,1.06363636363636e-05,1e-05,42.18327,-87.91426
QUE002528_bic,3,1.00909090909091e-05,1e-05,1e-05,1.00909090909091e-05,1e-05,0.999949727272727,42.18431,-87.91628
QUE002535_alb,2,1e-05,0.999949727272727,1e-05,1e-05,1.02727272727273e-05,1e-05,41.82519,-87.93085
QUE002579_mac,1,1.06363636363636e-05,1.01818181818182e-05,1e-05,0.999948727272727,1e-05,1.03636363636364e-05,43.81684,-103.25005
QUE002364_mac,1,1e-05,1e-05,1e-05,0.999949909090909,1.00909090909091e-05,1e-05,43.01643,-90.11418
QUE002369_mac,1,1e-05,1e-05,1e-05,0.999949181818182,1.08181818181818e-05,1e-05,43.02128,-90.11695
QUE002370_alb,2,1e-05,0.999948818181818,1.03636363636364e-05,1.08181818181818e-05,1e-05,1e-05,43.02158,-90.1181
QUE002371_mac,1,1.04545454545455e-05,1e-05,1.00909090909091e-05,0.999949454545455,1e-05,1e-05,43.02073,-90.11771
QUE002373_mac,1,1e-05,1e-05,1e-05,0.99995,1e-05,1e-05,43.0193,-90.11692
QUE002374_mac,1,1e-05,1e-05,1e-05,0.958813909090909,0.0411460909090909,1e-05,43.01828,-90.11701
QUE002375_alb,2,1e-05,0.999949727272727,1.02727272727273e-05,1e-05,1e-05,1e-05,43.01817,-90.11679
QUE001610_mac,1,1e-05,1e-05,0.004611,0.782353181818182,0.213005818181818,1e-05,41.81347,-88.06293
QUE001796_mac,1,1e-05,1e-05,1.09090909090909e-05,0.900332909090909,0.0996262727272727,1e-05,42.03033,-93.632
QUE001846_alb,2,1.00909090909091e-05,0.999947818181818,1e-05,1e-05,1.1e-05,1.1e-05,37.97414,-92.76266
QUE001871_ste,4,1e-05,1.00909090909091e-05,0.931092,0.0688673636363636,1.05454545454545e-05,1e-05,36.84354,-96.4292
QUE001877_ste,4,1e-05,1e-05,0.579905454545455,0.420054545454545,1e-05,1e-05,36.84541,-96.41918
QUE001878_mac,1,1.09090909090909e-05,1e-05,1.00909090909091e-05,0.485334454545454,0.514624636363636,1e-05,36.2107,-95.89476
QUE001882_mac,1,0.00890363636363636,1.00909090909091e-05,1.03636363636364e-05,0.549351181818182,0.397960545454546,0.0437642727272727,36.22064,-95.89876
QUE001885_alb,2,0.000874818181818182,0.469299272727273,1.07272727272727e-05,0.529794545454545,1.07272727272727e-05,1e-05,36.21812,-95.90014
QUE001886_mac,1,0.365328545454545,1e-05,1e-05,0.634630727272727,1.06363636363636e-05,1e-05,35.45351,-98.35412
QUE001898_mue,5,0.473243,1e-05,1e-05,0.526717,1e-05,1e-05,35.44085,-98.35471
QUE001900_mac,1,1e-05,1e-05,1e-05,0.999949545454545,1.04545454545455e-05,1e-05,35.43874,-98.35495
QUE001904_mac,1,1.06363636363636e-05,1e-05,1.08181818181818e-05,0.344363636363636,0.655594818181818,1e-05,35.17705,-97.44921
QUE001912_mac,1,1e-05,1.00909090909091e-05,1.02727272727273e-05,1.03636363636364e-05,0.999949363636364,1e-05,35.17722,-97.45003
QUE001920_alb,2,1.00909090909091e-05,0.491911090909091,1.08181818181818e-05,1e-05,0.508048,1e-05,34.80306,-92.32555
QUE001922_mac,1,1e-05,0.430565090909091,1.01818181818182e-05,1e-05,0.569394545454546,1.00909090909091e-05,34.8028,-92.32557
QUE001923_ste,4,1.01818181818182e-05,1.05454545454545e-05,0.501479636363636,1e-05,0.498478909090909,1.07272727272727e-05,34.80348,-92.3259
QUE001924_mac,1,1e-05,1e-05,1e-05,1.00909090909091e-05,0.999949636363636,1.02727272727273e-05,34.80377,-92.32698
QUE001925_ste,4,1e-05,1e-05,0.478314727272727,1e-05,0.521645272727273,1e-05,34.80427,-92.32652
QUE001928_mac,1,1e-05,1.02727272727273e-05,1.04545454545455e-05,1e-05,0.999949363636364,1e-05,34.80445,-92.32612
QUE001929_mac,1,1.03636363636364e-05,1e-05,1.04545454545455e-05,1.13636363636364e-05,0.999947818181818,1e-05,37.1574,-91.36496
QUE001930_mue,5,0.999948181818182,1e-05,1.04545454545455e-05,1.06363636363636e-05,1e-05,1.07272727272727e-05,37.1574,-91.36496
QUE001936_mac,1,1e-05,1e-05,1e-05,1.05454545454545e-05,0.999948454545455,1.1e-05,37.15758,-91.36513
QUE001938_mue,5,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,43.903,-91.63986
QUE001943_alb,2,1.11818181818182e-05,0.999948,1.01818181818182e-05,1e-05,1.06363636363636e-05,1e-05,43.89158,-91.64829
QUE001959_mac,1,1.08181818181818e-05,1e-05,1e-05,0.999949181818182,1e-05,1e-05,49.71187,-95.24456
QUE001969_mac,1,1e-05,1e-05,1e-05,0.99995,1e-05,1e-05,49.76055,-99.15844
QUE001980_mac,1,1e-05,1.07272727272727e-05,1e-05,0.999949272727273,1e-05,1e-05,46.02383,-91.14557
QUE001985_mac,1,1.1e-05,1e-05,1e-05,0.999949,1e-05,1e-05,46.0244,-91.12945
QUE002058_mac,1,1e-05,1e-05,1.07272727272727e-05,0.776846181818182,0.223113090909091,1e-05,38.963586,-98.58906
