ind_ID,lat,long,sympspp_num,sympspp_bin
QUE001789_mac,41.97362,-91.72565,3,Y
QUE001792_mac,42.02917,-93.6293,3,Y
QUE001796_mac,42.03033,-93.632,3,Y
QUE001800_mac,42.02883,-93.63142,3,Y
QUE001804_mac,42.04211,-93.60619,3,Y
QUE001814_mac,40.7056,-91.79416,4,Y
QUE001815_alb,40.70625,-91.79392,4,Y
QUE001816_alb,40.70627,-91.79392,4,Y
QUE001817_alb,40.70648,-91.79381,4,Y
QUE001819_mue,40.70481,-91.79589,4,Y
QUE001820_mac,42.04561,-93.61113,3,Y
QUE001835_mue,37.97259,-92.762,4,Y
QUE001839_ste,37.97291,-92.76217,4,Y
QUE001840_mue,37.973,-92.76217,4,Y
QUE001841_alb,37.97316,-92.76227,4,Y
QUE001846_alb,37.97414,-92.76266,4,Y
QUE001857_ste,37.97793,-92.76516,4,Y
QUE001858_alb,37.97792,-92.76518,4,Y
QUE001860_mue,37.97792,-92.76518,4,Y
QUE001862_ste,36.84914,-96.4152,3,Y
QUE001863_mac,36.84504,-96.42526,3,Y
QUE001866_mac,36.84474,-96.42621,3,Y
QUE001870_mac,36.84435,-96.42725,3,Y
QUE001871_ste,36.84354,-96.4292,3,Y
QUE001877_ste,36.84541,-96.41918,3,Y
QUE001878_mac,36.2107,-95.89476,3,Y
QUE001880_mac,36.2204,-95.89845,3,Y
QUE001882_mac,36.22064,-95.89876,3,Y
QUE001884_alb,36.21813,-95.89998,3,Y
QUE001885_alb,36.21812,-95.90014,3,Y
QUE001886_mac,35.45351,-98.35412,2,Y
QUE001893_mue,35.44809,-98.35347,2,Y
QUE001894_mac,35.44376,-98.35451,2,Y
QUE001898_mue,35.44085,-98.35471,2,Y
QUE001900_mac,35.43874,-98.35495,2,Y
QUE001902_mac,35.43854,-98.35497,2,Y
QUE001904_mac,35.17705,-97.44921,2,Y
QUE001907_mac,35.17688,-97.4497,2,Y
QUE001912_mac,35.17722,-97.45003,2,Y
QUE001915_ste,34.80412,-92.32674,3,Y
QUE001916_mac,34.80384,-92.32634,3,Y
QUE001918_alb,34.80299,-92.32599,3,Y
QUE001920_alb,34.80306,-92.32555,3,Y
QUE001922_mac,34.8028,-92.32557,3,Y
QUE001923_ste,34.80348,-92.3259,3,Y
QUE001924_mac,34.80377,-92.32698,3,Y
QUE001925_ste,34.80427,-92.32652,3,Y
QUE001927_bic,34.80445,-92.3264,4,Y
QUE001928_mac,34.80445,-92.32612,3,Y
QUE001929_mac,37.1574,-91.36496,4,Y
QUE001930_mue,37.1574,-91.36496,4,Y
QUE001932_alb,37.15729,-91.36499,4,Y
QUE001933_mac,37.15687,-91.36471,4,Y
QUE001936_mac,37.15758,-91.36513,4,Y
QUE001937_mac,43.90292,-91.63996,3,Y
QUE001938_mue,43.903,-91.63986,3,Y
QUE001940_mac,43.90232,-91.63887,3,Y
QUE001943_alb,43.89158,-91.64829,3,Y
QUE001947_mue,43.89142,-91.64893,3,Y
QUE001951_mac,49.71376,-95.24385,0,N
QUE001955_mac,49.71204,-95.2448,0,N
QUE001959_mac,49.71187,-95.24456,0,N
QUE001960_mac,49.76104,-99.15971,0,N
QUE001963_mac,49.76137,-99.1604,0,N
QUE001969_mac,49.76055,-99.15844,0,N
QUE001971_mac,49.85783,-97.24911,0,N
QUE001974_mac,49.85392,-97.24828,0,N
QUE001979_mac,49.85344,-97.24661,0,N
QUE001980_mac,46.02383,-91.14557,1,Y
QUE001982_mac,46.0259,-91.14288,1,Y
QUE001985_mac,46.0244,-91.12945,1,Y
QUE002057_mac,38.963586,-98.58906,0,N
QUE002058_mac,38.963586,-98.58906,0,N
QUE002059_mac,38.963586,-98.58906,0,N
QUE002068_mac,38.842944,-97.588909,1,Y
QUE002069_mac,38.842944,-97.588909,1,Y
QUE002072_mac,39.839311,-88.367745,4,Y
QUE002073_mac,39.839311,-88.367745,4,Y
QUE002074_mac,39.839311,-88.367745,4,Y
QUE002075_alb,39.839311,-88.367745,4,Y
QUE002076_mac,39.839311,-88.367745,4,Y
QUE002081_mac,37.51492,-89.4445,4,Y
QUE002082_mac,37.51639,-89.44535,4,Y
QUE002083_mac,37.51651,-89.44542,4,Y
QUE002084_mac,37.51726,-89.44584,4,Y
QUE002085_mac,38.7362,-86.41257,4,Y
QUE002086_mue,38.73625,-86.41245,4,Y
QUE002087_mac,38.73603,-86.41255,4,Y
QUE002091_alb,38.73631,-86.41434,4,Y
QUE002092_bic,38.73651,-86.41478,4,Y
QUE002096_mac,38.73833,-86.41346,4,Y
QUE002098_mue,38.73743,-86.41263,4,Y
QUE002099_mue,40.45791,-85.50685,3,Y
QUE002101_mue,40.45892,-85.50383,3,Y
QUE002102_mac,40.45905,-85.50411,3,Y
QUE002103_mac,40.45908,-85.50446,3,Y
QUE002105_mac,40.45916,-85.50807,3,Y
QUE002106_mac,40.45911,-85.50878,3,Y
QUE002107_mac,40.45917,-85.50926,3,Y
QUE002108_alb,40.45911,-85.50917,3,Y
QUE002109_alb,40.45916,-85.50973,3,Y
QUE002110_mac,41.53273,-87.2948,3,Y
QUE002114_mac,41.53403,-87.29146,3,Y
QUE002119_mac,41.53239,-87.29708,3,Y
QUE002121_alb,41.65738,-87.06045,3,Y
QUE002124_alb,41.65955,-87.06218,3,Y
QUE002128_alb,41.65947,-87.04994,3,Y
QUE002129_mac,41.9623302,-73.313005,3,Y
QUE002130_mac,42.0161441,-73.335343,3,Y
QUE002132_mac,42.1665869,-73.412025,3,Y
QUE002133_mac,42.1666494,-73.41209,3,Y
QUE002134_mac,42.9102876,-73.219556,3,Y
QUE002135_mac,42.910269,-73.219522,3,Y
QUE002136_mac,42.909897,-73.218712,3,Y
QUE002137_mac,43.6034268,-73.181065,3,Y
QUE002138_alb,43.604683,-73.180401,3,Y
QUE002139_mac,43.5836123,-73.202578,3,Y
QUE002140_mac,43.7432343,-73.04841,3,Y
QUE002141_mac,43.9166704,-73.19356,3,Y
QUE002143_mac,43.951352,-73.222777,3,Y
QUE002147_mac,44.0059347,-73.148044,3,Y
QUE002148_mac,44.2343287,-73.243211,3,Y
QUE002149_alb,44.2354233,-73.243422,3,Y
QUE002150_mac,44.2339356,-73.243122,3,Y
QUE002151_mac,44.2643368,-73.249727,3,Y
QUE002153_bic,44.4001175,-73.237528,3,Y
QUE002154_mac,44.4006814,-73.23757,3,Y
QUE002155_alb,44.4463947,-73.220154,3,Y
QUE002157_alb,44.44643,-73.220373,3,Y
QUE002158_mac,44.5802303,-73.163558,3,Y
QUE002159_mac,44.5792499,-73.165539,3,Y
QUE002160_mac,44.6675241,-73.344894,3,Y
QUE002161_mac,44.7174297,-73.32585,3,Y
QUE002164_mac,44.7473055,-73.31218,3,Y
QUE002166_mac,38.46385,-90.80547,4,Y
QUE002170_mac,38.46187,-90.81498,4,Y
QUE002175_mac,38.46608,-90.8094,4,Y
QUE002176_alb,38.51339,-90.57564,4,Y
QUE002180_ste,38.51456,-90.57724,4,Y
QUE002183_ste,38.51437,-90.57241,4,Y
QUE002187_mac,38.51089,-90.55987,4,Y
QUE002188_ste,38.51146,-90.55917,4,Y
QUE002189_mue,38.51135,-90.55921,4,Y
QUE002193_alb,38.51347,-90.55741,4,Y
QUE002194_mac,38.22685,-91.08245,4,Y
QUE002195_ste,38.22665,-91.08285,4,Y
QUE002196_bic,38.22667,-91.08296,4,Y
QUE002202_mac,38.22441,-91.08194,4,Y
QUE002208_mac,38.22826,-91.08238,4,Y
QUE002209_ste,38.21813,-91.08355,4,Y
QUE002210_alb,38.21718,-91.08636,4,Y
QUE002216_alb,38.21713,-91.09208,4,Y
QUE002219_ste,38.21786,-91.09209,4,Y
QUE002225_alb,38.21733,-91.09339,4,Y
QUE002226_mue,37.15758,-91.30513,4,Y
QUE002229_ste,38.97864,-94.80724,4,Y
QUE002232_alb,38.97918,-94.80692,4,Y
QUE002239_mue,38.97934,-94.80537,4,Y
QUE002240_ste,38.97934,-94.80537,4,Y
QUE002247_mue,38.97887,-94.80495,4,Y
QUE002250_mue,38.97394,-94.80509,4,Y
QUE002251_mac,38.98007,-94.8052,4,Y
QUE002252_ste,38.98014,-94.80504,4,Y
QUE002253_alb,38.9803,-94.80532,4,Y
QUE002256_mac,38.98048,-94.80568,4,Y
QUE002261_alb,38.9813,-94.80572,4,Y
QUE002265_mac,38.98141,-94.81036,4,Y
QUE002267_mue,38.80954,-95.18853,4,Y
QUE002268_mac,38.80951,-95.18855,4,Y
QUE002269_alb,38.80958,-95.18916,4,Y
QUE002275_alb,38.8089,-95.19019,4,Y
QUE002282_alb,38.8096,-95.19265,4,Y
QUE002283_ste,38.8096,-95.19265,4,Y
QUE002284_mac,38.8087,-95.19389,4,Y
QUE002285_mue,38.8087,-95.19389,4,Y
QUE002290_mue,38.80832,-95.19458,4,Y
QUE002291_mac,38.80803,-95.19508,4,Y
QUE002295_mac,39.10709,-96.60772,2,Y
QUE002299_mac,39.10691,-96.60616,2,Y
QUE002302_mac,39.10339,-96.59616,2,Y
QUE002303_mue,39.10158,-96.59982,2,Y
QUE002304_mac,39.10791,-96.60469,2,Y
QUE002310_mue,39.10761,-96.6074,2,Y
QUE002313_alb,41.86308,-85.74551,3,Y
QUE002314_alb,41.74568,-85.74568,3,Y
QUE002315_alb,41.86175,-85.74576,3,Y
QUE002319_alb,41.86398,-85.74573,3,Y
QUE002324_alb,41.86993,-85.74568,3,Y
QUE002326_mac,43.85323,-83.923,2,Y
QUE002331_mac,43.84822,-83.92385,2,Y
QUE002335_mac,43.85714,-83.92524,2,Y
QUE002336_mac,42.30836,-83.75671,3,Y
QUE002337_alb,42.30474,-83.7508,3,Y
QUE002338_mac,42.30404,-83.74966,3,Y
QUE002339_alb,42.30204,-83.75024,3,Y
QUE002341_mac,42.30153,-83.75108,3,Y
QUE002342_alb,42.30881,-83.75718,3,Y
QUE002346_alb,42.76774,-84.39124,3,Y
QUE002347_bic,42.76743,-84.3908,3,Y
QUE002351_alb,42.76807,-84.39044,3,Y
QUE002355_alb,42.76662,-84.39114,3,Y
QUE002356_mac,42.76512,-84.38902,3,Y
QUE002360_bic,42.79514,-84.39266,3,Y
QUE002361_bic,42.76526,-84.38254,3,Y
QUE002362_alb,42.76512,-84.38236,3,Y
QUE002363_alb,43.01628,-90.11329,3,Y
QUE002364_mac,43.01643,-90.11418,3,Y
QUE002365_mac,43.01642,-90.11423,3,Y
QUE002366_alb,43.01676,-90.11419,3,Y
QUE002367_mac,43.01685,-90.11481,3,Y
QUE002368_mac,43.01993,-90.11587,3,Y
QUE002369_mac,43.02128,-90.11695,3,Y
QUE002370_alb,43.02158,-90.1181,3,Y
QUE002371_mac,43.02073,-90.11771,3,Y
QUE002373_mac,43.0193,-90.11692,3,Y
QUE002374_mac,43.01828,-90.11701,3,Y
QUE002375_alb,43.01817,-90.11679,3,Y
QUE002379_mac,43.02037,-90.11654,3,Y
QUE002383_alb,43.01563,-90.11357,3,Y
QUE002384_mac,43.01546,-88.44251,3,Y
QUE002385_alb,43.01574,-88.44255,3,Y
QUE002392_alb,43.01792,-88.43778,3,Y
QUE002393_mac,43.01838,-88.43741,3,Y
QUE002399_alb,43.01706,-88.43531,3,Y
QUE002400_mac,43.01607,-88.43513,3,Y
QUE002404_mac,43.03952,-89.43194,3,Y
QUE002410_alb,43.03918,-89.43919,3,Y
QUE002411_mac,43.03939,-89.43954,3,Y
QUE002416_alb,43.03971,-89.44242,3,Y
QUE002417_mac,43.03966,-89.44229,3,Y
QUE002422_alb,43.03713,-89.44103,3,Y
QUE002424_mac,44.36388,-93.93543,2,Y
QUE002427_mac,44.36388,-93.93543,2,Y
QUE002430_mac,44.36413,-93.93551,2,Y
QUE002433_mac,45.53,-94.23291,1,Y
QUE002436_mac,45.52997,-94.23644,1,Y
QUE002443_mac,45.53088,-94.23989,1,Y
QUE002445_mac,44.98602,-93.18341,2,Y
QUE002450_mac,44.99094,-93.19437,2,Y
QUE002453_mac,44.97771,-93.23801,2,Y
QUE002454_mac,41.08874,-85.12054,3,Y
QUE002455_mac,41.08919,-85.11948,3,Y
QUE002459_mac,41.08937,-85.11921,3,Y
QUE002460_mac,40.0436,-83.47987,4,Y
QUE002463_mac,40.04521,-83.47924,4,Y
QUE002467_mac,40.04436,-83.47891,4,Y
QUE002471_mac,40.73122,-83.09328,3,Y
QUE002474_mac,40.73036,-83.09472,3,Y
QUE002478_mac,40.72819,-83.09294,3,Y
QUE002480_mac,41.55069,-84.35969,3,Y
QUE002481_mue,41.55096,-84.35846,3,Y
QUE002484_mue,41.55111,-84.35754,3,Y
QUE002487_alb,41.55184,-84.35523,3,Y
QUE002488_mue,41.55179,-84.35439,3,Y
QUE002492_mac,41.55453,-84.35494,3,Y
QUE002493_alb,41.5522,-84.35895,3,Y
QUE002494_alb,41.55399,-84.36051,3,Y
QUE002495_alb,41.71554,-87.86613,3,Y
QUE002496_mac,41.71553,-87.86614,3,Y
QUE002502_mac,41.71129,-87.86589,3,Y
QUE002503_alb,41.71076,-87.86585,3,Y
QUE002510_mac,41.70489,-87.86563,3,Y
QUE002511_alb,41.70382,-87.86566,3,Y
QUE002515_mac,41.35763,-88.3248,3,Y
QUE002518_mac,41.35543,-88.31912,3,Y
QUE002520_mac,41.35823,-88.3248,3,Y
QUE002521_mac,42.18309,-87.91367,3,Y
QUE002522_alb,42.18346,-87.91339,3,Y
QUE002526_alb,42.18327,-87.91426,3,Y
QUE002527_mac,42.18403,-87.91594,3,Y
QUE002528_bic,42.18431,-87.91628,3,Y
QUE002529_bic,42.18461,-87.91605,3,Y
QUE002531_bic,42.18361,-87.91519,3,Y
QUE002533_mac,42.18369,-87.91427,3,Y
QUE002534_alb,42.18271,-87.91479,3,Y
QUE002535_alb,41.82519,-87.93085,3,Y
QUE002536_mac,41.82643,-87.93114,3,Y
QUE002539_bic,41.82445,-87.93334,3,Y
QUE002542_mac,41.82484,-87.93243,3,Y
QUE002544_alb,41.82534,-87.93216,3,Y
QUE002555_alb,41.82584,-87.93339,3,Y
QUE002556_bic,41.82472,-87.96408,3,Y
QUE002558_mac,41.82545,-87.93266,3,Y
QUE002559_mac,41.82556,-87.93279,3,Y
QUE002560_mac,42.257804,-87.881609,3,Y
QUE002564_mac,42.257804,-87.881609,3,Y
QUE002570_mac,43.76049,-103.47675,0,N
QUE002574_mac,43.7746,-103.43264,0,N
QUE002579_mac,43.81684,-103.25005,0,N
QUE002581_mac,44.49133,-103.80895,0,N
QUE002585_mac,44.46733,-103.84975,0,N
QUE002589_mac,44.4337,-103.87411,0,N
QUE002590_mac,45.38953,-93.19485,2,Y
QUE002595_mac,44.2244444,-93.528333,2,Y
QUE002599_mac,44.2261111,-93.471944,2,Y
QUE002601_mac,44.86798,-93.03203,2,Y
QUE002608_mac,45.4222222,-93.188056,2,Y
QUE002613_mac,42.04141,-93.678679,3,Y
QUE002614_mac,42.049533,-93.679052,3,Y
QUE002615_mac,42.036203,-93.639256,3,Y
QUE002616_mac,42.030898,-93.632418,3,Y
QUE002617_mac,42.023609,-93.633087,3,Y
QUE002631_mac,43.68481,-92.92696,2,Y
QUE002634_mac,43.68461,-92.92134,2,Y
QUE002637_mac,43.68836,-92.92859,2,Y
QUE002638_mac,43.677,-92.93769,2,Y
QUE002641_mac,43.68531,-92.92292,2,Y
QUE002647_mac,43.677,-92.93769,2,Y
