ind_ID,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,elev,moist_index
QUE001351_mac,10.1041669845581,11.0583333969116,27.5768909454346,1071.58435058594,29.6000003814697,-10.5,40.0999984741211,20.716667175293,-3.90000009536743,22.6999988555908,-3.90000009536743,951,112,35,33.4918937683105,321,127,319,127,236,-23.1204527081649
QUE001352_mac,10.1166667938232,11.0500001907349,27.4875621795654,1071.85131835938,29.7000007629395,-10.5,40.2000007629395,20.7333335876465,-3.86666655540466,22.7333335876465,-3.86666655540466,951,112,35,33.4918937683105,321,127,319,127,237,-23.1204527081649
QUE001353_bic,9.55000019073486,11.5166664123535,28.4362144470215,1054.46459960938,29.6000003814697,-10.8999996185303,40.5,22.1166667938232,-4.08333301544189,22.1166667938232,-4.08333301544189,950,108,36,31.5159168243408,312,135,312,135,222,-19.28632115548
QUE001354_bic,9.55000019073486,11.5166664123535,28.4362144470215,1054.46459960938,29.6000003814697,-10.8999996185303,40.5,22.1166667938232,-4.08333301544189,22.1166667938232,-4.08333301544189,950,108,36,31.5159168243408,312,135,312,135,222,-19.28632115548
QUE001355_bic,9.55000019073486,11.5166664123535,28.4362144470215,1054.46459960938,29.6000003814697,-10.8999996185303,40.5,22.1166667938232,-4.08333301544189,22.1166667938232,-4.08333301544189,950,108,36,31.5159168243408,312,135,312,135,222,-19.28632115548
QUE001356_bic,9.55000019073486,11.5166664123535,28.4362144470215,1054.46459960938,29.6000003814697,-10.8999996185303,40.5,22.1166667938232,-4.08333301544189,22.1166667938232,-4.08333301544189,950,108,36,31.5159168243408,312,135,312,135,222,-19.28632115548
QUE001357_bic,9.55000019073486,11.5166664123535,28.4362144470215,1054.46459960938,29.6000003814697,-10.8999996185303,40.5,22.1166667938232,-4.08333301544189,22.1166667938232,-4.08333301544189,950,108,36,31.5159168243408,312,135,312,135,222,-19.28632115548
QUE001359_bic,9.52500057220459,11.5,28.4653472900391,1052.72692871094,29.5,-10.8999996185303,40.4000015258789,22.0666675567627,-4.09999990463257,22.0666675567627,-4.09999990463257,949,108,36,31.4615383148193,312,135,312,135,223,-19.1652470187394
QUE001360_bic,9.55000019073486,11.5166664123535,28.4362144470215,1054.46459960938,29.6000003814697,-10.8999996185303,40.5,22.1166667938232,-4.08333301544189,22.1166667938232,-4.08333301544189,950,108,36,31.5159168243408,312,135,312,135,222,-19.28632115548
QUE001361_mac,9.55000019073486,11.5166664123535,28.4362144470215,1054.46459960938,29.6000003814697,-10.8999996185303,40.5,22.1166667938232,-4.08333301544189,22.1166667938232,-4.08333301544189,950,108,36,31.5159168243408,312,135,312,135,222,-19.28632115548
QUE001362_bic,7.77916669845581,12.0749998092651,28.1468544006348,1104.68103027344,28.5,-14.3999996185303,42.9000015258789,20.716667175293,-6.68333292007446,20.716667175293,-6.68333292007446,812,103,27,42.1728591918945,294,92,294,92,215,-24.1121495327103
QUE001363_bic,7.77916669845581,12.0749998092651,28.1468544006348,1104.68103027344,28.5,-14.3999996185303,42.9000015258789,20.716667175293,-6.68333292007446,20.716667175293,-6.68333292007446,812,103,27,42.1728591918945,294,92,294,92,215,-24.1121495327103
QUE001364_bic,7.77916669845581,12.0249996185303,28.0303039550781,1106.8515625,28.5,-14.3999996185303,42.9000015258789,20.7333335876465,-6.69999980926514,20.7333335876465,-6.69999980926514,812,104,26,42.6637496948242,296,91,296,91,222,-24.1830065359477
QUE001365_bic,7.77916669845581,12.0749998092651,28.1468544006348,1104.68103027344,28.5,-14.3999996185303,42.9000015258789,20.716667175293,-6.68333292007446,20.716667175293,-6.68333292007446,812,103,27,42.1728591918945,294,92,294,92,215,-24.1121495327103
QUE001366_bic,7.77916669845581,12.0249996185303,28.0303039550781,1106.8515625,28.5,-14.3999996185303,42.9000015258789,20.7333335876465,-6.69999980926514,20.7333335876465,-6.69999980926514,812,104,26,42.6637496948242,296,91,296,91,222,-24.1830065359477
QUE001367_bic,7.77916669845581,12.0249996185303,28.0303039550781,1106.8515625,28.5,-14.3999996185303,42.9000015258789,20.7333335876465,-6.69999980926514,20.7333335876465,-6.69999980926514,812,104,26,42.6637496948242,296,91,296,91,222,-24.1830065359477
QUE001368_bic,7.83750009536743,12.0583333969116,28.0426349639893,1107.8564453125,28.6000003814697,-14.3999996185303,43,20.7999992370605,-6.65000009536743,20.7999992370605,-6.65000009536743,809,104,26,42.6975784301758,296,91,296,91,214,-24.7441860465116
QUE001369_mac,7.76666641235352,12.1333332061768,28.2170543670654,1106.10766601562,28.5,-14.5,43,20.716667175293,-6.69999980926514,20.716667175293,-6.69999980926514,813,104,27,42.3575706481934,295,92,295,92,213,-24.018691588785
QUE001370_mac,7.77916669845581,12.0749998092651,28.1468544006348,1104.68103027344,28.5,-14.3999996185303,42.9000015258789,20.716667175293,-6.68333292007446,20.716667175293,-6.68333292007446,812,103,27,42.1728591918945,294,92,294,92,215,-24.1121495327103
QUE001371_mac,7.77916669845581,12.0749998092651,28.1468544006348,1104.68103027344,28.5,-14.3999996185303,42.9000015258789,20.716667175293,-6.68333292007446,20.716667175293,-6.68333292007446,812,103,27,42.1728591918945,294,92,294,92,215,-24.1121495327103
QUE001372_mac,7.75416660308838,12.2083330154419,28.3255996704102,1108.54016113281,28.6000003814697,-14.5,43.0999984741211,20.75,-6.73333311080933,20.75,-6.73333311080933,810,102,27,42.1293258666992,293,92,293,92,214,-24.3697478991597
QUE001373_bic,7.75416660308838,12.2083330154419,28.3255996704102,1108.54016113281,28.6000003814697,-14.5,43.0999984741211,20.75,-6.73333311080933,20.75,-6.73333311080933,810,102,27,42.1293258666992,293,92,293,92,214,-24.3697478991597
QUE001374_bic,7.75416660308838,12.2083330154419,28.3255996704102,1108.54016113281,28.6000003814697,-14.5,43.0999984741211,20.75,-6.73333311080933,20.75,-6.73333311080933,810,102,27,42.1293258666992,293,92,293,92,214,-24.3697478991597
QUE001375_bic,7.77916669845581,12.0749998092651,28.1468544006348,1104.68103027344,28.5,-14.3999996185303,42.9000015258789,20.716667175293,-6.68333292007446,20.716667175293,-6.68333292007446,812,103,27,42.1728591918945,294,92,294,92,215,-24.1121495327103
QUE001376_mac,7.77916669845581,12.0749998092651,28.1468544006348,1104.68103027344,28.5,-14.3999996185303,42.9000015258789,20.716667175293,-6.68333292007446,20.716667175293,-6.68333292007446,812,103,27,42.1728591918945,294,92,294,92,215,-24.1121495327103
QUE001377_mac,7.75416660308838,12.2083330154419,28.3255996704102,1108.54016113281,28.6000003814697,-14.5,43.0999984741211,20.75,-6.73333311080933,20.75,-6.73333311080933,810,102,27,42.1293258666992,293,92,293,92,214,-24.3697478991597
QUE001378_bic,7.75416660308838,12.2083330154419,28.3255996704102,1108.54016113281,28.6000003814697,-14.5,43.0999984741211,20.75,-6.73333311080933,20.75,-6.73333311080933,810,102,27,42.1293258666992,293,92,293,92,214,-24.3697478991597
QUE001384_bic,7.75416660308838,12.2083330154419,28.3255996704102,1108.54016113281,28.6000003814697,-14.5,43.0999984741211,20.75,-6.73333311080933,20.75,-6.73333311080933,810,102,27,42.1293258666992,293,92,293,92,214,-24.3697478991597
QUE001385_bic,7.75416660308838,12.2083330154419,28.3255996704102,1108.54016113281,28.6000003814697,-14.5,43.0999984741211,20.75,-6.73333311080933,20.75,-6.73333311080933,810,102,27,42.1293258666992,293,92,293,92,214,-24.3697478991597
QUE001386_bic,7.75416660308838,12.2083330154419,28.3255996704102,1108.54016113281,28.6000003814697,-14.5,43.0999984741211,20.75,-6.73333311080933,20.75,-6.73333311080933,810,102,27,42.1293258666992,293,92,293,92,214,-24.3697478991597
QUE001387_bic,7.75416660308838,12.2083330154419,28.3255996704102,1108.54016113281,28.6000003814697,-14.5,43.0999984741211,20.75,-6.73333311080933,20.75,-6.73333311080933,810,102,27,42.1293258666992,293,92,293,92,214,-24.3697478991597
QUE001388_bic,7.75416660308838,12.2083330154419,28.3255996704102,1108.54016113281,28.6000003814697,-14.5,43.0999984741211,20.75,-6.73333311080933,20.75,-6.73333311080933,810,102,27,42.1293258666992,293,92,293,92,214,-24.3697478991597
QUE001389_bic,7.75416660308838,12.2083330154419,28.3255996704102,1108.54016113281,28.6000003814697,-14.5,43.0999984741211,20.75,-6.73333311080933,20.75,-6.73333311080933,810,102,27,42.1293258666992,293,92,293,92,214,-24.3697478991597
QUE001390_bic,7.75416660308838,12.2083330154419,28.3255996704102,1108.54016113281,28.6000003814697,-14.5,43.0999984741211,20.75,-6.73333311080933,20.75,-6.73333311080933,810,102,27,42.1293258666992,293,92,293,92,214,-24.3697478991597
QUE001391_bic,7.75416660308838,12.2083330154419,28.3255996704102,1108.54016113281,28.6000003814697,-14.5,43.0999984741211,20.75,-6.73333311080933,20.75,-6.73333311080933,810,102,27,42.1293258666992,293,92,293,92,214,-24.3697478991597
QUE001392_bic,7.75416660308838,12.2083330154419,28.3255996704102,1108.54016113281,28.6000003814697,-14.5,43.0999984741211,20.75,-6.73333311080933,20.75,-6.73333311080933,810,102,27,42.1293258666992,293,92,293,92,214,-24.3697478991597
QUE001393_mac,7.75416660308838,12.2083330154419,28.3255996704102,1108.54016113281,28.6000003814697,-14.5,43.0999984741211,20.75,-6.73333311080933,20.75,-6.73333311080933,810,102,27,42.1293258666992,293,92,293,92,214,-24.3697478991597
QUE001400_ste,17.1666660308838,13.2833337783813,41.3810997009277,724.337768554688,32.7000007629395,0.600000023841858,32.1000022888184,9.56666660308838,22.3666667938232,25.8500003814697,8.03333377838135,1508,162,92,19.1150875091553,442,287,332,432,168,0.533333333333333
QUE001403_ste,17.1666660308838,13.2833337783813,41.3810997009277,724.337768554688,32.7000007629395,0.600000023841858,32.1000022888184,9.56666660308838,22.3666667938232,25.8500003814697,8.03333377838135,1508,162,92,19.1150875091553,442,287,332,432,168,0.533333333333333
QUE001406_ste,17.1666660308838,13.2833337783813,41.3810997009277,724.337768554688,32.7000007629395,0.600000023841858,32.1000022888184,9.56666660308838,22.3666667938232,25.8500003814697,8.03333377838135,1508,162,92,19.1150875091553,442,287,332,432,168,0.533333333333333
QUE001408_ste,17.1666660308838,13.2833337783813,41.3810997009277,724.337768554688,32.7000007629395,0.600000023841858,32.1000022888184,9.56666660308838,22.3666667938232,25.8500003814697,8.03333377838135,1508,162,92,19.1150875091553,442,287,332,432,168,0.533333333333333
QUE001409_ste,17.1666660308838,13.2833337783813,41.3810997009277,724.337768554688,32.7000007629395,0.600000023841858,32.1000022888184,9.56666660308838,22.3666667938232,25.8500003814697,8.03333377838135,1508,162,92,19.1150875091553,442,287,332,432,168,0.533333333333333
QUE001410_ste,17.1666660308838,13.2833337783813,41.3810997009277,724.337768554688,32.7000007629395,0.600000023841858,32.1000022888184,9.56666660308838,22.3666667938232,25.8500003814697,8.03333377838135,1508,162,92,19.1150875091553,442,287,332,432,168,0.533333333333333
QUE001411_ste,17.1666660308838,13.2833337783813,41.3810997009277,724.337768554688,32.7000007629395,0.600000023841858,32.1000022888184,9.56666660308838,22.3666667938232,25.8500003814697,8.03333377838135,1508,162,92,19.1150875091553,442,287,332,432,168,0.533333333333333
QUE001412_ste,17.1666660308838,13.2833337783813,41.3810997009277,724.337768554688,32.7000007629395,0.600000023841858,32.1000022888184,9.56666660308838,22.3666667938232,25.8500003814697,8.03333377838135,1508,162,92,19.1150875091553,442,287,332,432,168,0.533333333333333
QUE001419_ste,18.1208324432373,12.841667175293,40.5099906921387,727.78759765625,33.5999984741211,1.89999997615814,31.6999988555908,8.89999961853027,23.2999992370605,26.8499984741211,8.89999961853027,1454,159,89,17.2368144989014,414,289,316,414,60,-3.58090185676393
QUE001444_ste,19.4916667938232,12.5666666030884,39.2708320617676,704.707641601562,35,3,32,22.7000007629395,11.8833332061768,27.716667175293,10.4833335876465,936,125,51,31.449333190918,295,180,208,187,143,-45.801968731905
QUE001451_ste,19.4916667938232,12.5666666030884,39.2708320617676,704.707641601562,35,3,32,22.7000007629395,11.8833332061768,27.716667175293,10.4833335876465,936,125,51,31.449333190918,295,180,208,187,143,-45.801968731905
QUE001452_ste,19.4916667938232,12.5666666030884,39.2708320617676,704.707641601562,35,3,32,22.7000007629395,11.8833332061768,27.716667175293,10.4833335876465,936,125,51,31.449333190918,295,180,208,187,143,-45.801968731905
QUE001463_alb,16.2958335876465,12.6083326339722,35.9211769104004,833.266967773438,33.5999984741211,-1.5,35.0999984741211,16.3666667938232,25.6166667938232,26.3500003814697,5.68333339691162,1270,134,78,19.1782150268555,379,258,265,292,90,-14.8793565683646
QUE001483_mac,9.63749980926514,10.3583335876465,26.9047622680664,1019.93341064453,28.6000003814697,-9.89999961853027,38.5,21.783332824707,-3.53333330154419,21.783332824707,-3.53333330154419,948,103,39,27.6236896514893,299,147,299,147,225,-17.4934725848564
QUE001484_mac,9.63749980926514,10.3583335876465,26.9047622680664,1019.93341064453,28.6000003814697,-9.89999961853027,38.5,21.783332824707,-3.53333330154419,21.783332824707,-3.53333330154419,948,103,39,27.6236896514893,299,147,299,147,225,-17.4934725848564
QUE001485_mac,8.22500038146973,9.80000019073486,25.6544513702393,1025.49206542969,26.8999996185303,-11.3000001907349,38.2000007629395,20.4500007629395,-4.91666650772095,20.4500007629395,-4.91666650772095,883,101,35,31.0490264892578,290,130,290,130,213,-15.1777137367915
QUE001486_bic,9.63749980926514,10.3583335876465,26.9047622680664,1019.93341064453,28.6000003814697,-9.89999961853027,38.5,21.783332824707,-3.53333330154419,21.783332824707,-3.53333330154419,948,103,39,27.6236896514893,299,147,299,147,225,-17.4934725848564
QUE001487_mac,9.63749980926514,10.3583335876465,26.9047622680664,1019.93341064453,28.6000003814697,-9.89999961853027,38.5,21.783332824707,-3.53333330154419,21.783332824707,-3.53333330154419,948,103,39,27.6236896514893,299,147,299,147,225,-17.4934725848564
QUE001488_mac,9.63749980926514,10.3583335876465,26.9047622680664,1019.93341064453,28.6000003814697,-9.89999961853027,38.5,21.783332824707,-3.53333330154419,21.783332824707,-3.53333330154419,948,103,39,27.6236896514893,299,147,299,147,225,-17.4934725848564
QUE001489_mac,9.63749980926514,10.3583335876465,26.9047622680664,1019.93341064453,28.6000003814697,-9.89999961853027,38.5,21.783332824707,-3.53333330154419,21.783332824707,-3.53333330154419,948,103,39,27.6236896514893,299,147,299,147,225,-17.4934725848564
QUE001526_mac,9.63749980926514,10.3583335876465,26.9047622680664,1019.93341064453,28.6000003814697,-9.89999961853027,38.5,21.783332824707,-3.53333330154419,21.783332824707,-3.53333330154419,948,103,39,27.6236896514893,299,147,299,147,225,-17.4934725848564
QUE001527_bic,9.6875,10.3916664123535,26.9214153289795,1022.55725097656,28.7000007629395,-9.89999961853027,38.5999984741211,21.8666667938232,-3.51666665077209,21.8666667938232,-3.51666665077209,947,103,39,27.7268180847168,300,147,300,147,219,-17.9376083188908
QUE001528_bic,9.6875,10.3916664123535,26.9214153289795,1022.55725097656,28.7000007629395,-9.89999961853027,38.5999984741211,21.8666667938232,-3.51666665077209,21.8666667938232,-3.51666665077209,947,103,39,27.7268180847168,300,147,300,147,219,-17.9376083188908
QUE001529_bic,9.6875,10.3916664123535,26.9214153289795,1022.55725097656,28.7000007629395,-9.89999961853027,38.5999984741211,21.8666667938232,-3.51666665077209,21.8666667938232,-3.51666665077209,947,103,39,27.7268180847168,300,147,300,147,219,-17.9376083188908
QUE001530_mac,9.6875,10.3916664123535,26.9214153289795,1022.55725097656,28.7000007629395,-9.89999961853027,38.5999984741211,21.8666667938232,-3.51666665077209,21.8666667938232,-3.51666665077209,947,103,39,27.7268180847168,300,147,300,147,219,-17.9376083188908
