ind_ID,mac1_frac,mac2_frac,lat,long
QUE002424_mac,0.949512366193329,0.0504876338066711,44.36388,-93.93543
QUE002471_mac,0.560916106234853,0.439083893765147,40.73122,-83.09328
QUE002480_mac,0.553241129645186,0.446758870354814,41.55069,-84.35969
QUE002579_mac,0.999989999587256,1.00004127442377e-05,43.81684,-103.25005
QUE002364_mac,0.999989908687257,1.00913127434321e-05,43.01643,-90.11418
QUE002369_mac,0.999989181385437,1.08186145627576e-05,43.02128,-90.11695
QUE002371_mac,0.999989999594529,1.00004054709446e-05,43.02073,-90.11771
QUE002373_mac,0.999989999599984,1.00004000159748e-05,43.0193,-90.11692
QUE002374_mac,0.958852263181436,0.0411477368185637,43.01828,-90.11701
QUE001610_mac,0.786001012517275,0.213998987482725,41.81347,-88.06293
QUE001796_mac,0.900369660543417,0.0996303394565832,42.03033,-93.632
QUE001878_mac,0.485354309949043,0.514645690050957,36.2107,-95.89476
QUE001900_mac,0.999989545036347,1.04549636531504e-05,35.43874,-98.35495
QUE001904_mac,0.344377943701843,0.655622056298157,35.17705,-97.44921
QUE001912_mac,1.03640537523466e-05,0.999989635946248,35.17722,-97.45003
QUE001924_mac,1.00913154957059e-05,0.999989908684504,34.80377,-92.32698
QUE001928_mac,1.00004063801502e-05,0.99998999959362,34.80445,-92.32612
QUE001929_mac,1.13641002255456e-05,0.999988635899774,37.1574,-91.36496
QUE001936_mac,1.05458869268185e-05,0.999989454113073,37.15758,-91.36513
QUE001959_mac,0.999989999591802,1.00004081984295e-05,49.71187,-95.24456
QUE001969_mac,0.999989999599984,1.00004000159748e-05,49.76055,-99.15844
QUE001980_mac,0.999989999592711,1.00004072892679e-05,46.02383,-91.14557
QUE001985_mac,0.999989999589983,1.00004100167528e-05,46.0244,-91.12945
QUE002058_mac,0.776877821933111,0.223122178066889,38.963586,-98.58906
QUE002068_mac,0.000711573982193286,0.999288426017807,38.842944,-97.588909
QUE002069_mac,1.00004100168107e-05,0.999989999589983,38.842944,-97.588909
QUE002072_mac,1.00004054709855e-05,0.999989999594529,39.839311,-88.367745
QUE002073_mac,1.00004045618209e-05,0.999989999595438,39.839311,-88.367745
QUE002076_mac,1.00004000160006e-05,0.999989999599984,39.839311,-88.367745
QUE002083_mac,1.00004036526565e-05,0.999989999596347,37.51651,-89.44542
QUE002084_mac,1.00004000160006e-05,0.999989999599984,37.51726,-89.44584
QUE002087_mac,1.03640518678977e-05,0.999989635948132,38.73603,-86.41255
QUE002096_mac,1.00004036526565e-05,0.999989999596347,38.73833,-86.41346
QUE002110_mac,0.857993035166455,0.142006964833545,41.53273,-87.2948
QUE002114_mac,0.873187175839012,0.126812824160988,41.53403,-87.29146
QUE002119_mac,0.774103873245839,0.225896126754161,41.53239,-87.29708
QUE002135_mac,0.999989492959853,1.05070401467122e-05,42.910269,-73.219522
QUE002136_mac,0.970571620925264,0.0294283790747361,42.909897,-73.218712
QUE002143_mac,0.999989536320099,1.0463679901096e-05,43.951352,-73.222777
QUE002147_mac,0.863505020967346,0.136494979032654,44.0059347,-73.148044
QUE002148_mac,0.936227719199896,0.0637722808001044,44.2343287,-73.243211
QUE002150_mac,0.99998969311532,1.0306884680289e-05,44.2339356,-73.243122
QUE002151_mac,0.999989599604634,1.04003953662613e-05,44.2643368,-73.249727
QUE002159_mac,0.985247237707645,0.014752762292355,44.5792499,-73.165539
QUE002160_mac,0.999989700403463,1.02995965366448e-05,44.6675241,-73.344894
QUE002161_mac,0.973974278435357,0.0260257215646429,44.7174297,-73.32585
QUE002166_mac,0.0424881695224789,0.957511830477521,38.46385,-90.80547
QUE002170_mac,1.00004000160006e-05,0.999989999599984,38.46187,-90.81498
QUE002175_mac,1.00004027434923e-05,0.999989999597257,38.46608,-90.8094
QUE002194_mac,1.00004000160006e-05,0.999989999599984,38.22685,-91.08245
QUE002202_mac,0.156784763305339,0.843215236694661,38.22441,-91.08194
QUE002256_mac,0.0823621415578683,0.917637858442132,38.98048,-94.80568
QUE002265_mac,0.170767867351088,0.829232132648912,38.98141,-94.81036
QUE002268_mac,0.145669476385371,0.854330523614629,38.80951,-95.18855
QUE002291_mac,0.116741513674788,0.883258486325212,38.80803,-95.19508
QUE002299_mac,0.207752752816911,0.792247247183089,39.10691,-96.60616
QUE002338_mac,0.690607807786431,0.309392192213569,42.30404,-83.74966
QUE002379_mac,0.999989999596347,1.00004036526213e-05,43.02037,-90.11654
QUE002384_mac,0.999989999597257,1.00004027434597e-05,43.01546,-88.44251
QUE002393_mac,0.999989454120743,1.05458792567514e-05,43.01838,-88.43741
QUE002404_mac,0.999989999599984,1.00004000159748e-05,43.03952,-89.43194
QUE002411_mac,0.999989817768049,1.01822319507061e-05,43.03939,-89.43954
QUE002417_mac,0.999989272294264,1.07277057364019e-05,43.03966,-89.44229
QUE002427_mac,0.999989999598166,1.00004018342981e-05,44.36388,-93.93543
QUE002430_mac,0.999989999599984,1.00004000159748e-05,44.36413,-93.93551
QUE002433_mac,0.999989999598166,1.00004018342981e-05,45.53,-94.23291
QUE002443_mac,0.999989999599984,1.00004000159748e-05,45.53088,-94.23989
QUE002445_mac,0.99998999959362,1.00004063801062e-05,44.98602,-93.18341
QUE002450_mac,0.999989999596347,1.00004036526213e-05,44.99094,-93.19437
QUE002453_mac,0.387420696712518,0.612579303287482,44.97771,-93.23801
QUE002454_mac,0.999989999599984,1.00004000159748e-05,41.08874,-85.12054
QUE002459_mac,0.475924595920125,0.524075404079875,41.08937,-85.11921
QUE002460_mac,0.512505100967125,0.487494899032875,40.0436,-83.47987
QUE002467_mac,0.624354039601561,0.375645960398439,40.04436,-83.47891
QUE002474_mac,0.583411404659297,0.416588595340703,40.73036,-83.09472
QUE002478_mac,0.515195381923948,0.484804618076052,40.72819,-83.09294
QUE002492_mac,0.680388983114949,0.319611016885051,41.55453,-84.35494
QUE002496_mac,0.928537180379758,0.0714628196202423,41.71553,-87.86614
QUE002502_mac,0.863285638672259,0.136714361327741,41.71129,-87.86589
QUE002510_mac,0.8245848398721,0.1754151601279,41.70489,-87.86563
QUE002515_mac,0.129284171366855,0.870715828633145,41.35763,-88.3248
QUE002518_mac,0.999989999599075,1.00004009251364e-05,41.35543,-88.31912
QUE002520_mac,0.202283367574391,0.797716632425609,41.35823,-88.3248
QUE002521_mac,0.963122245457499,0.0368777545425006,42.18309,-87.91367
QUE002533_mac,0.999989999599984,1.00004000159748e-05,42.18369,-87.91427
QUE002542_mac,0.721705959147457,0.278294040852543,41.82484,-87.93243
QUE002558_mac,0.867229907992583,0.132770092007417,41.82545,-87.93266
QUE002559_mac,0.782013091311347,0.217986908688653,41.82556,-87.93279
QUE002560_mac,0.926403965249519,0.0735960347504809,42.257804,-87.881609
QUE002564_mac,0.944689424101439,0.0553105758985613,42.257804,-87.881609
QUE002581_mac,0.999989042583854,1.09574161459847e-05,44.49133,-103.80895
QUE002570_mac,0.999989999583619,1.00004163808842e-05,43.76049,-103.47675
QUE001721_mac,0.555433399054197,0.444566600945803,39.93549,-89.80068
