Sample	Top over-represented sequence	Sum of remaining over-represented sequences
home | gabe | qmac | analyses | qc | OAK-MOR-001006_S225_L007_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001006_S225_L007_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001007_S193_L007_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001007_S193_L007_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001008_S242_L007_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001008_S242_L007_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001009_S269_L007_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001009_S269_L007_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001010_S226_L007_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001010_S226_L007_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001011_S212_L007_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001011_S212_L007_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001012_S262_L007_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001012_S262_L007_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001013_S232_L007_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001013_S232_L007_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001014_S268_L007_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001014_S268_L007_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001015_S273_L007_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001015_S273_L007_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001016_S251_L007_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001016_S251_L007_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001017_S250_L007_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001017_S250_L007_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001018_S259_L007_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001018_S259_L007_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001019_S237_L007_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001019_S237_L007_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001020_S209_L007_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001020_S209_L007_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001021_S199_L007_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001021_S199_L007_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001022_S210_L007_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001022_S210_L007_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001023_S240_L007_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001023_S240_L007_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001024_S191_L007_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001024_S191_L007_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001025_S228_L007_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001025_S228_L007_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001026_S216_L007_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001026_S216_L007_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001027_S221_L007_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001027_S221_L007_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001038_S307_L007_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001038_S307_L007_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001039_S311_L007_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001039_S311_L007_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001062_S317_L007_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001062_S317_L007_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001063_S310_L007_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001063_S310_L007_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001064_S203_L007_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001064_S203_L007_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001065_S220_L007_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001065_S220_L007_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001066_S283_L007_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001066_S283_L007_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001067_S267_L007_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001067_S267_L007_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001068_S282_L007_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001068_S282_L007_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001069_S280_L007_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001069_S280_L007_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001070_S285_L007_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001070_S285_L007_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001071_S287_L007_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001071_S287_L007_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001072_S279_L007_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001072_S279_L007_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001073_S315_L007_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001073_S315_L007_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001074_S319_L007_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001074_S319_L007_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001075_S318_L007_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001075_S318_L007_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001076_S314_L007_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001076_S314_L007_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001077_S313_L007_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001077_S313_L007_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001078_S312_L007_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001078_S312_L007_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001079_S309_L007_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001079_S309_L007_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001080_S316_L007_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001080_S316_L007_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001081_S305_L007_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001081_S305_L007_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001082_S308_L007_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001082_S308_L007_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001083_S303_L007_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001083_S303_L007_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001161_S338_L007_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001161_S338_L007_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001176_S291_L007_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001176_S291_L007_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001186_S332_L007_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001186_S332_L007_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001205_S289_L007_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001205_S289_L007_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001236_S7_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001236_S7_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001237_S186_L007_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001237_S186_L007_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001237_S1_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001237_S1_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001237_S66_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001237_S66_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001238_S3_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001238_S3_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001239_S8_L001_R1_001	0.22465184009362738	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001239_S8_L001_R2_001	0.20985441350063394	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001240_S5_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001240_S5_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001241_S2_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001241_S2_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001242_S9_L001_R1_001	0.39793453029513476	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001242_S9_L001_R2_001	0.3377427526034337	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001243_S11_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001243_S11_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001244_ste_S41_L001_R1_001	1.2287667840518455	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001244_ste_S41_L001_R2_001	1.2317049112895442	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001245_mue_S9_L001_R1_001	3.468229386577649	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001245_mue_S9_L001_R2_001	3.4486764960086598	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001246_S10_L001_R1_001	0.36465518163250027	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001246_S10_L001_R2_001	0.33257408060911314	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001247_S26_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001247_S26_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001248_S1_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001248_S1_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001249_S12_L001_R1_001	0.6860586303903208	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001249_S12_L001_R2_001	0.5661648891570609	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001250_S2_L001_R1_001	0.28955181417289594	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001250_S2_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001251_S10_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001251_S10_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001252_S15_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001252_S15_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001253_S4_L001_R1_001	0.21330615521292284	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001253_S4_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001254_S3_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001254_S3_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001255_S11_L001_R1_001	0.11390262952356157	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001255_S11_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001256_S6_L001_R1_001	0.23245894036512085	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001256_S6_L001_R2_001	0.15201440558359505	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001257_S5_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001257_S5_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001258_S13_L001_R1_001	0.2228222193199658	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001258_S13_L001_R2_001	0.19590231004805603	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001259_S4_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001259_S4_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001260_S14_L001_R1_001	0.23199557905053853	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001260_S14_L001_R2_001	0.2038433065365406	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001261_S15_L001_R1_001	0.13542149739784612	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001261_S15_L001_R2_001	0.1159375483073118	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001262_S16_L001_R1_001	0.2583979328165375	99.7416020671829
home | gabe | qmac | analyses | qc | OAK-MOR-001262_S16_L001_R2_001	0.2583979328165375	99.7416020671829
home | gabe | qmac | analyses | qc | OAK-MOR-001263_S17_L001_R1_001	0.2697226631564004	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001263_S17_L001_R2_001	0.10711474182766142	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001264_S18_L001_R1_001	1.4785223959409508	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001264_S18_L001_R2_001	0.5586549425656802	0.14655126233058602
home | gabe | qmac | analyses | qc | OAK-MOR-001265_S19_L001_R1_001	0.19163555484947176	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001265_S19_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001266_S20_L001_R1_001	0.2978361538430536	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001266_S20_L001_R2_001	0.18297376704295854	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001267_S15_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001267_S15_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001267_mac_S1_L001_R1_001	4.0201005025125625	95.97989949748806
home | gabe | qmac | analyses | qc | OAK-MOR-001267_mac_S1_L001_R2_001	5.527638190954774	94.47236180904585
home | gabe | qmac | analyses | qc | OAK-MOR-001268_S12_L001_R1_001	0.47794818862124294	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001268_S12_L001_R2_001	0.30741268470004823	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001269_ste_S42_L001_R1_001	1.172773942290671	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001269_ste_S42_L001_R2_001	1.2034124487656086	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001270_mac_S2_L001_R1_001	3.3106679909338634	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001270_mac_S2_L001_R2_001	3.2942965558138604	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001271_mac_S3_L001_R1_001	3.948599548457763	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001271_mac_S3_L001_R2_001	3.882177493780916	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001272_S6_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001272_S6_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001273_alb_S17_L001_R1_001	3.1183359236635706	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001273_alb_S17_L001_R2_001	3.111408296285587	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001274_S16_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001274_S16_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001274_bic_S10_L001_R1_001	8.024691358024691	91.97530864197502
home | gabe | qmac | analyses | qc | OAK-MOR-001274_bic_S10_L001_R2_001	10.493827160493826	89.50617283950588
home | gabe | qmac | analyses | qc | OAK-MOR-001275_S7_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001275_S7_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001276_S17_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001276_S17_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001276_mac_S4_L001_R1_001	2.888086642599278	97.11191335740112
home | gabe | qmac | analyses | qc | OAK-MOR-001276_mac_S4_L001_R2_001	3.6101083032490973	96.3898916967513
home | gabe | qmac | analyses | qc | OAK-MOR-001277_S4_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001277_S4_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001277_bic_S11_L001_R1_001	7.4074074074074066	92.59259259259291
home | gabe | qmac | analyses | qc | OAK-MOR-001277_bic_S11_L001_R2_001	8.148148148148149	91.85185185185216
home | gabe | qmac | analyses | qc | OAK-MOR-001278_alb_S18_L001_R1_001	2.253305681801468	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001278_alb_S18_L001_R2_001	2.317139537278089	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001279_S5_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001279_S5_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001279_alb_S19_L001_R1_001	10.36036036036036	89.63963963963958
home | gabe | qmac | analyses | qc | OAK-MOR-001279_alb_S19_L001_R2_001	9.90990990990991	90.09009009009003
home | gabe | qmac | analyses | qc | OAK-MOR-001280_S6_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001280_S6_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001280_mac_S5_L001_R1_001	10.344827586206897	89.65517241379303
home | gabe | qmac | analyses | qc | OAK-MOR-001280_mac_S5_L001_R2_001	5.172413793103448	94.82758620689647
home | gabe | qmac | analyses | qc | OAK-MOR-001281_S7_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001281_S7_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001281_alb_S20_L001_R1_001	1.2396694214876034	98.76033057851278
home | gabe | qmac | analyses | qc | OAK-MOR-001281_alb_S20_L001_R2_001	1.2396694214876034	98.76033057851278
home | gabe | qmac | analyses | qc | OAK-MOR-001282_mac_S6_L001_R1_001	3.037225865457588	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001282_mac_S6_L001_R2_001	2.024946973087626	0.4397828329019826
home | gabe | qmac | analyses | qc | OAK-MOR-001283_S8_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001283_S8_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001283_mac_S7_L001_R1_001	13.88888888888889	86.11111111111097
home | gabe | qmac | analyses | qc | OAK-MOR-001283_mac_S7_L001_R2_001	4.166666666666666	95.83333333333319
home | gabe | qmac | analyses | qc | OAK-MOR-001284_S9_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001284_S9_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001284_alb_S21_L001_R1_001	3.389830508474576	96.61016949152538
home | gabe | qmac | analyses | qc | OAK-MOR-001284_alb_S21_L001_R2_001	3.389830508474576	96.61016949152538
home | gabe | qmac | analyses | qc | OAK-MOR-001285_S8_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001285_S8_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001286_mac_S8_L001_R1_001	0.9948709519919172	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001286_mac_S8_L001_R2_001	0.899154504715727	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001287_alb_S22_L001_R1_001	2.3069761884611366	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001287_alb_S22_L001_R2_001	1.5880997067740668	0.2230309306065148
home | gabe | qmac | analyses | qc | OAK-MOR-001288_S10_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001288_S10_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001288_alb_S23_L001_R1_001	13.636363636363635	86.36363636363639
home | gabe | qmac | analyses | qc | OAK-MOR-001288_alb_S23_L001_R2_001	5.681818181818182	94.31818181818186
home | gabe | qmac | analyses | qc | OAK-MOR-001289_S27_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001289_S27_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001290_S23_L001_R1_001	0.1294700082565241	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001290_S23_L001_R2_001	0.11147913862286317	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001291_bic_S12_L001_R1_001	2.7819127263632217	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001291_bic_S12_L001_R2_001	2.7766684013280245	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001292_S11_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001292_S11_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001292_mac_S13_L001_R1_001	5.660377358490567	94.33962264150946
home | gabe | qmac | analyses | qc | OAK-MOR-001292_mac_S13_L001_R2_001	3.7735849056603774	96.22641509433966
home | gabe | qmac | analyses | qc | OAK-MOR-001293_S30_L001_R1_001	0.10933538908573379	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001293_S30_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001294_S12_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001294_S12_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001294_alb_S24_L001_R1_001	6.296296296296296	93.70370370370364
home | gabe | qmac | analyses | qc | OAK-MOR-001294_alb_S24_L001_R2_001	5.555555555555555	94.44444444444437
home | gabe | qmac | analyses | qc | OAK-MOR-001295_S28_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001295_S28_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001296_S14_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001296_S14_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001297_mue_S14_L001_R1_001	10.526315789473683	89.47368421052646
home | gabe | qmac | analyses | qc | OAK-MOR-001297_mue_S14_L001_R2_001	4.605263157894736	95.39473684210539
home | gabe | qmac | analyses | qc | OAK-MOR-001298_mac_S25_L001_R1_001	0.15984232502853118	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001298_mac_S25_L001_R2_001	0.1672926028900305	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001299_S29_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001299_S29_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001300_alb_S33_L001_R1_001	1.586147507592985	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001300_alb_S33_L001_R2_001	1.5956870813545163	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001301_alb_S34_L001_R1_001	0.3690632056317717	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001301_alb_S34_L001_R2_001	0.37997381453862356	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001302_S16_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001302_S16_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001303_mac_S26_L001_R1_001	0.348712967459932	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001303_mac_S26_L001_R2_001	0.3715395823215153	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001304_S24_L001_R1_001	0.23938560035942938	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001304_S24_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001305_S184_L007_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001305_S184_L007_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001305_S64_L001_R1_001	0.10401746129186276	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001305_S64_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001305_mac_S27_L001_R1_001	0.7923798040044249	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001305_mac_S27_L001_R2_001	0.7937255577476389	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001306_mac_S28_L001_R1_001	1.0900346889539436	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001306_mac_S28_L001_R2_001	1.1200259039166403	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001307_S25_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001307_S25_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001308_S13_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001308_S13_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001308_mue_S15_L001_R1_001	32.87671232876712	67.12328767123293
home | gabe | qmac | analyses | qc | OAK-MOR-001308_mue_S15_L001_R2_001	21.91780821917808	78.08219178082193
