Sample	Top over-represented sequence	Sum of remaining over-represented sequences
home | gabe | qmac | analyses | qc | OAK-MOR-001309_S185_L007_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001309_S185_L007_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001309_S65_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001309_S65_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001309_mac_S29_L001_R1_001	0.34275535723924505	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001309_mac_S29_L001_R2_001	0.2470957256037952	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001310_mac_S30_L001_R1_001	0.3995122380479465	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001310_mac_S30_L001_R2_001	0.27380039473518797	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001311_alb_S35_L001_R1_001	0.6236867558283027	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001311_alb_S35_L001_R2_001	0.6292454613169686	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001312_alb_S36_L001_R1_001	0.4977602646790952	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001312_alb_S36_L001_R2_001	0.5025928886080184	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001313_mac_S31_L001_R1_001	1.0397637840508278	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001313_mac_S31_L001_R2_001	0.6284539114649754	0.12350785280161769
home | gabe | qmac | analyses | qc | OAK-MOR-001314_bic_S16_L001_R1_001	8.5	5.000000000000007
home | gabe | qmac | analyses | qc | OAK-MOR-001314_bic_S16_L001_R2_001	7.545454545454546	5.545454545454553
home | gabe | qmac | analyses | qc | OAK-MOR-001315_S21_L001_R1_001	0.17291834973349418	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001315_S21_L001_R2_001	0.16004145134908504	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001316_S14_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001316_S14_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001316_alb_S37_L001_R1_001	21.75438596491228	78.24561403508753
home | gabe | qmac | analyses | qc | OAK-MOR-001316_alb_S37_L001_R2_001	15.789473684210526	84.21052631578928
home | gabe | qmac | analyses | qc | OAK-MOR-001317_mac_S32_L001_R1_001	0.1550841596461384	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001317_mac_S32_L001_R2_001	0.13755290681657495	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001318_mac_S43_L001_R1_001	1.084391432602283	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001318_mac_S43_L001_R2_001	1.08855970244966	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001319_S33_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001319_S33_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001319_alb_S38_L001_R1_001	1.715686274509804	98.28431372549053
home | gabe | qmac | analyses | qc | OAK-MOR-001319_alb_S38_L001_R2_001	1.4705882352941175	98.52941176470623
home | gabe | qmac | analyses | qc | OAK-MOR-001320_mac_S44_L001_R1_001	1.0259199757118822	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001320_mac_S44_L001_R2_001	1.038208606740314	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001321_mac_S45_L001_R1_001	1.8045689115367174	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001321_mac_S45_L001_R2_001	1.2653034785049553	0.150605661477339
home | gabe | qmac | analyses | qc | OAK-MOR-001322_mac_S46_L001_R1_001	1.067528859567456	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001322_mac_S46_L001_R2_001	0.7275496212042344	0.10916218764593377
home | gabe | qmac | analyses | qc | OAK-MOR-001323_mac_S47_L001_R1_001	1.9611504473906	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001323_mac_S47_L001_R2_001	1.2243311851182694	0.21549440067827752
home | gabe | qmac | analyses | qc | OAK-MOR-001324_S13_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001324_S13_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001325_alb_S39_L001_R1_001	0.8964246379549399	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001325_alb_S39_L001_R2_001	0.5513991709408717	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001326_alb_S40_L001_R1_001	0.9450425537627192	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001326_alb_S40_L001_R2_001	0.8642306762960775	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001327_S34_L001_R1_001	0.13696576537287397	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001327_S34_L001_R2_001	0.12401875272568688	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001328_S22_L001_R1_001	0.2721726888784608	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001328_S22_L001_R2_001	0.10547250340774508	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001329_alb_S48_L001_R1_001	0.7590886807544444	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001329_alb_S48_L001_R2_001	0.6747168253476791	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001330_S35_L001_R1_001	0.5943901360711303	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001330_S35_L001_R2_001	0.5277230015649232	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001331_S9_L001_R1_001	0.26414530415079707	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001331_S9_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001332_S36_L001_R1_001	0.251598220514404	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001332_S36_L001_R2_001	0.23501561052595463	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001333_S37_L001_R1_001	0.17088817608671608	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001333_S37_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001334_S38_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001334_S38_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001335_S39_L001_R1_001	0.44487657077607506	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001335_S39_L001_R2_001	0.1690191800026003	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001336_S40_L001_R1_001	0.17301222833342234	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001336_S40_L001_R2_001	0.1132055321193998	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001337_S41_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001337_S41_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001338_S42_L001_R1_001	0.1448725992540695	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001338_S42_L001_R2_001	0.13365314231935585	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001339_S43_L001_R1_001	0.43478260869565216	99.5652173913048
home | gabe | qmac | analyses | qc | OAK-MOR-001339_S43_L001_R2_001	0.43478260869565216	99.5652173913048
home | gabe | qmac | analyses | qc | OAK-MOR-001340_S44_L001_R1_001	0.27398978326829293	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001340_S44_L001_R2_001	0.24938858793962576	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001341_S45_L001_R1_001	0.10410876719338645	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001341_S45_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001342_S46_L001_R1_001	0.14268413213246656	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001342_S46_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001343_S47_L001_R1_001	0.23101708310535596	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001343_S47_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001344_S48_L001_R1_001	0.13432804976337598	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001344_S48_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001345_S49_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001345_S49_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001346_S50_L001_R1_001	0.17455872503572917	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001346_S50_L001_R2_001	0.13606087933298527	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001347_S51_L001_R1_001	0.2372048208511611	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001347_S51_L001_R2_001	0.1927034000718555	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001348_S52_L001_R1_001	0.22357309425162444	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001348_S52_L001_R2_001	0.18791460073807423	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001349_S53_L001_R1_001	0.1815666025446323	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001349_S53_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001350_S54_L001_R1_001	0.19859848370435257	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001350_S54_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001351_S55_L001_R1_001	0.35130174540268183	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001351_S55_L001_R2_001	0.10755327979050493	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001352_S56_L001_R1_001	0.2803843661058979	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001352_S56_L001_R2_001	0.16766703299799926	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001353_S57_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001353_S57_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001354_S58_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001354_S58_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001355_S59_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001355_S59_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001356_S60_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001356_S60_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001357_S61_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001357_S61_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001358_S62_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001358_S62_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001359_S63_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001359_S63_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001360_S64_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001360_S64_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001361_S65_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001361_S65_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001362_S66_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001362_S66_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001363_S67_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001363_S67_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001364_S68_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001364_S68_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001365_S69_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001365_S69_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001366_S70_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001366_S70_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001367_S71_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001367_S71_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001368_S72_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001368_S72_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001369_S73_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001369_S73_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001370_S74_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001370_S74_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001371_S75_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001371_S75_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001372_S76_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001372_S76_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001373_S77_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001373_S77_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001374_S78_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001374_S78_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001375_S79_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001375_S79_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001376_S80_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001376_S80_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001377_S17_L001_R1_001	0.15076419294853274	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001377_S17_L001_R2_001	0.12150038154083227	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001378_S18_L001_R1_001	0.2099459820682742	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001378_S18_L001_R2_001	0.19379629113994543	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001379_S19_L001_R1_001	0.14197941298511715	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001379_S19_L001_R2_001	0.11748296497007935	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001380_S20_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001380_S20_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001381_S21_L001_R1_001	0.11424485026075733	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001381_S21_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001382_S22_L001_R1_001	0.2775273969353385	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001382_S22_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001383_S23_L001_R1_001	0.10016185575241152	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001383_S23_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001384_S24_L001_R1_001	0.16471648563392538	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001384_S24_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001385_S25_L001_R1_001	0.20701454515033157	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001385_S25_L001_R2_001	0.1824090128424475	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001386_S26_L001_R1_001	0.2514827995255041	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001386_S26_L001_R2_001	0.22933965994464214	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001387_S27_L001_R1_001	0.13547629499071945	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001387_S27_L001_R2_001	0.11052013538716585	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001388_S28_L001_R1_001	0.20258190227660566	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001388_S28_L001_R2_001	0.17146239319194634	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001389_S29_L001_R1_001	0.19164104912028254	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001389_S29_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001390_S30_L001_R1_001	0.1820736122565945	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001390_S30_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001391_S31_L001_R1_001	0.19822300737815648	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001391_S31_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001392_S32_L001_R1_001	0.3062644145027405	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001392_S32_L001_R2_001	0.1720402999150303	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001393_S33_L001_R1_001	0.18639485014467924	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001393_S33_L001_R2_001	0.15179460850105614	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001394_S34_L001_R1_001	0.16057451309185927	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001394_S34_L001_R2_001	0.12383790862065899	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001395_S35_L001_R1_001	0.16686836190891394	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001395_S35_L001_R2_001	0.11650718962108857	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001396_S36_L001_R1_001	0.11851515963476719	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001396_S36_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001397_S37_L001_R1_001	0.2524820615567555	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001397_S37_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001398_S38_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001398_S38_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001399_S39_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001399_S39_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001400_S40_L001_R1_001	1.017722043735102	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001400_S40_L001_R2_001	0.5202611669603068	0.1243652191936988
home | gabe | qmac | analyses | qc | OAK-MOR-001401_S41_L001_R1_001	0.1637143512000262	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001401_S41_L001_R2_001	0.1244229069120199	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001402_S42_L001_R1_001	0.18886558105000614	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001402_S42_L001_R2_001	0.14849736525305826	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001403_S43_L001_R1_001	0.1291248206599713	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001403_S43_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001404_S44_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001404_S44_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001405_S45_L001_R1_001	0.13769816562095885	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001405_S45_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001406_S46_L001_R1_001	0.11365853244781463	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001406_S46_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001407_S47_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001407_S47_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001408_S48_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001408_S48_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001409_S49_L001_R1_001	0.12671191265556925	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001409_S49_L001_R2_001	0.11456145527763795	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001410_S50_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001410_S50_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001411_S51_L001_R1_001	0.12701844469968246	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001411_S51_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001412_S52_L001_R1_001	0.1341879342682437	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001412_S52_L001_R2_001	0.1169061548549093	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001413_S53_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001413_S53_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001414_S54_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001414_S54_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001415_S55_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001415_S55_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001416_S56_L001_R1_001	0.132102754520949	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001416_S56_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001417_S57_L001_R1_001	0.20883173184948253	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001417_S57_L001_R2_001	0.1793133224952308	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001418_S58_L001_R1_001	0.18819795332753858	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001418_S58_L001_R2_001	0.14339642881369033	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001419_S59_L001_R1_001	0.12468978666302845	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001419_S59_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001420_S60_L001_R1_001	0.11264088592735343	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001420_S60_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001421_S61_L001_R1_001	0.18833321809447612	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001421_S61_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001422_S62_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001422_S62_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001423_S63_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001423_S63_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001424_S64_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001424_S64_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001425_S65_L001_R1_001	0.49829363011280536	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001425_S65_L001_R2_001	0.4861893314056117	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001426_S66_L001_R1_001	0.7651338984322256	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001426_S66_L001_R2_001	0.17836454712908092	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001427_S67_L001_R1_001	0.24829977779274123	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001427_S67_L001_R2_001	0.22683657666150428	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001428_S68_L001_R1_001	0.45577684141446884	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001428_S68_L001_R2_001	0.36974346046265955	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001429_S69_L001_R1_001	0.47174853871751987	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001429_S69_L001_R2_001	0.45588564925772024	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001430_S1_L001_R1_001	0.354232435210337	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001430_S1_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001431_S2_L001_R1_001	0.5704624894983041	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001431_S2_L001_R2_001	0.508230217916671	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001432_S3_L001_R1_001	0.46203661868800966	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001432_S3_L001_R2_001	0.2834613481357172	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001433_S4_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001433_S4_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001434_S70_L001_R1_001	0.26791474843351887	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001434_S70_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001435_S5_L001_R1_001	0.6027085236178298	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001435_S5_L001_R2_001	0.5553488267198899	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001436_S6_L001_R1_001	0.438321045432256	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001436_S6_L001_R2_001	0.3849826650263681	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001437_S7_L001_R1_001	0.34602162572702017	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001437_S7_L001_R2_001	0.32553514680310996	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001438_S8_L001_R1_001	0.3832616891337312	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001438_S8_L001_R2_001	0.10642293727306873	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001439_S9_L001_R1_001	0.13202808011850325	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001439_S9_L001_R2_001	0.12429960713595672	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001440_S10_L001_R1_001	0.5375661375661376	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001440_S10_L001_R2_001	0.3463203463203463	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001441_S71_L001_R1_001	0.48423068049526247	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001441_S71_L001_R2_001	0.43596672438894385	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001442_S72_L001_R1_001	0.36981378634433193	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001442_S72_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001443_S11_L001_R1_001	0.2619681237519149	0.0
