long,lat
-78.500509,40.003011
-85.498117,34.775383
-76.512612,38.401322
-86.509833,36.075056
-100.055542,30.838654
-97.490124,32.849305
-86.331969,36.092044
-95.1903,39.080067
-86.35877,36.377502
-91.231166,36.317193
-97.490139,32.849314
-81.849861,43.249126
-76.092372,42.994724
-96.650992,33.25837
-78.124203,39.202503
-94.206968,36.026763
-96.878824,37.344232
-96.594528,39.1081
-97.123497,32.017826
-87.639763,37.944108
-97.625995,30.538695
-97.524178,31.207237
-82.517647,41.938305
-87.917697,41.157803
-90.89,41.4
-99.42167,29.7935
-96.63333,33.61667
-99.42817,29.781
-91.962338,35.244043
-94.91905,33.800952
-82.753886,39.863131
-84.405403,40.166503
-82.917367,40.359547
-94.425887,36.261847
-85.447979,42.927688
-96.148251,33.549638
-83.889091,39.387859
-96.655662,33.259164
-91.245667,43.176311
-90.985906,41.260244
-73.193703,44.58799
-98.493706,29.871633
-96.652283,33.258547
-94.238104,36.38464
-89.994111,31.294145
-79.471222,43.145431
-96.662067,33.198239
-95.796287,39.987905
-97.827662,30.193228
-98.126008,29.721303
-83.927612,36.246128
-99.274244,30.188544
-88.921495,37.358772
-99.567363,29.827633
-96.950492,34.503849
-97.612439,30.509254
-95.653225,36.293027
-97.673327,32.075757
-95.153793,39.551521
-97.083794,36.184931
-91.159303,38.697589
-90.226374,42.021939
-81.625629,41.30136
-94.188089,35.941806
-78.209444,38.904722
-86.901353,40.437195
-81.724372,41.203625
-99.727763,32.380249
-79.302338,43.097181
-97.476372,31.199567
-80.454356,42.705908
-76.090019,42.998731
-81.183536,43.074484
-87.033897,33.057697
-85.495379,40.454987
-96.586284,39.090589
-97.725718,30.183777
-84.909157,37.955608
-73.418727,43.581121
-89.510532,40.73158
-80.834143,34.954968
-92.901397,39.14122
-76.051224,42.983524
-88.931678,37.375861
-96.145889,33.548928
-96.940998,33.224467
-86.532622,36.102689
-96.580437,33.130447
-83.161783,41.140096
-76.548662,42.407417
-91.05828,36.152521
-97.469545,31.30048
-76.657036,44.243134
-83.656128,42.3017
-97.539428,31.215178
-97.078374,36.154181
-81.710474,41.220423
-95.689578,40.683813
-79.549452,37.630489
-84.29587,37.716676
-90.603378,38.38535
-83.886328,40.821429
-91.180122,43.092086
-87.901161,41.151459
-96.614408,33.157821
-96.650458,33.259278
-93.305184,36.519513
-96.941773,33.224178
-84.441044,37.489278
-96.656239,33.259956
-97.490083,32.849335
-79.460497,37.778816
-90.262437,38.931603
-81.844474,42.317616
-96.501463,32.61333
-86.413109,35.770753
-102.076539,31.997579
-99.582873,29.822255
-97.967842,29.903428
-92.987415,31.980472
-85.230449,39.079287
-92.746101,38.119617
-96.64968,33.260523
-99.794723,30.451611
-95.301375,38.987026
-97.490123,32.849315
-90.602475,36.978504
-103.286045,29.296935
-82.302409,40.611012
-90.987203,41.260934
-85.435318,38.765486
-96.647153,39.838621
-96.525022,33.257909
-81.916353,43.225589
-86.548095,42.003488
-97.13375,34.446083
-97.128319,33.179413
-82.513885,41.934444
-90.541572,38.200488
-83.88395,39.795967
-94.897993,38.880748
-89.626876,39.707775
-96.651572,33.257214
-88.260371,44.275255
-88.036243,36.903624
-96.582405,39.102951
-86.577691,41.921142
-97.509719,32.729867
-94.336447,39.005873
-88.025427,36.908423
-87.144188,36.30764
-76.802654,38.874698
-96.655857,33.259253
-94.059219,33.766315
-92.94111,40.31972
-89.49583,37.32861
-92.07858,36.14128
-96.66957,39.00048
-96.5222,39.2278
-95.030428,39.865042
-95.41506,39.82378
-95.102497,37.175533
-94.62726,37.02375
-94.789734,38.420155
-95.401553,38.437537
-95.828357,37.302289
-94.6801,37.85517
-94.974877,38.918714
-94.789798,38.422565
-95.810515,37.316895
-94.901646,38.945028
-95.034564,38.965935
-94.650803,38.395951
-95.390477,39.09062
-97.526818,31.226311
-94.745833,38.5875
-95.24192,38.29058
-95.449878,38.907303
-95.07688,37.56445
-96.798243,37.098496
-95.32289,39.21624
-96.78825,37.10769
-94.70062,37.62244
-95.184596,38.809619
-90.39583,38.24211
-95.938604,39.083682
-94.07423,41.29167
-93.836947,36.558582
-95.26117,38.17973
-96.258637,37.047591
-95.35484,37.34933
-94.873922,38.141085
-94.949997,38.233334
-96.765833,39.1025
-95.66229,39.32787
-95.44549,39.11591
-94.653024,38.403466
-96.526222,39.231094
-95.037367,38.542367
-95.590379,39.0366
-95.507709,40.229914
-82.822086,35.894167
-91.63402,35.755173
-95.798223,37.861311
-96.0136,37.07368
-94.9484,39.74691
-95.28161,37.53976
-94.65111,37.82016
-95.03444,38.49734
-95.9031,38.4989
-95.959859,38.528639
-80.466667,39.95
-94.659716,38.392503
-95.424502,38.572508
-95.443602,38.589591
-94.66025,37.87091
-95.780266,37.886755
-96.814167,39.075556
-95.482744,39.08813
-104.746059,31.922052
-91.241667,36.709722
-90.675,38.125
-92.75916,36.66111
-90.636111,38.5325
-92.8375,37.809722
-92.038889,37.552222
-90.686944,38.089444
-90.444444,37.095833
-77.4775,39.1011
-86.10686,37.190683
-100.437073,31.457947
-81.843577,39.322253
-90.824957,39.127934
-81.852975,42.256373
-81.709369,41.219488
-81.84555,43.239313
-93.927189,36.305941
-97.57512,31.2421
-97.078428,36.154241
-93.927545,36.305471
-95.921639,33.737811
-96.656237,33.259837
-99.579365,29.818713
-93.755563,36.546854
-91.016667,39.185278
-92.014722,37.786111
-91.6375,37.429722
-91.222222,36.724167
-92.289722,36.582778
-104.806594,31.917983
-82.505823,41.935237
-88.978958,37.542825
-90.407,31.031
-88.592222,32.880278
-89.261667,32.2525
-89.7365,33.732
-87.025054,33.055156
-88.8825,32.312778
-89.1152,31.9311
-89.3838,32.2877
-88.18528,34.9667
-89.389,32.2861
-89.96678,33.72804
-89.2603,33.41543
-88.693056,31.743056
-89.4984,32.3198
-88.8698,33.7722
-90.1728,34.50781
-89.3889,32.28694
-88.7583,33.4529
-91.0317,32.0089
-88.728611,33.510556
-90.039,33.508
-88.8097,34.23972
-89.034167,32.120278
-88.52333,33.10098
-72.11483,40.99728
-104.69889,32.2425
-94.83083,36.09889
-104.72138,32.12265
-84.27839,39.17785
-104.70719,32.25911
-87.315,34.42
-104.77778,31.98722
-87.315,34.41999
-79.373775,43.142076
-81.820275,43.086065
-81.187133,42.78984
-79.323566,43.110886
-76.412736,44.25759
-80.055553,42.547558
-80.533333,42.683333
-82.683106,41.684058
-77.059607,44.125624
-80.487808,42.699692
-86.30619,35.853338
-98.709424,29.785124
-84.6371,40.508267
-97.721271,31.090197
-81.849578,43.250153
-89.513988,40.731443
-95.983906,36.68745
-81.784998,43.297355
-87.093053,36.498092
-90.983455,41.261222
-93.694616,36.201004
-94.184728,36.415447
-104.771187,31.986872
-83.572053,35.865575
-97.732405,30.663738
-83.270475,36.290517
-97.426828,35.243095
-91.187357,43.089157
-75.810215,40.374538
-82.632545,41.754945
-75.969483,43.050158
-96.940115,34.50455
-76.68196,44.212725
-96.974975,34.502558
-81.858025,43.247808
-94.969301,38.910341
-82.727005,41.531192
-96.684722,33.22177
-86.530467,36.101806
-88.239875,41.386847
-99.799834,30.451654
-104.766747,31.985255
-86.590246,41.921505
-88.152991,36.925277
-86.958225,36.04972
-81.868638,43.224842
-97.696567,30.662014
-81.889289,43.215278
-77.800659,44.29427
-77.121417,38.615958
-88.967141,40.497085
-96.418312,32.955988
-89.626703,39.707519
-81.41555,41.434892
-82.400776,42.667715
-86.51019,36.074773
-97.074409,33.167633
-73.192138,44.585863
-86.535362,36.086353
-97.654202,30.560911
-93.911781,33.758082
-79.981022,39.646421
-89.336248,41.849343
-104.847014,31.901481
-81.878761,43.235547
-93.443062,38.270901
-83.049349,40.476013
-97.503483,30.755613
-96.44941,33.18337
-77.372292,37.364467
-99.345082,30.155087
-90.055548,42.447552
-81.852084,43.25242
-96.142265,33.545147
-97.800346,30.177294
-88.239445,41.38568
-94.123463,35.697295
-104.778672,31.983036
-88.924136,37.371543
-99.7341,29.58538
-79.059822,43.241262
-82.21246,41.133942
-82.397032,40.376348
-97.488388,32.849533
-85.626113,37.981388
-77.851562,39.49899
-88.14495,42.307782
-94.870842,39.832363
-81.851783,43.256633
-76.090369,42.997142
-93.751468,36.436625
-96.540133,39.132169
-99.06189,29.733009
-99.926117,29.746103
-88.059067,32.594119
-86.645561,34.657612
-94.837242,38.964931
-96.650509,33.25933
-96.650428,33.259317
-93.379713,36.011292
-103.837459,30.540354
-82.514633,41.934975
-98.097258,29.720617
-99.570705,29.80775
-92.301562,38.882072
-96.939563,33.228997
-84.725525,37.813797
-94.964941,39.741679
-86.581703,41.933228
-87.752419,40.227786
-87.560787,34.883098
-99.584457,29.823586
-88.151039,39.441467
-77.731292,39.635466
-86.413254,35.776635
-97.490143,32.849232
-81.788637,43.295412
-104.722008,32.133422
-97.565705,38.783521
-72.759951,41.967869
-96.472401,32.886584
-96.739234,33.243045
-81.843925,42.322247
-84.864127,39.117706
-97.489167,32.849547
-94.293744,36.625168
-99.918792,29.834255
-83.688286,41.022089
-97.504228,32.758978
-97.10811,33.240056
-98.610077,30.23606
-82.638037,41.808783
-94.245159,36.452538
-85.885078,34.269847
-84.699488,39.29841
-96.65169,33.257303
-89.104469,39.803756
-95.605688,35.397797
-93.481838,35.424755
-91.547153,35.75451
-86.314146,39.854725
-92.235703,38.589175
-86.404663,36.08505
-94.882622,39.014794
-96.857518,33.238734
-82.643897,41.802105
-77.128237,44.000882
-97.124783,33.187411
-99.760403,30.477596
-85.958465,39.68819
-94.341837,36.294254
-81.166177,39.432468
-90.671417,38.083925
-104.806197,31.918367
-84.152005,39.367358
-84.597521,33.378183
-86.530656,36.101739
-96.655076,33.260202
-99.926772,29.746308
-96.614655,33.157903
-87.5384,33.322583
-86.308228,34.790347
-84.950739,42.996029
-97.666759,29.808389
-104.806412,31.91826
-89.77327,39.777263
-96.653478,33.256855
-86.342207,39.847606
-73.868478,42.503558
-97.367868,35.651065
-81.989356,39.33732
-90.74868,42.559642
-90.532683,37.824537
-97.505447,35.687724
-90.799927,38.473811
-87.712325,37.104092
-77.597372,44.209974
-87.02735,36.510525
-97.72174,30.180358
-84.643845,37.825972
-92.30224,38.603867
-81.837581,42.784627
-79.34944,43.123711
-97.501582,32.661687
-86.531678,36.102306
-97.12753,33.029893
-80.917287,37.614849
-81.860087,43.238387
-95.537946,30.739883
-73.19052,44.58968
-93.732168,39.192416
-94.178729,35.679519
-93.883483,41.993795
-103.8365,30.540785
-92.1244,38.80566
-89.049407,34.397576
-96.608172,33.008788
-96.556845,34.447129
-96.447001,32.907737
-88.517487,35.042758
-87.574027,40.016922
-81.843895,42.322333
-86.80491,35.425803
-95.638646,36.391619
-84.2303,38.89737
-84.745463,40.101363
-90.188568,38.156174
-82.513698,41.933533
-82.634504,41.755306
-90.60347,38.385506
-77.124617,44.000958
-97.505903,35.686278
-82.0585,39.341934
-97.611143,30.344993
-96.646667,33.241943
-104.848475,31.902366
-97.673915,35.34693
-96.654105,33.257095
-89.272872,39.106555
-97.386556,35.623345
-95.847797,34.113142
-99.816244,30.449228
-97.489052,32.8494
-79.910194,43.310028
-82.511475,41.91917
-82.512512,41.929672
-91.052159,37.160891
-104.806022,31.918545
-96.985001,36.196392
-94.187304,36.331663
-97.366672,35.354998
-96.59121,39.278434
-96.501529,32.613403
-76.02469,43.011022
-96.615062,33.158025
-93.733724,36.151845
-78.174942,38.963592
-97.128472,33.252108
-86.530589,36.10161
-92.76622,37.975372
-98.709635,29.7822
-82.707456,41.617453
-83.947005,39.700955
-94.256387,36.454279
-89.598374,40.860416
-96.604728,39.107575
-79.30244,43.096907
-84.90889,37.956237
-87.614167,34.911111
-76.905245,44.26389
-99.4813,36.016439
-90.671885,38.083574
-99.804547,30.444141
-77.651192,40.744897
-90.352824,38.947775
-82.510334,41.92272
-97.078392,36.154206
-77.130347,44.003969
-86.302766,35.856544
-97.490058,32.849341
-76.435777,44.312072
-81.846562,42.303283
-104.836046,31.99142
-81.876528,43.236552
-79.31112,43.12225
-81.535583,41.237182
-84.234291,37.557091
-96.655121,33.259357
-92.231361,38.604339
-83.831971,34.246074
-88.053336,35.459305
-97.977733,30.351921
-92.979946,34.649077
-89.190162,43.114659
-84.863233,33.707905
-84.783333,43.086167
-77.789397,40.878495
-92.764801,37.974823
-77.58671,44.146754
-77.801117,44.294636
-96.974233,34.495491
-73.24002,44.506497
-82.639042,41.762535
-73.190655,44.589767
-98.112923,29.680085
-97.21273,31.499374
-96.650447,33.25927
-97.233096,36.108166
-86.399864,36.078944
-96.614617,33.157875
-96.653383,33.256081
-88.975846,37.532207
-76.842291,44.389865
-96.52078,33.256834
-93.757882,36.439091
-83.835787,39.796556
-96.654918,33.259478
-94.116347,31.523112
-98.624222,30.237787
-97.701605,30.669832
-89.029755,42.185417
-81.844768,42.298337
-82.514952,41.93931
-96.97027,34.504192
-94.964966,36.230206
-97.867785,30.184617
-92.89865,34.619775
-83.693563,35.953833
-95.247158,38.98274
-96.65548,33.260428
-76.086055,42.996537
-97.211059,36.100027
-89.508633,40.730739
-98.709102,29.777935
-84.097367,39.398195
-104.838753,31.99133
-73.255943,44.269458
-76.107384,43.001301
-84.952435,42.996347
-85.833062,42.97954
-73.359489,43.690195
-80.124828,43.398968
-104.801267,31.90765
-81.879906,43.235311
-93.877953,34.092161
-98.624821,30.23784
-78.828554,38.337915
-86.75741,33.305434
-81.846407,42.309172
-85.502886,38.20808
-97.874871,30.185349
-82.513497,41.925163
-91.985884,35.49078
-94.667221,36.174168
-92.219839,36.423838
-96.651617,33.258388
-92.232968,39.044842
-96.521962,33.255713
-92.461769,34.843369
-94.90043,38.93491
-90.987706,41.260493
-81.868912,43.224937
-96.948753,34.50422
-89.439322,37.583978
-90.546944,38.202572
-92.537263,35.07557
-96.650843,33.258648
-94.001445,34.458838
-97.389086,35.186776
-89.153366,42.308102
-96.603019,39.106408
-84.610363,37.758137
-87.652139,35.250703
-96.589724,39.094431
-98.184586,31.075104
-96.584183,33.131061
-90.004143,38.793835
-88.886053,37.359372
-97.103737,36.21199
-81.989347,39.337473
-81.57589,41.192181
-91.0988,39.639317
-86.577851,41.921432
-97.867623,30.1848
-93.759374,36.437834
-86.502058,36.076097
-92.65097,40.18615
-98.412255,30.277432
-92.33869,38.883383
-87.727981,40.192456
-84.594947,42.598598
-84.745906,40.102192
-83.261347,36.286868
-80.339939,42.666749
-97.078808,36.154888
-98.741203,29.4203
-84.124457,39.621066
-96.595955,33.618042
-89.997688,38.796814
-97.852883,30.160764
-96.88907,33.136108
-82.682313,41.682154
-88.1771,40.109603
-74.262338,42.950821
-92.30868,38.871937
-97.489963,32.849438
-93.352493,37.885082
-94.554735,36.120433
-92.885454,34.628229
-97.490097,32.849338
-82.513983,41.933933
-90.070808,40.172487
-96.540278,39.132321
-77.125005,44.000914
-77.797625,44.285535
-86.500964,36.07285
-81.53528,41.244845
-85.644705,41.226088
-85.629662,37.986497
-97.389013,35.186733
-99.573713,29.810333
-77.800618,44.293712
-89.197433,37.62303
-96.651378,33.257531
-96.651387,33.257608
-96.480645,36.802335
-96.656437,33.260087
-93.769195,33.813018
-97.161721,35.94019
-82.512955,41.923297
-95.166597,35.62137
-76.68566,44.20858
-99.573624,29.815941
-96.650922,33.258772
-98.709404,29.782108
-94.221642,36.445436
-73.360045,43.673929
-73.188562,44.58707
-94.255828,34.060592
-94.372716,35.073882
-94.05159,36.115078
-90.636063,34.605054
-91.186111,38.01
-93.67175,40.092667
-93.0625,36.795278
-92.451111,36.69675
-95.5529,39.44158
-97.526833,31.018006
-96.878177,36.129122
-88.99595,39.846213
-76.096725,42.99777
-83.868951,40.501129
-95.799915,35.892858
-86.306199,34.77076
-86.295486,35.857624
-81.84708,42.266635
-97.534622,31.210122
-104.844002,31.901547
-96.70643,33.351442
-98.43,35.08167
-82.05468,41.115189
-96.413856,34.186253
-94.391198,36.194593
-89.486136,41.47669
-94.401046,35.779376
-87.090697,36.290644
-77.122198,43.999994
-85.551675,38.099408
-95.23602,35.84106
-86.01162,38.29829
-95.13474,39.60463
-95.96519,38.53316
