INFO  30-09 12:10:02,237 (PGDSpiderConfig.java:loadConfig:64)  -load PGDSpider configuration from: /home/gabe/miniconda3/envs/R_newhybrids/share/pgdspider-2.1.1.5-1/spider.conf.xml
DEBUG 30-09 12:10:02,262 (ParserFactory.java:getParserInstance:157)  -New PedParser instance
DEBUG 30-09 12:10:02,269 (ParserFactory.java:getParserInstance:157)  -New PedParser instance
INFO  30-09 12:10:02,863 (PGDSpiderConfig.java:loadConfig:64)  -load PGDSpider configuration from: /home/gabe/miniconda3/envs/R_newhybrids/share/pgdspider-2.1.1.5-1/spider.conf.xml
DEBUG 30-09 12:10:02,888 (ParserFactory.java:getParserInstance:157)  -New PedParser instance
DEBUG 30-09 12:10:02,895 (ParserFactory.java:getParserInstance:157)  -New PedParser instance
INFO  30-09 12:10:03,452 (PGDSpiderConfig.java:loadConfig:64)  -load PGDSpider configuration from: /home/gabe/miniconda3/envs/R_newhybrids/share/pgdspider-2.1.1.5-1/spider.conf.xml
DEBUG 30-09 12:10:03,484 (ParserFactory.java:getParserInstance:157)  -New PedParser instance
DEBUG 30-09 12:10:03,491 (ParserFactory.java:getParserInstance:157)  -New PedParser instance
INFO  30-09 12:10:04,135 (PGDSpiderConfig.java:loadConfig:64)  -load PGDSpider configuration from: /home/gabe/miniconda3/envs/R_newhybrids/share/pgdspider-2.1.1.5-1/spider.conf.xml
DEBUG 30-09 12:10:04,160 (ParserFactory.java:getParserInstance:157)  -New PedParser instance
DEBUG 30-09 12:10:04,167 (ParserFactory.java:getParserInstance:157)  -New PedParser instance
INFO  30-09 12:10:04,651 (PGDSpiderConfig.java:loadConfig:64)  -load PGDSpider configuration from: /home/gabe/miniconda3/envs/R_newhybrids/share/pgdspider-2.1.1.5-1/spider.conf.xml
DEBUG 30-09 12:10:04,676 (ParserFactory.java:getParserInstance:157)  -New PedParser instance
DEBUG 30-09 12:10:04,683 (ParserFactory.java:getParserInstance:157)  -New PedParser instance
INFO  30-09 12:10:05,193 (PGDSpiderConfig.java:loadConfig:64)  -load PGDSpider configuration from: /home/gabe/miniconda3/envs/R_newhybrids/share/pgdspider-2.1.1.5-1/spider.conf.xml
DEBUG 30-09 12:10:05,218 (ParserFactory.java:getParserInstance:157)  -New PedParser instance
DEBUG 30-09 12:10:05,225 (ParserFactory.java:getParserInstance:157)  -New PedParser instance
INFO  30-09 12:10:05,686 (PGDSpiderConfig.java:loadConfig:64)  -load PGDSpider configuration from: /home/gabe/miniconda3/envs/R_newhybrids/share/pgdspider-2.1.1.5-1/spider.conf.xml
DEBUG 30-09 12:10:05,717 (ParserFactory.java:getParserInstance:157)  -New PedParser instance
DEBUG 30-09 12:10:05,724 (ParserFactory.java:getParserInstance:157)  -New PedParser instance
INFO  30-09 12:10:06,152 (PGDSpiderConfig.java:loadConfig:64)  -load PGDSpider configuration from: /home/gabe/miniconda3/envs/R_newhybrids/share/pgdspider-2.1.1.5-1/spider.conf.xml
DEBUG 30-09 12:10:06,178 (ParserFactory.java:getParserInstance:157)  -New PedParser instance
DEBUG 30-09 12:10:06,185 (ParserFactory.java:getParserInstance:157)  -New PedParser instance
INFO  30-09 12:10:06,657 (PGDSpiderConfig.java:loadConfig:64)  -load PGDSpider configuration from: /home/gabe/miniconda3/envs/R_newhybrids/share/pgdspider-2.1.1.5-1/spider.conf.xml
DEBUG 30-09 12:10:06,682 (ParserFactory.java:getParserInstance:157)  -New PedParser instance
DEBUG 30-09 12:10:06,689 (ParserFactory.java:getParserInstance:157)  -New PedParser instance
INFO  02-10 22:00:54,903 (PGDSpiderConfig.java:loadConfig:64)  -load PGDSpider configuration from: /home/gabe/miniconda3/envs/R_newhybrids/share/pgdspider-2.1.1.5-1/spider.conf.xml
DEBUG 02-10 22:00:55,135 (ParserFactory.java:getParserInstance:157)  -New PedParser instance
DEBUG 02-10 22:00:55,154 (ParserFactory.java:getParserInstance:157)  -New PedParser instance
