10				
Pure_0	1.0000	0.0000	0.0000	0.0000
Pure_1	0.0000	0.0000	0.0000	1.0000
F1	0.0000	0.5000	0.5000	0.0000
F2	0.2500	0.2500	0.2500	0.2500
P0_F1	0.5000	0.2500	0.2500	0.0000
P1_F1	0.0000	0.2500	0.2500	0.5000
P0_P0F1	0.7500	0.1250	0.1250	0.0000
P1_P1F1	0.0000	0.1250	0.1250	0.7500
P0_P0P0F1	0.8750	0.0625	0.0625	0.0000
P1_P1P1F1	0.0000	0.0625	0.0625	0.8750
