ind_ID,sppcode,mac1_frac,mac2_frac,alb_frac,bic_frac,ste_frac,mue_frac,lat,long,site
QUE002176_alb,alb,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,38.51339,-90.57564,EurekaMO
QUE002180_ste,ste,1e-05,1e-05,1e-05,1e-05,0.99995,1e-05,38.51456,-90.57724,EurekaMO
QUE002194_mac,mac,0.239709,0.760251,1e-05,1e-05,1e-05,1e-05,38.22685,-91.08245,SullivanMO
QUE002195_ste,ste,1e-05,1e-05,1e-05,1e-05,0.99995,1e-05,38.22665,-91.08285,SullivanMO
QUE002202_mac,mac,0.255193,0.744767,1e-05,1e-05,1e-05,1e-05,38.22441,-91.08194,SullivanMO
QUE002216_alb,alb,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,38.21713,-91.09208,SullivanMO
QUE002225_alb,alb,1e-05,1e-05,0.999948,1.2e-05,1e-05,1e-05,38.21733,-91.09339,SullivanMO
QUE002226_mue,mue,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,37.15758,-91.30513,ShawneeMissionKS
QUE002229_ste,ste,1e-05,1e-05,1e-05,1e-05,0.99995,1e-05,38.97864,-94.80724,ShawneeMissionKS
QUE002232_alb,alb,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,38.97918,-94.80692,ShawneeMissionKS
QUE002240_ste,ste,1e-05,1e-05,1e-05,1e-05,0.99995,1e-05,38.97934,-94.80537,ShawneeMissionKS
QUE002256_mac,mac,0.397899,0.602061,1e-05,1e-05,1e-05,1e-05,38.98048,-94.80568,ShawneeMissionKS
QUE002261_alb,alb,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,38.9813,-94.80572,ShawneeMissionKS
QUE002265_mac,mac,0.398719,0.598214,1e-05,0.003037,1e-05,1e-05,38.98141,-94.81036,ShawneeMissionKS
QUE002267_mue,mue,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,38.80954,-95.18853,BaldwinKS
QUE002268_mac,mac,0.188512,0.783016,1e-05,1e-05,1e-05,0.028442,38.80951,-95.18855,BaldwinKS
QUE002269_alb,alb,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,38.80958,-95.18916,BaldwinKS
QUE002275_alb,alb,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,38.8089,-95.19019,BaldwinKS
QUE002290_mue,mue,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,38.80832,-95.19458,BaldwinKS
QUE002291_mac,mac,0.26868,0.73128,1e-05,1e-05,1e-05,1e-05,38.80803,-95.19508,BaldwinKS
QUE002299_mac,mac,0.16848,0.83148,1e-05,1e-05,1e-05,1e-05,39.10691,-96.60616,KonzaKS
QUE002310_mue,mue,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,39.10761,-96.6074,KonzaKS
QUE002313_alb,alb,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,41.86308,-85.74551,ThreeRiversMI
QUE002314_alb,alb,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,41.74568,-85.74568,ThreeRiversMI
QUE002315_alb,alb,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,41.86175,-85.74576,ThreeRiversMI
QUE002319_alb,alb,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,41.86398,-85.74573,ThreeRiversMI
QUE002324_alb,alb,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,41.86993,-85.74568,ThreeRiversMI
QUE002331_mac,mac,0.735657,0.131278,1e-05,0.133035,1e-05,1e-05,43.84822,-83.92385,PinconningMI
QUE002335_mac,mac,0.855327,1e-05,0.037697,0.106946,1e-05,1e-05,43.85714,-83.92524,PinconningMI
QUE002338_mac,mac,0.766717,0.224862,1e-05,0.004806,0.003595,1e-05,42.30404,-83.74966,AnnArborMI
QUE002339_alb,alb,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,42.30204,-83.75024,AnnArborMI
QUE002341_mac,mac,0.761805,0.173105,0.018026,0.047044,1e-05,1e-05,42.30153,-83.75108,AnnArborMI
QUE002342_alb,alb,0.020468,1e-05,0.979492,1e-05,1e-05,1e-05,42.30881,-83.75718,AnnArborMI
QUE002346_alb,alb,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,42.76774,-84.39124,EastLansingMI
QUE002347_bic,bic,0.050501,1e-05,1e-05,0.949459,1e-05,1e-05,42.76743,-84.3908,EastLansingMI
QUE002351_alb,alb,1e-05,0.016939,0.983021,1e-05,1e-05,1e-05,42.76807,-84.39044,EastLansingMI
QUE002362_alb,alb,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,42.76512,-84.38236,EastLansingMI
QUE002379_mac,mac,0.900465,0.099495,1e-05,1e-05,1e-05,1e-05,43.02037,-90.11654,DodgevilleWI
QUE002383_alb,alb,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,43.01563,-90.11357,DodgevilleWI
QUE002384_mac,mac,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,43.01546,-88.44251,OttawaWI
QUE002385_alb,alb,0.494667,1e-05,0.505293,1e-05,1e-05,1e-05,43.01574,-88.44255,OttawaWI
QUE002392_alb,alb,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,43.01792,-88.43778,OttawaWI
QUE002393_mac,mac,0.989443,1e-05,1e-05,1e-05,1e-05,0.010517,43.01838,-88.43741,OttawaWI
QUE002404_mac,mac,0.93503,0.06493,1e-05,1e-05,1e-05,1e-05,43.03952,-89.43194,MadisonWI
QUE002410_alb,alb,0.013358,1e-05,0.986599,1.3e-05,1e-05,1e-05,43.03918,-89.43919,MadisonWI
QUE002411_mac,mac,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,43.03939,-89.43954,MadisonWI
QUE002416_alb,alb,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,43.03971,-89.44242,MadisonWI
QUE002417_mac,mac,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,43.03966,-89.44229,MadisonWI
QUE002422_alb,alb,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,43.03713,-89.44103,MadisonWI
QUE002427_mac,mac,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,44.36388,-93.93543,OttawaBluffsMN
QUE002430_mac,mac,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,44.36413,-93.93551,OttawaBluffsMN
QUE002433_mac,mac,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,45.53,-94.23291,QuarryParkMN
QUE002443_mac,mac,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,45.53088,-94.23989,QuarryParkMN
QUE002445_mac,mac,0.962762,0.037198,1e-05,1e-05,1e-05,1e-05,44.98602,-93.18341,TwinCitiesMN
QUE002450_mac,mac,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,44.99094,-93.19437,TwinCitiesMN
QUE002453_mac,mac,0.549102,0.450858,1e-05,1e-05,1e-05,1e-05,44.97771,-93.23801,TwinCitiesMN
QUE002454_mac,mac,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,41.08874,-85.12054,FortWayneIN
QUE002459_mac,mac,0.699472,0.300488,1e-05,1e-05,1e-05,1e-05,41.08937,-85.11921,FortWayneIN
QUE002460_mac,mac,0.630678,0.344244,1e-05,0.025048,1e-05,1e-05,40.0436,-83.47987,PearlKingOH
QUE002467_mac,mac,0.704977,0.264579,1e-05,0.030414,1e-05,1e-05,40.04436,-83.47891,PearlKingOH
QUE002474_mac,mac,0.698465,0.295473,1e-05,0.006032,1e-05,1e-05,40.73036,-83.09472,DaughmerOH
QUE002478_mac,mac,0.561837,0.438123,1e-05,1e-05,1e-05,1e-05,40.72819,-83.09294,DaughmerOH
QUE002484_mue,mue,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,41.55111,-84.35754,GollWoodsOH
QUE002487_alb,alb,0.006294,1e-05,0.993666,1e-05,1e-05,1e-05,41.55184,-84.35523,GollWoodsOH
QUE002488_mue,mue,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,41.55179,-84.35439,GollWoodsOH
QUE002492_mac,mac,0.652482,0.347478,1e-05,1e-05,1e-05,1e-05,41.55453,-84.35494,GollWoodsOH
QUE002494_alb,alb,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,41.55399,-84.36051,GollWoodsOH
QUE002495_alb,alb,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,41.71554,-87.86613,CranberrySloughIL
QUE002496_mac,mac,0.896659,0.103301,1e-05,1e-05,1e-05,1e-05,41.71553,-87.86614,CranberrySloughIL
QUE002502_mac,mac,0.827902,0.172058,1e-05,1e-05,1e-05,1e-05,41.71129,-87.86589,CranberrySloughIL
QUE002503_alb,alb,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,41.71076,-87.86585,CranberrySloughIL
QUE002510_mac,mac,0.808715,0.186053,1e-05,1e-05,1e-05,0.005202,41.70489,-87.86563,CranberrySloughIL
QUE002511_alb,alb,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,41.70382,-87.86566,CranberrySloughIL
QUE002515_mac,mac,0.271662,0.728298,1e-05,1e-05,1e-05,1e-05,41.35763,-88.3248,GooseLakeIL
QUE002518_mac,mac,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,41.35543,-88.31912,GooseLakeIL
QUE002520_mac,mac,0.279927,0.720033,1e-05,1e-05,1e-05,1e-05,41.35823,-88.3248,GooseLakeIL
QUE002521_mac,mac,0.89615,0.10381,1e-05,1e-05,1e-05,1e-05,42.18309,-87.91367,RyersonWoodsIL
QUE002522_alb,alb,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,42.18346,-87.91339,RyersonWoodsIL
QUE002529_bic,bic,1e-05,1e-05,1e-05,0.99995,1e-05,1e-05,42.18461,-87.91605,RyersonWoodsIL
QUE002531_bic,bic,1e-05,1e-05,1e-05,0.99995,1e-05,1e-05,42.18361,-87.91519,RyersonWoodsIL
QUE002533_mac,mac,0.976481,0.023479,1e-05,1e-05,1e-05,1e-05,42.18369,-87.91427,RyersonWoodsIL
QUE002534_alb,alb,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,42.18271,-87.91479,RyersonWoodsIL
QUE002542_mac,mac,0.644088,0.355872,1e-05,1e-05,1e-05,1e-05,41.82484,-87.93243,FullersburgWoodsIL
QUE002544_alb,alb,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,41.82534,-87.93216,FullersburgWoodsIL
QUE002555_alb,alb,1e-05,1e-05,0.999947,1e-05,1.3e-05,1e-05,41.82584,-87.93339,FullersburgWoodsIL
QUE002556_bic,bic,0.017939,1e-05,1e-05,0.982021,1e-05,1e-05,41.82472,-87.96408,FullersburgWoodsIL
QUE002558_mac,mac,0.849149,0.150811,1e-05,1e-05,1e-05,1e-05,41.82545,-87.93266,FullersburgWoodsIL
QUE002559_mac,mac,0.927815,0.072145,1e-05,1e-05,1e-05,1e-05,41.82556,-87.93279,FullersburgWoodsIL
QUE002560_mac,mac,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,42.257804,-87.881609,MiddleforkIL
QUE002564_mac,mac,0.958637,0.035266,1e-05,1e-05,1e-05,0.006067,42.257804,-87.881609,MiddleforkIL
QUE002581_mac,mac,0.947112,1e-05,0.004747,1e-05,0.0087,0.039421,44.49133,-103.80895,SpearfishSD
QUE002570_mac,mac,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,43.76049,-103.47675,CusterSD
QUE001721_mac,mac,0.656888,0.343072,1e-05,1e-05,1e-05,1e-05,39.93549,-89.80068,StarhillIL
