ind_ID,sppcode,mac1_frac,mac2_frac,lat.x,long.x,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,elev,moist_index,long.y,lat.y,lat.x.x,long.x.x,lat.y.y,long.y.y,ffd,caco3_r,cec7_r,ec_r,gypsum_r,ph1to1h2o_r,claytotal_r,sandtotal_r,silttotal_r,dbthirdbar_r,lep_r,om_r,ksat_r,awc_r,pondfreqcl_dc,flodfreqcl_dc,drclassdcd,aws0100wta,total_aws,site,lat,long
QUE001541_mac,mac,0.897651,0.102309,42.183917,-87.91512,9.30833339691162,10.5166664123535,27.1048107147217,1029.20275878906,28.5,-10.3000001907349,38.7999992370605,21.6000003814697,-3.91666674613953,21.6000003814697,-3.91666674613953,888,104,34,29.9278602600098,292,135,292,135,206,-22.4454148471616,-87.91512,42.183917,42.183917,-87.91512,42.183917,-87.91512,147,3.84,16.43,0,0,7.39,23.69,17.01,59.3,1.35,2.7,1.1,9.59,0.19,None,None,Somewhat poorly drained,19.19,29.9,RyersonWoodsIL,42.183917,-87.91512
QUE001542_mac,mac,0.889331,0.110629,42.183917,-87.91512,9.30833339691162,10.5166664123535,27.1048107147217,1029.20275878906,28.5,-10.3000001907349,38.7999992370605,21.6000003814697,-3.91666674613953,21.6000003814697,-3.91666674613953,888,104,34,29.9278602600098,292,135,292,135,206,-22.4454148471616,-87.91512,42.183917,42.183917,-87.91512,42.183917,-87.91512,147,3.84,16.43,0,0,7.39,23.69,17.01,59.3,1.35,2.7,1.1,9.59,0.19,None,None,Somewhat poorly drained,19.19,29.9,RyersonWoodsIL,42.183917,-87.91512
QUE001547_mac,mac,0.916025,0.083935,42.183468,-87.9143,9.30833339691162,10.5166664123535,27.1048107147217,1029.20275878906,28.5,-10.3000001907349,38.7999992370605,21.6000003814697,-3.91666674613953,21.6000003814697,-3.91666674613953,888,104,34,29.9278602600098,292,135,292,135,206,-22.4454148471616,-87.9143,42.183468,42.183468,-87.9143,42.183468,-87.9143,147,3.14,16.31,0,0,6.92,25.49,16.84,57.67,1.41,2.94,0.72,9.59,0.19,None,None,Moderately well drained,18.82,36.44,RyersonWoodsIL,42.183468,-87.9143
QUE001548_mac,mac,0.99995,1e-05,42.183468,-87.9143,9.30833339691162,10.5166664123535,27.1048107147217,1029.20275878906,28.5,-10.3000001907349,38.7999992370605,21.6000003814697,-3.91666674613953,21.6000003814697,-3.91666674613953,888,104,34,29.9278602600098,292,135,292,135,206,-22.4454148471616,-87.9143,42.183468,42.183468,-87.9143,42.183468,-87.9143,147,3.14,16.31,0,0,6.92,25.49,16.84,57.67,1.41,2.94,0.72,9.59,0.19,None,None,Moderately well drained,18.82,36.44,RyersonWoodsIL,42.183468,-87.9143
QUE001549_mac,mac,0.980062,1e-05,42.181511,-87.918994,9.42083358764648,10.625,27.2435894012451,1033.01293945312,28.7000007629395,-10.3000001907349,39,21.75,-3.86666679382324,21.75,-3.86666679382324,892,105,34,30.4039115905762,295,134,295,134,201,-22.9040622299049,-87.918994,42.181511,42.181511,-87.918994,42.181511,-87.918994,147,3.84,16.43,0,0,7.39,23.69,17.01,59.3,1.35,2.7,1.1,9.59,0.19,None,None,Somewhat poorly drained,19.19,29.9,RyersonWoodsIL,42.181511,-87.918994
QUE001551_mac,mac,0.992401,1e-05,42.17597,-87.91698,9.42083358764648,10.625,27.2435894012451,1033.01293945312,28.7000007629395,-10.3000001907349,39,21.75,-3.86666679382324,21.75,-3.86666679382324,892,105,34,30.4039115905762,295,134,295,134,201,-22.9040622299049,-87.91698,42.17597,42.17597,-87.91698,42.17597,-87.91698,149,3.32,20.08,0.1,0,6.81,25.31,14.96,59.73,1.48,3.19,0.73,10.44,0.19,None,None,Moderately well drained,19.06,48.57,RyersonWoodsIL,42.17597,-87.91698
QUE001554_mac,mac,0.79694,0.188616,42.175674,-87.914878,9.36666679382324,10.5500001907349,27.1208229064941,1030.38684082031,28.6000003814697,-10.3000001907349,38.9000015258789,21.6499996185303,-3.88333344459534,21.6499996185303,-3.88333344459534,892,105,34,30.1233768463135,294,135,294,135,209,-22.5021720243267,-87.914878,42.175674,42.175674,-87.914878,42.175674,-87.914878,149,3.32,20.08,0.1,0,6.81,25.31,14.96,59.73,1.48,3.19,0.73,10.44,0.19,None,None,Moderately well drained,19.06,48.57,RyersonWoodsIL,42.175674,-87.914878
QUE001556_mac,mac,0.727881,0.24056,42.175701,-87.914442,9.36666679382324,10.5500001907349,27.1208229064941,1030.38684082031,28.6000003814697,-10.3000001907349,38.9000015258789,21.6499996185303,-3.88333344459534,21.6499996185303,-3.88333344459534,892,105,34,30.1233768463135,294,135,294,135,209,-22.5021720243267,-87.914442,42.175701,42.175701,-87.914442,42.175701,-87.914442,149,3.32,20.08,0.1,0,6.81,25.31,14.96,59.73,1.48,3.19,0.73,10.44,0.19,None,None,Moderately well drained,19.06,48.57,RyersonWoodsIL,42.175701,-87.914442
QUE001759_mac,mac,0.978077,0.021883,43.10698,-89.80825,7.46250009536743,11.6750001907349,27.7315921783447,1095.35412597656,27.7999992370605,-14.3000001907349,42.0999984741211,19.3166656494141,-6.83333349227905,20.283332824707,-6.83333349227905,819,103,27,40.4525489807129,302,97,301,97,268,-21.4011516314779,-89.80825,43.10698,43.10698,-89.80825,43.10698,-89.80825,130,0,20.84,0,0,6.61,27.42,26.51,46.08,1.45,3.35,0.54,11.9,0.12,None,None,Well drained,11.12,11.3,PleasantValleyWI,43.10698,-89.80825
QUE001804_mac,mac,0.99995,1e-05,42.04211,-93.60619,9.00416660308838,11.8083333969116,27.5252513885498,1135.96472167969,29.7000007629395,-13.1999998092651,42.9000015258789,22.3333339691162,-5.81666660308838,22.3333339691162,-5.81666660308838,848,128,20,51.1243362426758,339,73,339,73,281,-29.0376569037657,-93.60619,42.04211,42.04211,-93.60619,42.04211,-93.60619,137,0,22.26,0,0,6.43,27.72,35.28,37,1.47,3.54,1.31,5.23,0.18,None,None,Well drained,18.16,35.86,AmesIA,42.04211,-93.60619
QUE001814_mac,mac,0.99995,1e-05,40.7056,-91.79416,10.7124996185303,11.6416664123535,28.5334968566895,1060.48046875,30.7000007629395,-10.1000003814697,40.8000030517578,22.25,-3.10000014305115,23.2666664123535,-3.10000014305115,944,117,29,37.6885871887207,330,113,316,113,194,-26.1345852895149,-91.79416,40.7056,40.7056,-91.79416,40.7056,-91.79416,165,1.2,21.4,1,0,6.09,30.37,39.14,30.49,1.49,3.72,0.95,4.2,0.17,None,None,Well drained,15.42,30.77,BonaparteIA,40.7056,-91.79416
QUE001863_mac,mac,0.99995,1e-05,36.84504,-96.42526,14.4875001907349,13.1416664123535,33.6104011535645,943.959594726562,33.5,-5.59999990463257,39.0999984741211,19.3500003814697,2.36666655540466,25.8166656494141,2.36666655540466,968,131,31,38.2804069519043,333,114,274,114,316,-42.3809523809524,-96.42526,36.84504,36.84504,-96.42526,36.84504,-96.42526,184,0,19.9,0.5,0,6.5,23.57,15,61.43,1.51,3.1,2.67,9,0.21,None,Frequent,Well drained,19.7,38.76,PawhuskaOK,36.84504,-96.42526
QUE001916_mac,mac,0.95206,0.0479,34.80384,-92.32634,16.7875003814697,12.3583335876465,35.3095245361328,838.939086914062,34,-1,35,16.8666667938232,26.1166667938232,26.8666667938232,6.06666660308838,1290,137,79,19.2227230072021,388,263,268,296,87,-15.9061277705345,-92.32634,34.80384,34.80384,-92.32634,34.80384,-92.32634,205,0,35,0,0,6.3,68.5,1.8,29.7,1.3,15.58,0.87,0.21,0.15,None,Rare,Poorly drained,15,22.95,LittleRockAR,34.80384,-92.32634
QUE001933_mac,mac,0.105725,0.878818,37.15687,-91.36471,13.4750003814697,13.4499998092651,35.2094268798828,904.180969238281,32.2999992370605,-5.90000009536743,38.2000007629395,13.4000005722046,1.79999995231628,24.2666664123535,1.79999995231628,1116,116,56,19.495044708252,333,218,284,218,215,-20.3426124197002,-91.36471,37.15687,37.15687,-91.36471,37.15687,-91.36471,147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,Frequent,Excessively drained,1,2,EminenceMO,37.15687,-91.36471
QUE001783_mac,mac,1e-05,0.99995,41.9736,-91.7239,9.51666641235352,11.3833332061768,26.847484588623,1125.58129882812,30.2000007629395,-12.1999998092651,42.4000015258789,22.75,-5.16666650772095,22.75,-5.16666650772095,899,118,25,45.5904006958008,339,90,339,90,251,-26.7915309446254,-91.7239,41.9736,41.9736,-91.7239,41.9736,-91.7239,140,0,19.22,0.1,0,5.8,23.56,39.81,36.63,1.59,2.88,1.47,4.68,0.17,None,None,Moderately well drained,17.32,31.52,CedarRapidsIA,41.9736,-91.7239
