ind_ID,sppcode,mac1_frac,mac2_frac,lat.x,long.x,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,elev,moist_index,long.y,lat.y,lat.x.x,long.x.x,lat.y.y,long.y.y,ffd,caco3_r,cec7_r,ec_r,gypsum_r,ph1to1h2o_r,claytotal_r,sandtotal_r,silttotal_r,dbthirdbar_r,lep_r,om_r,ksat_r,awc_r,pondfreqcl_dc,flodfreqcl_dc,drclassdcd,aws0100wta,total_aws,site,lat,long
QUE002615_mac,mac,0.882803,0.107523,42.036203,-93.639256,9.10416698455811,11.8249998092651,27.5,1136.02062988281,29.8999996185303,-13.1000003814697,43,20.3833332061768,-5.71666669845581,22.4333343505859,-5.71666669845581,849,128,20,51.1057205200195,338,73,337,73,282,-29.485049833887,-93.639256,42.036203,42.036203,-93.639256,42.036203,-93.639256,136,0,19.95,0,0,6.5,17.33,57.3,25.37,1.5,2.5,3.16,21.67,0.18,None,Frequent,Moderately well drained,18.21,27.57,AmesIA,42.036203,-93.639256
QUE002595_mac,mac,0.99995,1e-05,44.2244444,-93.528333,6.78333330154419,11.216667175293,25.1494770050049,1205.45227050781,27.8999996185303,-16.7000007629395,44.5999984741211,20.783332824707,-9.01666641235352,20.783332824707,-9.01666641235352,760,107,18,51.4101104736328,310,65,310,65,331,-29.170549860205,-93.528333,44.2244444,44.2244444,-93.528333,44.2244444,-93.528333,129,0,22.62,0,0,6.5,26.81,36.58,36.61,1.29,3.26,4.14,6.69,0.19,None,None,Poorly drained,19.29,34.91,SakatahLakeMN,44.2244444,-93.528333
QUE002634_mac,mac,0.960077,0.033841,43.68461,-92.92134,6.92916679382324,11.125,25.4576663970947,1183.45690917969,27.8999996185303,-15.8000001907349,43.7000007629395,20.75,-8.55000019073486,20.75,-8.55000019073486,811,111,20,50.2733421325684,323,74,323,74,371,-24.1347053320861,-92.92134,43.68461,43.68461,-92.92134,43.68461,-92.92134,134,0,22.55,0.1,0,6.48,26.44,33.78,39.78,1.32,3.75,4.15,5.67,0.13,None,Frequent,Poorly drained,12.92,26.56,AustinMN,43.68461,-92.92134
QUE002590_mac,mac,0.990673,1e-05,45.38953,-93.19485,6.30416679382324,11.8249998092651,26.1615047454834,1204.48303222656,27.7999992370605,-17.3999996185303,45.1999969482422,20.2666664123535,-9.44999980926514,20.2666664123535,-9.44999980926514,743,111,20,52.7601089477539,311,68,311,68,283,-28.7631831255992,-93.19485,45.38953,45.38953,-93.19485,45.38953,-93.19485,124,0,2.19,0,0,5.88,2.69,96.72,0.59,1.58,1.5,0.49,92,0.07,None,None,Excessively drained,6.89,10.01,CedarCreekMN,45.38953,-93.19485
QUE002608_mac,mac,0.99995,1e-05,45.4222222,-93.188056,6.22499990463257,11.9666662216187,26.3582954406738,1205.09240722656,27.7999992370605,-17.6000003814697,45.4000015258789,20.1833343505859,-9.55000019073486,20.1833343505859,-9.55000019073486,741,112,20,53.0295600891113,311,68,311,68,277,-28.6127167630058,-93.188056,45.4222222,45.4222222,-93.188056,45.4222222,-93.188056,124,0,2.9,0,0,6.02,2.2,93.16,4.64,1.62,0.22,0.69,282,0.08,None,None,Somewhat excessively drained,8.02,15.27,SakatahLakeMN,45.4222222,-93.188056
QUE002641_mac,mac,0.999945,1e-05,43.68531,-92.92292,6.92916679382324,11.125,25.4576663970947,1183.45690917969,27.8999996185303,-15.8000001907349,43.7000007629395,20.75,-8.55000019073486,20.75,-8.55000019073486,811,111,20,50.2733421325684,323,74,323,74,371,-24.1347053320861,-92.92292,43.68531,43.68531,-92.92292,43.68531,-92.92292,134,0,22.55,0.1,0,6.48,26.44,33.78,39.78,1.32,3.75,4.15,5.67,0.13,None,Frequent,Poorly drained,12.92,26.56,AustinMN,43.68531,-92.92292
QUE001334_mac,mac,0.516095,0.472507,40.990945,-90.402384,10.0916662216187,11.1166667938232,27.7223606109619,1069.98266601562,29.6000003814697,-10.5,40.0999984741211,20.6833324432373,-3.90000009536743,22.6499996185303,-3.90000009536743,952,112,35,33.5421295166016,321,127,320,127,236,-23.0396119644301,-90.402384,40.990945,40.990945,-90.402384,40.990945,-90.402384,151,0,22.49,1,0,6.19,29.76,4,66.24,1.43,4.39,0.75,5.42,0.19,None,None,Somewhat poorly drained,18.66,37.91,GalesburgIL,40.990945,-90.402384
QUE001337_mac,mac,0.360978,0.638982,40.9904574,-90.405752,10.0916662216187,11.1166667938232,27.7223606109619,1069.98266601562,29.6000003814697,-10.5,40.0999984741211,20.6833324432373,-3.90000009536743,22.6499996185303,-3.90000009536743,952,112,35,33.5421295166016,321,127,320,127,236,-23.0396119644301,-90.405752,40.9904574,40.9904574,-90.405752,40.9904574,-90.405752,151,0,21.26,1,0,5.84,27.64,4,68.36,1.44,3.6,0.6,9.17,0.2,None,None,Well drained,19.96,30.84,GalesburgIL,40.9904574,-90.405752
QUE001338_mac,mac,0.602136,0.397824,40.9904574,-90.405752,10.0916662216187,11.1166667938232,27.7223606109619,1069.98266601562,29.6000003814697,-10.5,40.0999984741211,20.6833324432373,-3.90000009536743,22.6499996185303,-3.90000009536743,952,112,35,33.5421295166016,321,127,320,127,236,-23.0396119644301,-90.405752,40.9904574,40.9904574,-90.405752,40.9904574,-90.405752,151,0,21.26,1,0,5.84,27.64,4,68.36,1.44,3.6,0.6,9.17,0.2,None,None,Well drained,19.96,30.84,GalesburgIL,40.9904574,-90.405752
QUE001339_mac,mac,0.550471,0.449489,40.9904574,-90.405752,10.0916662216187,11.1166667938232,27.7223606109619,1069.98266601562,29.6000003814697,-10.5,40.0999984741211,20.6833324432373,-3.90000009536743,22.6499996185303,-3.90000009536743,952,112,35,33.5421295166016,321,127,320,127,236,-23.0396119644301,-90.405752,40.9904574,40.9904574,-90.405752,40.9904574,-90.405752,151,0,21.26,1,0,5.84,27.64,4,68.36,1.44,3.6,0.6,9.17,0.2,None,None,Well drained,19.96,30.84,GalesburgIL,40.9904574,-90.405752
QUE001342_mac,mac,0.523104,0.476856,40.9905535,-90.399817,10.1041669845581,11.0583333969116,27.5768909454346,1071.58435058594,29.6000003814697,-10.5,40.0999984741211,20.716667175293,-3.90000009536743,22.6999988555908,-3.90000009536743,951,112,35,33.4918937683105,321,127,319,127,236,-23.1204527081649,-90.399817,40.9905535,40.9905535,-90.399817,40.9905535,-90.399817,151,0,22.39,1,0,5.59,29.44,4,66.56,1.44,3.93,0.41,9.17,0.2,None,None,Well drained,19.5,30.16,GalesburgIL,40.9905535,-90.399817
QUE001343_mac,mac,0.768679,0.231128,40.989198,-90.398409,10.1041669845581,11.0583333969116,27.5768909454346,1071.58435058594,29.6000003814697,-10.5,40.0999984741211,20.716667175293,-3.90000009536743,22.6999988555908,-3.90000009536743,951,112,35,33.4918937683105,321,127,319,127,236,-23.1204527081649,-90.398409,40.989198,40.989198,-90.398409,40.989198,-90.398409,151,0,21.26,1,0,5.84,27.64,4,68.36,1.44,3.6,0.6,9.17,0.2,None,None,Well drained,19.96,30.84,GalesburgIL,40.989198,-90.398409
QUE001345_mac,mac,0.631292,0.368668,40.9887178,-90.398239,10.1041669845581,11.0583333969116,27.5768909454346,1071.58435058594,29.6000003814697,-10.5,40.0999984741211,20.716667175293,-3.90000009536743,22.6999988555908,-3.90000009536743,951,112,35,33.4918937683105,321,127,319,127,236,-23.1204527081649,-90.398239,40.9887178,40.9887178,-90.398239,40.9887178,-90.398239,151,0,22.39,1,0,5.59,29.44,4,66.56,1.44,3.93,0.41,9.17,0.2,None,None,Well drained,19.5,30.16,GalesburgIL,40.9887178,-90.398239
QUE001346_mac,mac,0.858472,0.141488,40.9887178,-90.398239,10.1041669845581,11.0583333969116,27.5768909454346,1071.58435058594,29.6000003814697,-10.5,40.0999984741211,20.716667175293,-3.90000009536743,22.6999988555908,-3.90000009536743,951,112,35,33.4918937683105,321,127,319,127,236,-23.1204527081649,-90.398239,40.9887178,40.9887178,-90.398239,40.9887178,-90.398239,151,0,22.39,1,0,5.59,29.44,4,66.56,1.44,3.93,0.41,9.17,0.2,None,None,Well drained,19.5,30.16,GalesburgIL,40.9887178,-90.398239
QUE001347_mac,mac,0.460487,0.530065,40.98749154,-90.393722,10.1041669845581,11.0583333969116,27.5768909454346,1071.58435058594,29.6000003814697,-10.5,40.0999984741211,20.716667175293,-3.90000009536743,22.6999988555908,-3.90000009536743,951,112,35,33.4918937683105,321,127,319,127,236,-23.1204527081649,-90.393722,40.98749154,40.98749154,-90.393722,40.98749154,-90.393722,151,0,22.39,1,0,5.59,29.44,4,66.56,1.44,3.93,0.41,9.17,0.2,None,None,Well drained,19.5,30.16,GalesburgIL,40.98749154,-90.393722
QUE001348_mac,mac,0.555077,0.439792,40.9878018,-90.393579,10.1041669845581,11.0583333969116,27.5768909454346,1071.58435058594,29.6000003814697,-10.5,40.0999984741211,20.716667175293,-3.90000009536743,22.6999988555908,-3.90000009536743,951,112,35,33.4918937683105,321,127,319,127,236,-23.1204527081649,-90.393579,40.9878018,40.9878018,-90.393579,40.9878018,-90.393579,151,0,22.39,1,0,5.59,29.44,4,66.56,1.44,3.93,0.41,9.17,0.2,None,None,Well drained,19.5,30.16,GalesburgIL,40.9878018,-90.393579
QUE001350_mac,mac,0.578947,0.421009,40.987996,-90.393384,10.1041669845581,11.0583333969116,27.5768909454346,1071.58435058594,29.6000003814697,-10.5,40.0999984741211,20.716667175293,-3.90000009536743,22.6999988555908,-3.90000009536743,951,112,35,33.4918937683105,321,127,319,127,236,-23.1204527081649,-90.393384,40.987996,40.987996,-90.393384,40.987996,-90.393384,151,0,22.39,1,0,5.59,29.44,4,66.56,1.44,3.93,0.41,9.17,0.2,None,None,Well drained,19.5,30.16,GalesburgIL,40.987996,-90.393384
QUE001351_mac,mac,0.646082,0.353878,40.98879,-90.391843,10.1041669845581,11.0583333969116,27.5768909454346,1071.58435058594,29.6000003814697,-10.5,40.0999984741211,20.716667175293,-3.90000009536743,22.6999988555908,-3.90000009536743,951,112,35,33.4918937683105,321,127,319,127,236,-23.1204527081649,-90.391843,40.98879,40.98879,-90.391843,40.98879,-90.391843,151,0,22.37,1,0,5.79,28,4,68,1.41,3.88,1.06,9.17,0.19,None,None,Well drained,19.37,38.18,GalesburgIL,40.98879,-90.391843
QUE001352_mac,mac,0.603149,0.375491,40.9898984,-90.384677,10.1166667938232,11.0500001907349,27.4875621795654,1071.85131835938,29.7000007629395,-10.5,40.2000007629395,20.7333335876465,-3.86666655540466,22.7333335876465,-3.86666655540466,951,112,35,33.4918937683105,321,127,319,127,237,-23.1204527081649,-90.384677,40.9898984,40.9898984,-90.384677,40.9898984,-90.384677,151,0,22.96,1,0,5.98,29.16,3,67.84,1.39,4.33,0.96,9.17,0.2,None,None,Well drained,19.81,38.86,GalesburgIL,40.9898984,-90.384677
QUE001370_mac,mac,0.99995,1e-05,43.241424,-90.302268,7.77916669845581,12.0749998092651,28.1468544006348,1104.68103027344,28.5,-14.3999996185303,42.9000015258789,20.716667175293,-6.68333292007446,20.716667175293,-6.68333292007446,812,103,27,42.1728591918945,294,92,294,92,215,-24.1121495327103,-90.302268,43.241424,43.241424,-90.302268,43.241424,-90.302018,131,0,3.79,0,NA,5.83,4.84,84.98,10.18,1.6,1.5,0.57,90.33,0.08,None,None,Somewhat poorly drained,7.95,11.14,GothamWI,43.241424,-90.302268
QUE001371_mac,mac,0.99995,1e-05,43.241424,-90.302268,7.77916669845581,12.0749998092651,28.1468544006348,1104.68103027344,28.5,-14.3999996185303,42.9000015258789,20.716667175293,-6.68333292007446,20.716667175293,-6.68333292007446,812,103,27,42.1728591918945,294,92,294,92,215,-24.1121495327103,-90.302268,43.241424,43.241424,-90.302268,43.241424,-90.302018,131,0,3.79,0,NA,5.83,4.84,84.98,10.18,1.6,1.5,0.57,90.33,0.08,None,None,Somewhat poorly drained,7.95,11.14,GothamWI,43.241424,-90.302268
QUE001372_mac,mac,0.916518,0.083442,43.264793,-90.303891,7.75416660308838,12.2083330154419,28.3255996704102,1108.54016113281,28.6000003814697,-14.5,43.0999984741211,20.75,-6.73333311080933,20.75,-6.73333311080933,810,102,27,42.1293258666992,293,92,293,92,214,-24.3697478991597,-90.303891,43.264793,43.264793,-90.303891,43.264793,-90.303891,131,0,19.35,0,0,5.04,15.87,29.44,54.69,1.42,1.32,2.52,15.6,0.2,None,Frequent,Somewhat poorly drained,20.51,34.39,GothamWI,43.264793,-90.303891
QUE001487_mac,mac,0.838208,0.161752,41.721525,-87.86057,9.63749980926514,10.3583335876465,26.9047622680664,1019.93341064453,28.6000003814697,-9.89999961853027,38.5,21.783332824707,-3.53333330154419,21.783332824707,-3.53333330154419,948,103,39,27.6236896514893,299,147,299,147,225,-17.4934725848564,-87.86057,41.721525,41.721525,-87.86057,41.721525,-87.86057,154,0,31.9,0,0,7.19,38.9,5.31,55.79,1.4,6.98,3.15,2.82,0.17,Frequent,None,Very poorly drained,16.56,24.86,CranberrySloughIL,41.721525,-87.86057
QUE001526_mac,mac,0.704544,0.268205,41.724335,-87.859901,9.63749980926514,10.3583335876465,26.9047622680664,1019.93341064453,28.6000003814697,-9.89999961853027,38.5,21.783332824707,-3.53333330154419,21.783332824707,-3.53333330154419,948,103,39,27.6236896514893,299,147,299,147,225,-17.4934725848564,-87.859901,41.724335,41.724335,-87.859901,41.724335,-87.859901,154,1.55,16.28,0,0,6.27,32.75,11.15,56.1,1.53,2.87,0.68,4.94,0.15,None,None,Moderately well drained,15.32,19.98,CranberrySloughIL,41.724335,-87.859901
QUE001530_mac,mac,0.905509,0.094451,41.725689,-87.862598,9.6875,10.3916664123535,26.9214153289795,1022.55725097656,28.7000007629395,-9.89999961853027,38.5999984741211,21.8666667938232,-3.51666665077209,21.8666667938232,-3.51666665077209,947,103,39,27.7268180847168,300,147,300,147,219,-17.9376083188908,-87.862598,41.725689,41.725689,-87.862598,41.725689,-87.862598,154,1.32,15.2,0.2,0,6.96,32.22,8.94,58.84,1.51,2.83,1.25,3.92,0.15,None,None,Somewhat poorly drained,14.83,17.19,CranberrySloughIL,41.725689,-87.862598
QUE001532_mac,mac,0.838891,0.159475,41.718072,-87.866357,9.63749980926514,10.3583335876465,26.9047622680664,1019.93341064453,28.6000003814697,-9.89999961853027,38.5,21.783332824707,-3.53333330154419,21.783332824707,-3.53333330154419,948,103,39,27.6236896514893,299,147,299,147,225,-17.4934725848564,-87.866357,41.718072,41.718072,-87.866357,41.718072,-87.866357,154,0,28.13,0,0,6.99,37.72,8.26,54.02,1.44,6.72,2.13,2.82,0.14,Frequent,None,Poorly drained,14.32,20.46,CranberrySloughIL,41.718072,-87.866357
QUE001533_mac,mac,0.818455,0.181505,41.71809,-87.866302,9.63749980926514,10.3583335876465,26.9047622680664,1019.93341064453,28.6000003814697,-9.89999961853027,38.5,21.783332824707,-3.53333330154419,21.783332824707,-3.53333330154419,948,103,39,27.6236896514893,299,147,299,147,225,-17.4934725848564,-87.866302,41.71809,41.71809,-87.866302,41.71809,-87.866302,154,0,28.13,0,0,6.99,37.72,8.26,54.02,1.44,6.72,2.13,2.82,0.14,Frequent,None,Poorly drained,14.32,20.46,CranberrySloughIL,41.71809,-87.866302
QUE001536_mac,mac,0.670614,0.304042,41.72124,-87.866644,9.63749980926514,10.3583335876465,26.9047622680664,1019.93341064453,28.6000003814697,-9.89999961853027,38.5,21.783332824707,-3.53333330154419,21.783332824707,-3.53333330154419,948,103,39,27.6236896514893,299,147,299,147,225,-17.4934725848564,-87.866644,41.72124,41.72124,-87.866644,41.72124,-87.866644,154,4.85,14.42,0,0,7.03,33.4,11.64,54.96,1.57,2.42,0.57,3.38,0.14,None,None,Moderately well drained,13.79,18.52,CranberrySloughIL,41.72124,-87.866644
