ind_ID,sppcode,species_frac,admix_frac,lat,long,site,dist_from_rangeedge,sympspp_bin,sympspp_num,hab_suit
QUE002134_mac,mac,0.936967,0.063033,42.9102876,-73.219556,BenningtonVT,10972.989188377,Y,3,0.557554006576538
QUE002135_mac,mac,0.9522,0.0478000000000001,42.910269,-73.219522,BenningtonVT,10976.4470526724,Y,3,0.557554006576538
QUE002136_mac,mac,0.967671,0.0323290000000001,42.909897,-73.218712,BenningtonVT,11053.8255704426,Y,3,0.557554006576538
QUE002139_mac,mac,0.521497,0.478503,43.5836123,-73.202578,RutlandVT,28196.7712695696,Y,3,0.740544676780701
QUE002140_mac,mac,0.928714,0.0712860000000001,43.7432343,-73.04841,RutlandVT,21087.0647304289,Y,3,0.738107800483704
QUE002141_mac,mac,0.920442,0.079558,43.9166704,-73.19356,AddisonVT,1302.80751469436,Y,3,0.742590010166168
QUE002143_mac,mac,0.901979,0.098021,43.951352,-73.222777,AddisonVT,1808.80973038648,Y,3,0.757223963737488
QUE002147_mac,mac,0.94179,0.05821,44.0059347,-73.148044,AddisonVT,3596.97488835052,Y,3,0.718905389308929
QUE002148_mac,mac,0.970374,0.0296259999999999,44.2343287,-73.243211,FerrisburghVT,7537.95675940289,Y,3,0.822869062423706
QUE002149_alb,F1,0.502453,0.497547,44.2354233,-73.243422,FerrisburghVT,7583.41946569319,Y,3,0.697882235050201
QUE002150_mac,mac,0.926775,0.0732250000000001,44.2339356,-73.243122,FerrisburghVT,7520.60167513613,Y,3,0.824793696403503
QUE002151_mac,mac,0.954805,0.045195,44.2643368,-73.249727,FerrisburghVT,8665.70915739799,Y,3,0.840611100196838
QUE002157_alb,alb,0.567166,0.432834,44.44643,-73.220373,BurlingtonVT,3822.95066103924,Y,3,0.731591463088989
QUE002159_mac,mac,0.953411,0.046589,44.5792499,-73.165539,BurlingtonVT,1571.61747140802,Y,3,0.873565495014191
QUE002160_mac,mac,0.984949,0.015051,44.6675241,-73.344894,GrandIsleVT,4449.56402727766,Y,3,0.875625491142273
QUE002161_mac,mac,0.957487,0.042513,44.7174297,-73.32585,GrandIsleVT,5083.12730438991,Y,3,0.878821432590485
QUE002166_mac,mac,0.994395,0.00560499999999997,38.46385,-90.80547,ShawMO,218540.947712186,Y,4,0.717524886131287
QUE002170_mac,mac,0.999958,4.19999999999865e-05,38.46187,-90.81498,ShawMO,218918.672082846,Y,4,0.714807093143463
QUE002175_mac,mac,0.99996,4.000000000004e-05,38.46608,-90.8094,ShawMO,218952.534951824,Y,4,0.713761329650879
QUE002176_alb,alb,0.99995,4.99999999999945e-05,38.51339,-90.57564,EurekaMO,334982.225500876,Y,4,0.603527367115021
QUE002180_ste,ste,0.99995,4.99999999999945e-05,38.51456,-90.57724,EurekaMO,123548.042112445,Y,4,0.691254734992981
QUE002194_mac,mac,0.99996,4.000000000004e-05,38.22685,-91.08245,SullivanMO,217442.683905025,Y,4,0.636002480983734
QUE002195_ste,ste,0.99995,4.99999999999945e-05,38.22665,-91.08285,SullivanMO,174097.479156584,Y,4,0.686362385749817
QUE002202_mac,mac,0.99996,4.000000000004e-05,38.22441,-91.08194,SullivanMO,217235.757448198,Y,4,0.633964955806732
QUE002216_alb,alb,0.99995,4.99999999999945e-05,38.21713,-91.09208,SullivanMO,288680.047641204,Y,4,0.632276833057404
QUE002225_alb,alb,0.999948,5.2000000000052e-05,38.21733,-91.09339,SullivanMO,288566.273301243,Y,4,0.632276833057404
QUE002226_mue,mue,0.99995,4.99999999999945e-05,37.15758,-91.30513,ShawneeMissionKS,136942.532225264,Y,4,0.802590906620026
QUE002229_ste,ste,0.99995,4.99999999999945e-05,38.97864,-94.80724,ShawneeMissionKS,35407.2760010667,Y,4,0.688235998153687
QUE002232_alb,alb,0.99995,4.99999999999945e-05,38.97918,-94.80692,ShawneeMissionKS,747.504388465176,Y,4,0.362386077642441
QUE002240_ste,ste,0.99995,4.99999999999945e-05,38.97934,-94.80537,ShawneeMissionKS,35536.0535860834,Y,4,0.688235998153687
QUE002256_mac,mac,0.99996,4.000000000004e-05,38.98048,-94.80568,ShawneeMissionKS,254326.965641612,Y,4,0.784808337688446
QUE002261_alb,alb,0.99995,4.99999999999945e-05,38.9813,-94.80572,ShawneeMissionKS,616.746901227877,Y,4,0.357804536819458
QUE002265_mac,mac,0.996933,0.00306699999999993,38.98141,-94.81036,ShawneeMissionKS,253990.259171477,Y,4,0.789041578769684
QUE002267_mue,mue,0.99995,4.99999999999945e-05,38.80954,-95.18853,BaldwinKS,124334.570151589,Y,4,0.826466679573059
QUE002268_mac,mac,0.971528,0.0284719999999999,38.80951,-95.18855,BaldwinKS,216471.419041326,Y,4,0.762401700019836
QUE002269_alb,alb,0.99995,4.99999999999945e-05,38.80958,-95.18916,BaldwinKS,5304.89425057293,Y,4,0.376787930727005
QUE002275_alb,alb,0.99995,4.99999999999945e-05,38.8089,-95.19019,BaldwinKS,5372.11818958913,Y,4,0.376787930727005
QUE002290_mue,mue,0.99995,4.99999999999945e-05,38.80832,-95.19458,BaldwinKS,123792.10808525,Y,4,0.826412796974182
QUE002291_mac,mac,0.99996,4.000000000004e-05,38.80803,-95.19508,BaldwinKS,215883.194531211,Y,4,0.756833493709564
QUE002299_mac,mac,0.99996,4.000000000004e-05,39.10691,-96.60616,KonzaKS,125542.903871079,Y,2,0.782805860042572
QUE002310_mue,mue,0.99995,4.99999999999945e-05,39.10761,-96.6074,KonzaKS,45754.4377443302,Y,2,0.718166410923004
QUE002313_alb,alb,0.99995,4.99999999999945e-05,41.86308,-85.74551,ThreeRiversMI,366225.72934896,Y,3,0.646950840950012
QUE002314_alb,alb,0.99995,4.99999999999945e-05,41.74568,-85.74568,ThreeRiversMI,375387.895678492,Y,3,0.634350895881653
QUE002315_alb,alb,0.99995,4.99999999999945e-05,41.86175,-85.74576,ThreeRiversMI,366365.855805821,Y,3,0.646950840950012
QUE002319_alb,alb,0.99995,4.99999999999945e-05,41.86398,-85.74573,ThreeRiversMI,366146.119323052,Y,3,0.646950840950012
QUE002324_alb,alb,0.99995,4.99999999999945e-05,41.86993,-85.74568,ThreeRiversMI,365561.179291192,Y,3,0.645104467868805
QUE002331_mac,mac,0.866935,0.133065,43.84822,-83.92385,PinconningMI,46212.0326960144,Y,2,0.757232248783112
QUE002335_mac,mac,0.855337,0.144663,43.85714,-83.92524,PinconningMI,47169.5171728938,Y,2,0.75828891992569
QUE002338_mac,mac,0.991579,0.00842100000000001,42.30404,-83.74966,AnnArborMI,98088.210080912,Y,3,0.748289406299591
QUE002339_alb,alb,0.99995,4.99999999999945e-05,42.30204,-83.75024,AnnArborMI,201255.325882374,Y,3,0.607199311256409
QUE002341_mac,mac,0.93491,0.0650900000000001,42.30153,-83.75108,AnnArborMI,98389.7024056934,Y,3,0.748289406299591
QUE002342_alb,alb,0.979492,0.020508,42.30881,-83.75718,AnnArborMI,201349.737836718,Y,3,0.612440347671509
QUE002346_alb,alb,0.99995,4.99999999999945e-05,42.76774,-84.39124,EastLansingMI,228704.423137839,Y,3,0.634829699993134
QUE002347_bic,bic,0.949459,0.0505409999999999,42.76743,-84.3908,EastLansingMI,77632.8580068875,Y,3,0.801513850688934
QUE002351_alb,alb,0.983021,0.016979,42.76807,-84.39044,EastLansingMI,228631.593562759,Y,3,0.634829699993134
QUE002362_alb,alb,0.99995,4.99999999999945e-05,42.76512,-84.38236,EastLansingMI,228079.368753046,Y,3,0.640728175640106
QUE002379_mac,mac,0.99996,4.000000000004e-05,43.02037,-90.11654,DodgevilleWI,241185.578623834,Y,3,0.739792108535767
QUE002383_alb,alb,0.99995,4.99999999999945e-05,43.01563,-90.11357,DodgevilleWI,224084.329851404,Y,3,0.637865364551544
QUE002384_mac,mac,0.99996,4.000000000004e-05,43.01546,-88.44251,OttawaWI,172749.022778172,Y,3,0.804378390312195
QUE002385_alb,F1,0.505293,0.494707,43.01574,-88.44255,OttawaWI,172721.435865827,Y,3,0.638739168643951
QUE002392_alb,alb,0.99995,4.99999999999945e-05,43.01792,-88.43778,OttawaWI,201398.057040634,Y,3,0.638762474060059
QUE002393_mac,mac,0.989453,0.0105470000000001,43.01838,-88.43741,OttawaWI,172292.685791991,Y,3,0.806708931922913
QUE002404_mac,mac,0.99996,3.9999999999929e-05,43.03952,-89.43194,MadisonWI,214060.264929888,Y,3,0.761949479579926
QUE002410_alb,alb,0.986599,0.013401,43.03918,-89.43919,MadisonWI,203253.656303091,Y,3,0.628838300704956
QUE002411_mac,mac,0.99996,4.000000000004e-05,43.03939,-89.43954,MadisonWI,214487.617612301,Y,3,0.752397835254669
QUE002416_alb,alb,0.99995,4.99999999999945e-05,43.03971,-89.44242,MadisonWI,203260.818173805,Y,3,0.628838300704956
QUE002417_mac,mac,0.99996,4.000000000004e-05,43.03966,-89.44229,MadisonWI,214616.462619235,Y,3,0.752397835254669
QUE002422_alb,alb,0.99995,4.99999999999945e-05,43.03713,-89.44103,MadisonWI,203510.887489886,Y,3,0.628838300704956
QUE002427_mac,mac,0.99996,4.000000000004e-05,44.36388,-93.93543,OttawaBluffsMN,230217.894356187,Y,2,0.859787046909332
QUE002430_mac,mac,0.99996,4.000000000004e-05,44.36413,-93.93551,OttawaBluffsMN,230207.411541391,Y,2,0.859787046909332
QUE002433_mac,mac,0.99996,4.000000000004e-05,45.53,-94.23291,QuarryParkMN,204672.922608325,Y,1,0.801243185997009
QUE002443_mac,mac,0.99996,4.000000000004e-05,45.53088,-94.23989,QuarryParkMN,205165.55778923,Y,1,0.801243185997009
QUE002445_mac,mac,0.99996,4.000000000004e-05,44.98602,-93.18341,TwinCitiesMN,143336.285611375,Y,2,0.847286939620972
QUE002450_mac,mac,0.99996,4.000000000004e-05,44.99094,-93.19437,TwinCitiesMN,143855.253534345,Y,2,0.842754006385803
QUE002453_mac,mac,0.99996,4.000000000004e-05,44.97771,-93.23801,TwinCitiesMN,147596.688490449,Y,2,0.875175654888153
QUE002454_mac,mac,0.99996,4.000000000004e-05,41.08874,-85.12054,FortWayneIN,229017.144736956,Y,3,0.774936258792877
QUE002459_mac,mac,0.99996,4.000000000004e-05,41.08937,-85.11921,FortWayneIN,228954.957956132,Y,3,0.774936258792877
QUE002460_mac,mac,0.974922,0.025078,40.0436,-83.47987,PearlKingOH,84424.8366263249,Y,4,0.6226966381073
QUE002467_mac,mac,0.969556,0.030444,40.04436,-83.47891,PearlKingOH,84409.0369452441,Y,4,0.6226966381073
QUE002474_mac,mac,0.993938,0.00606200000000001,40.73036,-83.09472,DaughmerOH,99100.9893887488,Y,3,0.68144679069519
QUE002478_mac,mac,0.99996,4.000000000004e-05,40.72819,-83.09294,DaughmerOH,98830.596393507,Y,3,0.68144679069519
QUE002484_mue,mue,0.99995,4.99999999999945e-05,41.55111,-84.35754,GollWoodsOH,157545.26841201,Y,3,0.62162709236145
QUE002487_alb,alb,0.993666,0.00633399999999995,41.55184,-84.35523,GollWoodsOH,291252.149995228,Y,3,0.634730696678162
QUE002488_mue,mue,0.99995,4.99999999999945e-05,41.55179,-84.35439,GollWoodsOH,157411.174182438,Y,3,0.62162709236145
QUE002492_mac,mac,0.99996,4.000000000004e-05,41.55453,-84.35494,GollWoodsOH,192495.13627344,Y,3,0.725952446460724
QUE002494_alb,alb,0.99995,4.99999999999945e-05,41.55399,-84.36051,GollWoodsOH,291429.747336894,Y,3,0.634218513965607
QUE002495_alb,alb,0.99995,4.99999999999945e-05,41.71554,-87.86613,CranberrySloughIL,351306.343584408,Y,3,0.640336275100708
QUE002496_mac,mac,0.99996,4.000000000004e-05,41.71553,-87.86614,CranberrySloughIL,225595.428859085,Y,3,0.812552809715271
QUE002502_mac,mac,0.99996,4.000000000004e-05,41.71129,-87.86589,CranberrySloughIL,225951.128915145,Y,3,0.817246496677399
QUE002503_alb,alb,0.99995,4.99999999999945e-05,41.71076,-87.86585,CranberrySloughIL,351832.709331406,Y,3,0.642623424530029
QUE002510_mac,mac,0.994768,0.00523200000000001,41.70489,-87.86563,CranberrySloughIL,226494.891196582,Y,3,0.822794318199158
QUE002511_alb,alb,0.99995,4.99999999999945e-05,41.70382,-87.86566,CranberrySloughIL,352593.689438841,Y,3,0.641776442527771
QUE002515_mac,mac,0.99996,4.000000000004e-05,41.35763,-88.3248,GooseLakeIL,280571.959647825,Y,3,0.826439797878265
QUE002518_mac,mac,0.99996,4.000000000004e-05,41.35543,-88.31912,GooseLakeIL,280460.427065908,Y,3,0.826518476009369
QUE002520_mac,mac,0.99996,4.000000000004e-05,41.35823,-88.3248,GooseLakeIL,280520.395260054,Y,3,0.826439797878265
QUE002521_mac,mac,0.99996,4.000000000004e-05,42.18309,-87.91367,RyersonWoodsIL,190733.649831661,Y,3,0.842251300811768
QUE002522_alb,alb,0.99995,4.99999999999945e-05,42.18346,-87.91339,RyersonWoodsIL,299541.541144516,Y,3,0.631962954998016
QUE002529_bic,bic,0.99995,4.99999999999945e-05,42.18461,-87.91605,RyersonWoodsIL,166322.28493537,Y,3,0.824440717697144
QUE002531_bic,bic,0.99995,4.99999999999945e-05,42.18361,-87.91519,RyersonWoodsIL,166431.121841706,Y,3,0.824440717697144
QUE002533_mac,mac,0.99996,3.9999999999929e-05,42.18369,-87.91427,RyersonWoodsIL,190727.659871277,Y,3,0.842251300811768
QUE002534_alb,alb,0.99995,4.99999999999945e-05,42.18271,-87.91479,RyersonWoodsIL,299599.91253856,Y,3,0.623619079589844
QUE002542_mac,mac,0.99996,4.000000000004e-05,41.82484,-87.93243,FullersburgWoodsIL,219846.464148978,Y,3,0.808754682540894
QUE002544_alb,alb,0.99995,4.99999999999945e-05,41.82534,-87.93216,FullersburgWoodsIL,338327.40868652,Y,3,0.59301620721817
QUE002555_alb,alb,0.999947,5.29999999999697e-05,41.82584,-87.93339,FullersburgWoodsIL,338254.987513736,Y,3,0.59301620721817
QUE002556_bic,bic,0.982021,0.017979,41.82472,-87.96408,FullersburgWoodsIL,203460.599888928,Y,3,0.746657490730286
QUE002558_mac,mac,0.99996,3.9999999999929e-05,41.82545,-87.93266,FullersburgWoodsIL,219808.471417965,Y,3,0.810849666595459
QUE002559_mac,mac,0.99996,4.000000000004e-05,41.82556,-87.93279,FullersburgWoodsIL,219806.504583815,Y,3,0.810849666595459
QUE002560_mac,mac,0.99996,4.000000000004e-05,42.257804,-87.881609,MiddleforkIL,183365.362366142,Y,3,0.856323659420013
QUE002564_mac,mac,0.993903,0.00609700000000002,42.257804,-87.881609,MiddleforkIL,183365.362366142,Y,3,0.856323659420013
QUE002581_mac,mac,0.947122,0.0528780000000001,44.49133,-103.80895,SpearfishSD,23041.9988208619,N,0,0.551749169826508
QUE002570_mac,mac,0.99996,4.000000000004e-05,43.76049,-103.47675,CusterSD,12474.7421503355,N,0,0.731678009033203
QUE001721_mac,mac,0.99996,4.000000000004e-05,39.93549,-89.80068,StarhillIL,332925.484740408,Y,4,0.789404690265656
