Sample	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	>10	>50	>100	>500	>1k	>5k	>10k+
OAK-MOR-001376_S80_L001_R2_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001377_S17_L001_R1_001										0.012249934802797529	0.0233862391689771	0.15108252923450285	0.0	0.0	0.0	0.0
OAK-MOR-001377_S17_L001_R2_001										0.012613914873866542	0.0	0.12168717878318311	0.0	0.0	0.0	0.0
OAK-MOR-001378_S18_L001_R1_001										0.030611159484939487	0.055656653608980894	0.3497093068430966	0.0	0.0	0.0	0.0
OAK-MOR-001378_S18_L001_R2_001										0.0	0.0	0.32577673281631964	0.0	0.0	0.0	0.0
OAK-MOR-001379_S19_L001_R1_001										0.0060061371579026935	0.029029662929863018	0.14214524607036375	0.0	0.0	0.0	0.0
OAK-MOR-001379_S19_L001_R2_001										0.0	0.0	0.11758397129567216	0.0	0.0	0.0	0.0
OAK-MOR-001380_S20_L001_R1_001										0.0	0.024053066870318225	0.06292671029709515	0.0	0.0	0.0	0.0
OAK-MOR-001380_S20_L001_R2_001										0.0	0.0	0.05468058118735944	0.0	0.0	0.0	0.0
OAK-MOR-001381_S21_L001_R1_001										0.0	0.027496450681903286	0.11435031870886762	0.0	0.0	0.0	0.0
OAK-MOR-001381_S21_L001_R2_001										0.010036315054299982	0.03229075278339994	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001382_S22_L001_R1_001										0.03251370162412553	0.0	0.027441204252909482	0.0	0.27784219306070845	0.0	0.0
OAK-MOR-001382_S22_L001_R2_001										0.038442350544454836	0.0	0.09606960375809227	0.0	0.0	0.0	0.0
OAK-MOR-001383_S23_L001_R1_001										0.011786957639975278	0.0	0.12757393245806656	0.0	0.0	0.0	0.0
OAK-MOR-001383_S23_L001_R2_001										0.013597127418203651	0.0	0.025425599618589992	0.0	0.0	0.0	0.0
OAK-MOR-001384_S24_L001_R1_001										0.0300588786298275	0.0	0.19914007092260716	0.0	0.0	0.0	0.0
OAK-MOR-001384_S24_L001_R2_001										0.026425508764918476	0.0	0.10758957140002523	0.0	0.0	0.0	0.0
OAK-MOR-001385_S25_L001_R1_001										0.024362265147812794	0.0	0.028071175763697213	0.0	0.20716856031453737	0.0	0.0
OAK-MOR-001385_S25_L001_R2_001										0.021677809714275298	0.0	0.0	0.0	0.18248999437448257	0.0	0.0
OAK-MOR-001386_S26_L001_R1_001										0.027307197010918327	0.029681735881432966	0.0	0.25170112027455155	0.0	0.0	0.0
OAK-MOR-001386_S26_L001_R2_001										0.0	0.0	0.0	0.22966120680879298	0.0	0.0	0.0
OAK-MOR-001387_S27_L001_R1_001										0.010441316650992974	0.0	0.022745372620546524	0.13558026032639497	0.0	0.0	0.0
OAK-MOR-001387_S27_L001_R2_001										0.013157300060136901	0.0	0.11056599124044907	0.0	0.0	0.0	0.0
OAK-MOR-001388_S28_L001_R1_001										0.013322871826506794	0.0	0.031947163258804735	0.20267117583292688	0.0	0.0	0.0
OAK-MOR-001388_S28_L001_R2_001										0.02524516418524326	0.0	0.0	0.17162639845290378	0.0	0.0	0.0
OAK-MOR-001389_S29_L001_R1_001										0.011794491938826772	0.032107228055695096	0.0	0.19198811878201355	0.0	0.0	0.0
OAK-MOR-001389_S29_L001_R2_001										0.03601749279491817	0.0	0.05402623919237725	0.0	0.0	0.0	0.0
OAK-MOR-001390_S30_L001_R1_001										0.017826747710668944	0.024468085093075024	0.0	0.1821124619070298	0.0	0.0	0.0
OAK-MOR-001390_S30_L001_R2_001										0.03146086650585299	0.0	0.05558086416034029	0.0	0.0	0.0	0.0
OAK-MOR-001391_S31_L001_R1_001										0.025907424773914264	0.02314582473905734	0.0	0.1984299356842781	0.0	0.0	0.0
OAK-MOR-001391_S31_L001_R2_001										0.04779334233899552	0.0	0.054875261448964006	0.0	0.0	0.0	0.0
OAK-MOR-001392_S32_L001_R1_001										0.0282739458724064	0.0	0.025217321876359645	0.0	0.30634376205355424	0.0	0.0
OAK-MOR-001392_S32_L001_R2_001										0.039947667758361685	0.0	0.03525809560787281	0.1720875262450481	0.0	0.0	0.0
OAK-MOR-001393_S33_L001_R1_001										0.015450096687719857	0.025678954001655437	0.0	0.1864515355772373	0.0	0.0	0.0
OAK-MOR-001393_S33_L001_R2_001										0.015305093245098354	0.0	0.0	0.1519433089670247	0.0	0.0	0.0
OAK-MOR-001394_S34_L001_R1_001										0.03431411494359528	0.0	0.22680793048083708	0.0	0.0	0.0	0.0
OAK-MOR-001394_S34_L001_R2_001										0.0	0.0	0.1764902879779121	0.0	0.0	0.0	0.0
OAK-MOR-001395_S35_L001_R1_001										0.029535720510473058	0.0	0.1986948470704551	0.0	0.0	0.0	0.0
OAK-MOR-001395_S35_L001_R2_001										0.0	0.0	0.1397955449137026	0.0	0.0	0.0	0.0
OAK-MOR-001396_S36_L001_R1_001										0.0	0.026488255909277975	0.11868114660650522	0.0	0.0	0.0	0.0
OAK-MOR-001396_S36_L001_R2_001										0.008979822821264756	0.0	0.099999964392766	0.0	0.0	0.0	0.0
OAK-MOR-001397_S37_L001_R1_001										0.06253437358142493	0.0	0.28508317368002545	0.0	0.0	0.0	0.0
OAK-MOR-001397_S37_L001_R2_001										0.020386885384191044	0.0732074520614133	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001398_S38_L001_R1_001										0.035525001920270374	0.07585067977571242	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001398_S38_L001_R2_001										0.015362162992549352	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001399_S39_L001_R1_001										0.0	0.027272995380037662	0.08518141022806283	0.0	0.0	0.0	0.0
OAK-MOR-001399_S39_L001_R2_001										0.024657638476692615	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001400_S40_L001_R1_001										0.1202197118872422	0.0	1.017722043735102	0.0	0.0	0.0	0.0
OAK-MOR-001400_S40_L001_R2_001										0.04974608767747954	0.12436521919369882	0.5202611669603068	0.0	0.0	0.0	0.0
OAK-MOR-001401_S41_L001_R1_001										0.2030057954880325	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001401_S41_L001_R2_001										0.1244229069120199	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001402_S42_L001_R1_001										0.04888142616888331	0.0	0.2462871856970659	0.0	0.0	0.0	0.0
OAK-MOR-001402_S42_L001_R2_001										0.0	0.0	0.1948212866210173	0.0	0.0	0.0	0.0
OAK-MOR-001403_S43_L001_R1_001										0.026781444285031084	0.0	0.1291248206599713	0.0	0.0	0.0	0.0
OAK-MOR-001403_S43_L001_R2_001										0.0	0.08034433285509326	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001404_S44_L001_R1_001										0.0	0.12767548788139452	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001404_S44_L001_R2_001										0.0	0.058046278943038834	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001405_S45_L001_R1_001										0.02753963312419177	0.0	0.13769816562095885	0.0	0.0	0.0	0.0
OAK-MOR-001405_S45_L001_R2_001										0.020355381004837397	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001406_S46_L001_R1_001										0.029629226662440472	0.0	0.12807472170216205	0.0	0.0	0.0	0.0
OAK-MOR-001406_S46_L001_R2_001										0.0412699363643202	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001407_S47_L001_R1_001										0.041436636523494	0.09323243217786148	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001407_S47_L001_R2_001										0.014205208253657831	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001408_S48_L001_R1_001										0.02670371763593448	0.0	0.10497323484470794	0.0	0.0	0.0	0.0
OAK-MOR-001408_S48_L001_R2_001										0.014816331009381595	0.04815307578049019	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001409_S49_L001_R1_001										0.005216741500188153	0.030430992084430897	0.12694070983791172	0.0	0.0	0.0	0.0
OAK-MOR-001409_S49_L001_R2_001										0.0	0.0	0.11471050100873474	0.0	0.0	0.0	0.0
OAK-MOR-001410_S50_L001_R1_001										0.021602471322719318	0.0669676611004299	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001410_S50_L001_R2_001										0.0	0.06480741396815795	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001411_S51_L001_R1_001										0.0	0.04400383172691574	0.15909077624346463	0.0	0.0	0.0	0.0
OAK-MOR-001411_S51_L001_R2_001										0.0	0.0	0.11846339803744221	0.0	0.0	0.0	0.0
OAK-MOR-001412_S52_L001_R1_001										0.0050908380370058215	0.026981441596130855	0.13439812417695368	0.0	0.0	0.0	0.0
OAK-MOR-001412_S52_L001_R2_001										0.009156913473450228	0.0	0.11700500549408625	0.0	0.0	0.0	0.0
OAK-MOR-001413_S53_L001_R1_001										0.0	0.048307919012748834	0.13763199567783158	0.0	0.0	0.0	0.0
OAK-MOR-001413_S53_L001_R2_001										0.03583312374908663	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001414_S54_L001_R1_001										0.0	0.030347572887390994	0.075394751392112	0.0	0.0	0.0	0.0
OAK-MOR-001414_S54_L001_R2_001										0.0312930267643601	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001415_S55_L001_R1_001										0.0	0.04672647531508558	0.12310629073397547	0.0	0.0	0.0	0.0
OAK-MOR-001415_S55_L001_R2_001										0.043360477046956926	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001416_S56_L001_R1_001										0.0	0.05571708417209004	0.202773650593508	0.0	0.0	0.0	0.0
OAK-MOR-001416_S56_L001_R2_001										0.02666117460265529	0.0	0.09561248823021208	0.0	0.0	0.0	0.0
OAK-MOR-001417_S57_L001_R1_001										0.01365781734780423	0.0	0.028857646331650878	0.20883243299545826	0.0	0.0	0.0
OAK-MOR-001417_S57_L001_R2_001										0.022151233507944425	0.0	0.0	0.17954906632016798	0.0	0.0	0.0
OAK-MOR-001418_S58_L001_R1_001										0.014925466304894445	0.0	0.02778500536142179	0.0	0.18833813293281926	0.0	0.0
OAK-MOR-001418_S58_L001_R2_001										0.010321490992772454	0.0	0.0	0.14349090125397293	0.0	0.0	0.0
OAK-MOR-001419_S59_L001_R1_001										0.003208618565935028	0.0	0.022296368469184157	0.12479052740117023	0.0	0.0	0.0
OAK-MOR-001419_S59_L001_R2_001										0.01211840383631713	0.0	0.0	0.09922454655900279	0.0	0.0	0.0
OAK-MOR-001420_S60_L001_R1_001										0.009501184154115666	0.0	0.13776717023467716	0.0	0.0	0.0	0.0
OAK-MOR-001420_S60_L001_R2_001										0.017011654075758696	0.0	0.0938786835787511	0.0	0.0	0.0	0.0
OAK-MOR-001421_S61_L001_R1_001										0.01653747453592716	0.026702124668948203	0.0	0.1885631519831898	0.0	0.0	0.0
OAK-MOR-001421_S61_L001_R2_001										0.03239806865034902	0.0	0.04548271485093236	0.0	0.0	0.0	0.0
OAK-MOR-001422_S62_L001_R1_001										0.02918490723368772	0.06358140504481968	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001422_S62_L001_R2_001										0.012507817385866166	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001423_S63_L001_R1_001										0.0	0.0	0.09217416351353812	0.0	0.0	0.0	0.0
OAK-MOR-001423_S63_L001_R2_001										0.0031971463948008054	0.012001467128450773	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001424_S64_L001_R1_001										0.1605099064820447	0.002496905982521752	0.0	0.02299489919271147	0.06381084525977432	0.0	0.0
OAK-MOR-001424_S64_L001_R2_001										0.1189700379574323	0.0	0.00841969401475656	0.032446625715403334	0.0	0.0	0.0
OAK-MOR-001425_S65_L001_R1_001										0.030467959363789456	0.07423381339535291	0.0	0.0	0.5000659611450591	0.0	0.0
OAK-MOR-001425_S65_L001_R2_001										0.025665741387901307	0.0	0.0	0.0	0.4874003832809692	0.0	0.0
OAK-MOR-001426_S66_L001_R1_001										0.029262149123957384	0.12499117982947511	0.0	0.0	0.767504368451225	0.0	0.0
OAK-MOR-001426_S66_L001_R2_001										0.17545242938985817	0.033001766480473316	0.17879438042585544	0.0	0.0	0.0	0.0
OAK-MOR-001427_S67_L001_R1_001										0.022353702815572554	0.022353702815572554	0.0	0.24884310681486427	0.0	0.0	0.0
OAK-MOR-001427_S67_L001_R2_001										0.00421943423451564	0.0	0.0	0.22742750524039299	0.0	0.0	0.0
OAK-MOR-001428_S68_L001_R1_001										0.046110348604968814	0.03167580469384814	0.0	0.0	0.45669293096573466	0.0	0.0
OAK-MOR-001428_S68_L001_R2_001										0.05211897175085384	0.0	0.0	0.3704456145983765	0.0	0.0	0.0
OAK-MOR-001429_S69_L001_R1_001										0.03082625759472069	0.07887197543487157	0.0	0.0	0.4732318526092294	0.0	0.0
OAK-MOR-001429_S69_L001_R2_001										0.026748432036939947	0.0	0.0	0.0	0.45716762559330204	0.0	0.0
OAK-MOR-001430_S1_L001_R1_001										0.05602750381424918	0.04546494161975958	0.0	0.3545346962672161	0.0	0.0	0.0
OAK-MOR-001430_S1_L001_R2_001										0.05608232282624522	0.0	0.09791421936057568	0.0	0.0	0.0	0.0
OAK-MOR-001431_S2_L001_R1_001										0.12028600492208841	0.07217160295325306	0.0	0.0	0.9801081882540539	0.0	0.0
OAK-MOR-001431_S2_L001_R2_001										0.09433798715631385	0.0	0.0	0.880487880125596	0.0	0.0	0.0
OAK-MOR-001432_S3_L001_R1_001										0.09162315711402735	0.0	0.09615895697115742	0.7792504154549456	0.0	0.0	0.0
OAK-MOR-001432_S3_L001_R2_001										0.1476915173348724	0.0	0.0	0.4834374511520358	0.0	0.0	0.0
OAK-MOR-001433_S4_L001_R1_001										0.0063362844455122575	0.0	0.147997500977322	0.0	0.0	0.0	0.0
OAK-MOR-001433_S4_L001_R2_001										0.0	0.0	0.09469134286798372	0.0	0.0	0.0	0.0
OAK-MOR-001434_S70_L001_R1_001										0.028924764258160075	0.027779613985063695	0.0	0.26865810893449754	0.0	0.0	0.0
OAK-MOR-001434_S70_L001_R2_001										0.042038337702643445	0.0	0.06239419821465112	0.0	0.0	0.0	0.0
OAK-MOR-001435_S5_L001_R1_001										0.10064580282547282	0.08372305721764996	0.0	0.0	0.9521271081454021	0.0	0.0
OAK-MOR-001435_S5_L001_R2_001										0.05855779569479221	0.0	0.0	0.8873758270672361	0.0	0.0	0.0
OAK-MOR-001436_S6_L001_R1_001										0.030140333181615814	0.06028066636323163	0.0	0.0	0.43875713588666454	0.0	0.0
OAK-MOR-001436_S6_L001_R2_001										0.04222627746474387	0.0	0.0	0.3856379421525078	0.0	0.0	0.0
OAK-MOR-001437_S7_L001_R1_001										0.026362331113724383	0.015997968885562226	0.04174470006076394	0.0	0.3462060454141201	0.0	0.0
OAK-MOR-001437_S7_L001_R2_001										0.011418993705698552	0.0	0.0	0.0	0.32589323413297333	0.0	0.0
OAK-MOR-001438_S8_L001_R1_001										0.013919496887432211	0.043846415195411464	0.039322578706996	0.0	0.38348213924875746	0.0	0.0
OAK-MOR-001438_S8_L001_R2_001										0.07181488404144096	0.0	0.10651129690938223	0.0	0.0	0.0	0.0
OAK-MOR-001439_S9_L001_R1_001										0.03074561220822382	0.0795768786565793	0.18537795596134948	0.0	0.0	0.0	0.0
OAK-MOR-001439_S9_L001_R2_001										0.010011258693618243	0.0	0.17565208435166554	0.0	0.0	0.0	0.0
OAK-MOR-001440_S10_L001_R1_001										0.01656431455463113	0.05393032645693856	0.06009379233773153	0.0	0.5381476147167369	0.0	0.0
OAK-MOR-001440_S10_L001_R2_001										0.09524465791536754	0.0	0.0	0.3468641466816486	0.0	0.0	0.0
OAK-MOR-001441_S71_L001_R1_001										0.11284915608070666	0.014619371095811394	0.028707128697229647	0.0	0.4853631203809383	0.0	0.0
OAK-MOR-001441_S71_L001_R2_001										0.10942149783091627	0.0	0.0	0.0	0.43642731584894934	0.0	0.0
OAK-MOR-001442_S72_L001_R1_001										0.024974187602261864	0.028485463802139073	0.0	0.0	0.3706384485519705	0.0	0.0
OAK-MOR-001442_S72_L001_R2_001										0.05723635737439422	0.0	0.07130014804353109	0.0	0.0	0.0	0.0
OAK-MOR-001443_S11_L001_R1_001										0.018268829337018924	0.036122458007287424	0.0	0.2619916207195214	0.0	0.0	0.0
OAK-MOR-001443_S11_L001_R2_001										0.009146357372757385	0.0	0.20787175847175876	0.0	0.0	0.0	0.0
OAK-MOR-001444_S12_L001_R1_001										0.02631581613381745	0.036180755645455066	0.03825670064150577	0.0	0.6132934645475498	0.0	0.0
OAK-MOR-001444_S12_L001_R2_001										0.05617186365801206	0.01988252609697191	0.0	0.0	0.47658711808562515	0.0	0.0
OAK-MOR-001445_S13_L001_R1_001										0.029311302582466524	0.05276034464843975	0.056668518326101945	0.0	0.8820747990483593	0.0	0.0
OAK-MOR-001445_S13_L001_R2_001										0.05011832103574345	0.0	0.0	0.0	0.7398244304116538	0.0	0.0
OAK-MOR-001446_S14_L001_R1_001										0.059746238335519515	0.051838647967583106	0.3004884339815834	0.0	3.2333258393339968	0.0	0.0
OAK-MOR-001446_S14_L001_R2_001										0.3829571742078634	0.17472986908302043	0.19283659126778938	0.7586716595418193	0.0	0.0	0.0
OAK-MOR-001447_S15_L001_R1_001										0.02374242109068245	0.06742847589753816	0.0	0.4824459965626674	0.0	0.0	0.0
OAK-MOR-001447_S15_L001_R2_001										0.0429747842576971	0.0	0.3543032213245695	0.0	0.0	0.0	0.0
OAK-MOR-001448_S16_L001_R1_001										0.041153367483942646	0.07326203881756822	0.046580185174132885	0.0	1.294296019110372	0.0	0.0
OAK-MOR-001448_S16_L001_R2_001										0.10496232723020586	0.1606104576151857	0.0	0.0	0.7044238943854765	0.0	0.0
OAK-MOR-001449_S73_L001_R1_001										0.022329613473058632	0.024168522817898757	0.06252291772456417	0.0	0.7799602635471892	0.0	0.0
OAK-MOR-001449_S73_L001_R2_001										0.061054370919420106	0.0	0.0	0.0	0.7074443763157415	0.0	0.0
OAK-MOR-001450_S74_L001_R1_001										0.03946537038512715	0.02483596584581278	0.0	0.0	0.3657351134828594	0.0	0.0
OAK-MOR-001450_S74_L001_R2_001										0.06944403941948142	0.0	0.07174730747848128	0.0	0.0	0.0	0.0
OAK-MOR-001451_S17_L001_R1_001										0.06348503673850685	0.05228179496112329	0.0	0.7086050424195104	0.0	0.0	0.0
OAK-MOR-001451_S17_L001_R2_001										0.0	0.0	0.0	0.6220843931750861	0.0	0.0	0.0
OAK-MOR-001452_S75_L001_R1_001										0.029201419413072686	0.0	0.023749284861264097	0.0	0.20512345294988102	0.0	0.0
OAK-MOR-001452_S75_L001_R2_001										0.02786980225835446	0.0	0.0	0.16617745664974395	0.0	0.0	0.0
OAK-MOR-001453_S18_L001_R1_001										0.01848042047867622	0.037090472455880374	0.038223005965983596	0.0	0.5218148147800575	0.0	0.0
OAK-MOR-001453_S18_L001_R2_001										0.028692966455553744	0.0	0.0	0.0	0.48302145029308524	0.0	0.0
OAK-MOR-001454_S19_L001_R1_001										0.011096706426718282	0.039363209442996684	0.04681836274659454	0.0	0.45327332085874966	0.0	0.0
OAK-MOR-001454_S19_L001_R2_001										0.07254967004652615	0.020293298635353178	0.12414723871039592	0.0	0.0	0.0	0.0
OAK-MOR-001455_S76_L001_R1_001										0.024267808643659	0.06906991690887561	0.0	0.0	0.8699076021496227	0.0	0.0
OAK-MOR-001455_S76_L001_R2_001										0.05226884453041205	0.06197591565748858	0.0	0.0	0.6529872077406477	0.0	0.0
OAK-MOR-001456_S77_L001_R1_001										0.025305841715017652	0.07257166330768514	0.04180127806522664	0.0	0.9289172903383698	0.0	0.0
OAK-MOR-001456_S77_L001_R2_001										0.0785935418183737	0.12825834851581086	0.0	0.0	0.5385689928627714	0.0	0.0
OAK-MOR-001457_S78_L001_R1_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001457_S78_L001_R2_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001458_S20_L001_R1_001										0.09463664450403378	0.08138751427346905	0.0	0.0	0.9823283699518706	0.0	0.0
OAK-MOR-001458_S20_L001_R2_001										0.1839406060791618	0.0	0.3106976040508121	0.0	0.0	0.0	0.0
OAK-MOR-001459_S21_L001_R1_001										0.044576366504173286	0.031025151086904606	0.0	0.0	0.4414843338573322	0.0	0.0
OAK-MOR-001459_S21_L001_R2_001										0.03179961833837857	0.0	0.0	0.0	0.3821776964206552	0.0	0.0
OAK-MOR-001460_S22_L001_R1_001										0.015052481860111207	0.04202969065952242	0.03692608536515184	0.0	0.5800097311014094	0.0	0.0
OAK-MOR-001460_S22_L001_R2_001										0.0532626306674808	0.018931051736466413	0.0	0.0	0.46305953533166255	0.0	0.0
OAK-MOR-001461_S23_L001_R1_001										0.026100702577185903	0.0	0.041191336779373484	0.0	0.21917479943054696	0.0	0.0
OAK-MOR-001461_S23_L001_R2_001										0.009874137948363669	0.0	0.0	0.0	0.20114702792953645	0.0	0.0
OAK-MOR-001462_S24_L001_R1_001										0.028083170712020277	0.020108937053051557	0.08008904240094672	0.0	0.8372945341917156	0.0	0.0
OAK-MOR-001462_S24_L001_R2_001										0.10721703217075025	0.07910367518834092	0.0	0.2248209715879163	0.0	0.0	0.0
OAK-MOR-001463_S25_L001_R1_001										0.03170825364776492	0.079018981312684	0.0	0.0	0.6865088567547833	0.0	0.0
OAK-MOR-001463_S25_L001_R2_001										0.05590587479933756	0.03273767443204452	0.0	0.0	0.5671172524689558	0.0	0.0
OAK-MOR-001464_S26_L001_R1_001										0.037316045498275316	0.05209467737878039	0.055050403754881405	0.0	0.8124552876307666	0.0	0.0
OAK-MOR-001464_S26_L001_R2_001										0.0854708554719698	0.06697067030487677	0.0	0.0	0.5154151587552118	0.0	0.0
OAK-MOR-001465_S79_L001_R1_001										0.020277167784016864	0.033335147527907866	0.05121051649214831	0.0	0.8642982453250314	0.0	0.0
OAK-MOR-001465_S79_L001_R2_001										0.05809775813317665	0.016884112128420878	0.0	0.0	0.7539962073349095	0.0	0.0
OAK-MOR-001466_S27_L001_R1_001										0.037823055690479966	0.06042463774942531	0.051660758991875076	0.0	1.1411492655883835	0.0	0.0
OAK-MOR-001466_S27_L001_R2_001										0.1500856683201212	0.10898528530322649	0.04941282003154761	0.33803910526255	0.0	0.0	0.0
OAK-MOR-001467_S28_L001_R1_001										0.1482366750421503	0.0	0.0	0.0	1.179241754662234	0.0	0.0
OAK-MOR-001467_S28_L001_R2_001										0.0630382802261796	0.0	0.0	0.0	1.0429970001058806	0.0	0.0
OAK-MOR-001468_S80_L001_R1_001										0.07286383061345374	0.023933635232667845	0.0	0.0	0.6084666495689787	0.0	0.0
OAK-MOR-001468_S80_L001_R2_001										0.024359450263419673	0.060367654557076274	0.0	0.0	0.4648615835689579	0.0	0.0
OAK-MOR-001469_S29_L001_R1_001										0.011476038162630842	0.026623732509571296	0.04030198040439691	0.0	0.4103474368447686	0.0	0.0
OAK-MOR-001469_S29_L001_R2_001										0.018397859639487393	0.0	0.0	0.0	0.3554631741365701	0.0	0.0
OAK-MOR-001470_S30_L001_R1_001										0.03358147694217663	0.03358147694217663	0.0	0.0	0.4341605233238549	0.0	0.0
OAK-MOR-001470_S30_L001_R2_001										0.05958461329661339	0.0	0.11477036252434927	0.0	0.0	0.0	0.0
OAK-MOR-001471_S31_L001_R1_001										0.03197442554936378	0.0	0.04631678339332567	0.3175506740224222	0.0	0.0	0.0
OAK-MOR-001471_S31_L001_R2_001										0.03721538470763735	0.0	0.0	0.24225108913462046	0.0	0.0	0.0
OAK-MOR-001472_S32_L001_R1_001										0.023602042624099602	0.028626775691169466	0.046780340763618394	0.0	0.5185402946335412	0.0	0.0
OAK-MOR-001472_S32_L001_R2_001										0.06958747264378179	0.0263019876430031	0.0	0.0	0.28839082026266233	0.0	0.0
OAK-MOR-001473_S33_L001_R1_001										0.020484489445754137	0.0	0.2550109910593882	0.0	0.0	0.0	0.0
OAK-MOR-001473_S33_L001_R2_001										0.0	0.0	0.19275492088887217	0.0	0.0	0.0	0.0
OAK-MOR-001474_S34_L001_R1_001										0.015171597490440562	0.0	0.05333046390579107	0.0	0.0	0.0	0.0
OAK-MOR-001474_S34_L001_R2_001										0.0046006493261928115	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001475_S35_L001_R1_001										0.0035811891006970616	0.027698696096749357	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001475_S35_L001_R2_001										0.0033047543166510817	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001476_S36_L001_R1_001										0.006686196081118591	0.0	0.09600991503404681	0.0	0.0	0.0	0.0
OAK-MOR-001476_S36_L001_R2_001										0.003196587368946034	0.0	0.05996174487863798	0.0	0.0	0.0	0.0
OAK-MOR-001477_S37_L001_R1_001										0.00985018670121655	0.0	0.13456264195046155	0.0	0.0	0.0	0.0
OAK-MOR-001477_S37_L001_R2_001										0.010165524948326267	0.0	0.09111329386615515	0.0	0.0	0.0	0.0
OAK-MOR-001478_S38_L001_R1_001										0.0	0.0	0.09057876580103584	0.0	0.0	0.0	0.0
OAK-MOR-001478_S38_L001_R2_001										0.016490289688930945	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001479_S39_L001_R1_001										0.029699775650338284	0.0	0.12151934854834932	0.0	0.0	0.0	0.0
OAK-MOR-001479_S39_L001_R2_001										0.028278506182946937	0.0	0.07402151289546728	0.0	0.0	0.0	0.0
OAK-MOR-001480_S40_L001_R1_001										0.0	0.0	0.09900459087262403	0.0	0.0	0.0	0.0
OAK-MOR-001480_S40_L001_R2_001										0.0	0.0	0.03827669374717188	0.0	0.0	0.0	0.0
OAK-MOR-001481_S41_L001_R1_001										0.023542341956517544	0.0	0.059084398559747155	0.15169014977175904	0.0	0.0	0.0
OAK-MOR-001481_S41_L001_R2_001										0.0	0.0	0.0	0.15525421677216386	0.0	0.0	0.0
OAK-MOR-001482_S42_L001_R1_001										0.0	0.0	0.09348264974158732	0.0	0.0	0.0	0.0
OAK-MOR-001482_S42_L001_R2_001										0.015307475587904025	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001483_S43_L001_R1_001										0.0067614994012300525	0.0	0.03326657705405185	0.0	0.0	0.0	0.0
OAK-MOR-001483_S43_L001_R2_001										0.005684185970415237	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001484_S44_L001_R1_001										0.0	0.027573097601099193	0.04225876914951072	0.0	0.0	0.0	0.0
OAK-MOR-001484_S44_L001_R2_001										0.0	0.026080021876642483	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001485_S45_L001_R1_001										0.00712970538956905	0.0	0.05930618574050619	0.0	0.0	0.0	0.0
OAK-MOR-001485_S45_L001_R2_001										0.007789348543733785	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001486_S46_L001_R1_001										0.0	0.02819753004253363	0.05541142531614167	0.0	0.0	0.0	0.0
OAK-MOR-001486_S46_L001_R2_001										0.009517660989875023	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001487_S47_L001_R1_001										0.0	0.0	0.05235121889033425	0.0	0.0	0.0	0.0
OAK-MOR-001487_S47_L001_R2_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001488_S48_L001_R1_001										0.0	0.037102401495373236	0.05342745815333746	0.0	0.0	0.0	0.0
OAK-MOR-001488_S48_L001_R2_001										0.0	0.026740083220349264	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001489_S49_L001_R1_001										0.006590388234962381	0.0	0.13675409999887464	0.0	0.0	0.0	0.0
OAK-MOR-001489_S49_L001_R2_001										0.0	0.0	0.07588174584970472	0.0	0.0	0.0	0.0
