Sample	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	>10	>50	>100	>500	>1k	>5k	>10k+
OAK-MOR-000793_S201_L007_R1_001										0.4403250841916543	0.0	0.012229551277356105	0.0	0.0	0.0	0.0
OAK-MOR-000793_S201_L007_R2_001										0.19724949963369487	0.0	0.014163512160093924	0.0	0.0	0.0	0.0
OAK-MOR-000795_S217_L007_R1_001										3.10943934877538	0.0030283330477751773	0.0	0.0	0.0	0.0	0.0
OAK-MOR-000795_S217_L007_R2_001										1.8021356955500296	0.005531496665213565	0.0	0.0	0.0	0.0	0.0
OAK-MOR-000796_S234_L007_R1_001										7.904908096012435	0.007165729143563387	0.0	0.0	0.0	0.0	0.0
OAK-MOR-000796_S234_L007_R2_001										4.825022890838316	0.008948429149897422	0.0	0.0	0.0	0.0	0.0
OAK-MOR-000797_S277_L007_R1_001										23.216804373719903	0.1624270356789106	0.007080668676709042	0.0	0.0	0.0	0.0
OAK-MOR-000797_S277_L007_R2_001										17.248945011994277	0.07659815698066355	0.010514548931939713	0.0	0.0	0.0	0.0
OAK-MOR-000798_S246_L007_R1_001										19.748992117500748	0.10992971972370819	0.009916768324261128	0.0	0.0	0.0	0.0
OAK-MOR-000798_S246_L007_R2_001										12.948731366015299	0.026787615829533967	0.01251249915274802	0.0	0.0	0.0	0.0
OAK-MOR-000799_S229_L007_R1_001										0.5409680725071628	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-000799_S229_L007_R2_001										0.24573938452596114	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-000836_S302_L007_R1_001										0.017568249627527767	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-000836_S302_L007_R2_001										0.012535546202312753	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-000890_S304_L007_R1_001										0.8723874863290965	0.003406575796841784	0.0	0.0	0.0	0.0	0.0
OAK-MOR-000890_S304_L007_R2_001										0.45590287323975587	0.006749455595545591	0.0	0.0	0.0	0.0	0.0
OAK-MOR-000891_S306_L007_R1_001										16.983338170448146	0.0586516434390796	0.009210042691344567	0.0	0.0	0.0	0.0
OAK-MOR-000891_S306_L007_R2_001										11.610077373156939	0.03287753446345709	0.0028622910204919613	0.0	0.0	0.0	0.0
OAK-MOR-000893_S293_L007_R1_001										0.5203795484103794	0.003963794984439079	0.0	0.0	0.0	0.0	0.0
OAK-MOR-000893_S293_L007_R2_001										0.2328267505496139	0.005873770559404309	0.0	0.0	0.0	0.0	0.0
OAK-MOR-000894_S335_L007_R1_001										1.84147573968567	0.0	0.008122807794873167	0.0	0.0	0.0	0.0
OAK-MOR-000894_S335_L007_R2_001										0.928387530098553	0.0032292233262722066	0.009220744161830066	0.0	0.0	0.0	0.0
OAK-MOR-000907_S339_L007_R1_001										1.7708909548898408	0.00597534656179973	0.0	0.0	0.0	0.0	0.0
OAK-MOR-000907_S339_L007_R2_001										0.8604717236654085	0.0129721725012171	0.0	0.0	0.0	0.0	0.0
OAK-MOR-000931_S290_L007_R1_001										0.49311010663353505	0.0	0.008173987103915755	0.0	0.0	0.0	0.0
OAK-MOR-000931_S290_L007_R2_001										0.2475898099127153	0.0	0.011933310168905639	0.0	0.0	0.0	0.0
OAK-MOR-000935_S333_L007_R1_001										1.2553942279308388	0.0	0.01204596104906162	0.0	0.0	0.0	0.0
OAK-MOR-000935_S333_L007_R2_001										0.6249309165027934	0.0	0.021284754621188524	0.0	0.0	0.0	0.0
OAK-MOR-000942_S342_L007_R1_001										13.963191474360217	0.02041058373148188	0.00639278826566218	0.0	0.0	0.0	0.0
OAK-MOR-000942_S342_L007_R2_001										8.819936387834936	0.0042329630884042	0.012535631474857816	0.0	0.0	0.0	0.0
OAK-MOR-000944_S340_L007_R1_001										5.653862935303127	0.004129385357006209	0.0	0.0	0.0	0.0	0.0
OAK-MOR-000944_S340_L007_R2_001										3.6199902211373725	0.01055775631015395	0.0	0.0	0.0	0.0	0.0
OAK-MOR-000960_S336_L007_R1_001										2.1426382168345617	0.0	0.007523429833437025	0.0	0.0	0.0	0.0
OAK-MOR-000960_S336_L007_R2_001										1.0857266573372284	0.0	0.014351087516359278	0.0	0.0	0.0	0.0
OAK-MOR-000961_S222_L007_R1_001										1.2328746069982732	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-000961_S222_L007_R2_001										0.6449260591917408	0.004841339212494225	0.0	0.0	0.0	0.0	0.0
OAK-MOR-000962_S244_L007_R1_001										14.503493144116009	0.025165603082511537	0.0026766315909480935	0.0	0.0	0.0	0.0
OAK-MOR-000962_S244_L007_R2_001										9.508575683497586	0.008553700423111033	0.007618208286520969	0.0	0.0	0.0	0.0
OAK-MOR-000963_S252_L007_R1_001										5.654035800875299	0.006745476558783326	0.0028883484168038326	0.0	0.0	0.0	0.0
OAK-MOR-000963_S252_L007_R2_001										3.068385141109714	0.0019577905551670374	0.009137293658800257	0.0	0.0	0.0	0.0
OAK-MOR-000964_S253_L007_R1_001										3.126300201982913	0.005721409815923081	0.0	0.0	0.0	0.0	0.0
OAK-MOR-000964_S253_L007_R2_001										1.7376163016835569	0.005800746316549832	0.0	0.0	0.0	0.0	0.0
OAK-MOR-000965_S194_L007_R1_001										0.007135376700041474	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-000965_S194_L007_R2_001										0.008891625449037415	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-000966_S245_L007_R1_001										13.084545280623432	0.009380918170211376	0.005895377355350893	0.0	0.0	0.0	0.0
OAK-MOR-000966_S245_L007_R2_001										7.992260121527117	0.0053915397345361766	0.00980372270932112	0.0	0.0	0.0	0.0
OAK-MOR-000967_S231_L007_R1_001										2.0501097035722218	0.0027891520356081497	0.0	0.0	0.0	0.0	0.0
OAK-MOR-000967_S231_L007_R2_001										0.9893361745284879	0.0036305708880972325	0.0	0.0	0.0	0.0	0.0
OAK-MOR-000971_S334_L007_R1_001										2.3257124481109246	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-000971_S334_L007_R2_001										1.2603311042429595	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001004_S192_L007_R1_001										0.006898453975114409	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001004_S192_L007_R2_001										0.010508586835565487	0.027539744810447485	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001005_S227_L007_R1_001										0.40080945458032335	0.005860285665607516	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001005_S227_L007_R2_001										0.17521708917418777	0.007563982558596492	0.01957277961038886	0.0	0.0	0.0	0.0
OAK-MOR-001006_S225_L007_R1_001										0.12826799552015772	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001006_S225_L007_R2_001										0.07202506360596914	0.0	0.013910408571850838	0.0	0.0	0.0	0.0
OAK-MOR-001007_S193_L007_R1_001										0.005764045438299193	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001007_S193_L007_R2_001										0.011061780923304046	0.02069906146543382	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001008_S242_L007_R1_001										1.9483498546428768	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001008_S242_L007_R2_001										1.1628739443341836	0.005156455917892315	0.015539049590405219	0.0	0.0	0.0	0.0
OAK-MOR-001009_S269_L007_R1_001										10.939057614488256	0.018750801020475272	0.002333802869405368	0.010606672110909371	0.0	0.0	0.0
OAK-MOR-001009_S269_L007_R2_001										6.54366567166479	0.006451134606522802	0.0	0.012732345295265457	0.02072552143737837	0.0	0.0
OAK-MOR-001010_S226_L007_R1_001										0.03774953299024501	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001010_S226_L007_R2_001										0.006181269765916235	0.009643251278809169	0.02562727052176683	0.0	0.0	0.0	0.0
OAK-MOR-001011_S212_L007_R1_001										0.006177913291331297	0.0	0.02095216555551365	0.0	0.0	0.0	0.0
OAK-MOR-001011_S212_L007_R2_001										0.013631469676699214	0.0	0.04137301662184053	0.0	0.0	0.0	0.0
OAK-MOR-001012_S262_L007_R1_001										0.057415297098498845	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001012_S262_L007_R2_001										0.029130466446184892	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001013_S232_L007_R1_001										5.609258064981024	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001013_S232_L007_R2_001										3.513746732655186	0.005214804377207389	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001014_S268_L007_R1_001										0.10578557062525101	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001014_S268_L007_R2_001										0.052841772126889994	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001015_S273_L007_R1_001										0.2178450317377059	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001015_S273_L007_R2_001										0.11860395985223199	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001016_S251_L007_R1_001										0.03239512344197592	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001016_S251_L007_R2_001										0.024806878480671667	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001017_S250_L007_R1_001										0.1266979242339415	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001017_S250_L007_R2_001										0.04081375526576673	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001018_S259_L007_R1_001										0.3453147238129969	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001018_S259_L007_R2_001										0.15608225363211337	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001019_S237_L007_R1_001										0.6651301739401424	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001019_S237_L007_R2_001										0.3834705827933395	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001020_S209_L007_R1_001										0.06656199526976152	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001020_S209_L007_R2_001										0.03954623484820964	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001021_S199_L007_R1_001										0.041544226364290684	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001021_S199_L007_R2_001										0.020196777306317908	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001022_S210_L007_R1_001										2.4470353024929032	0.007639680408316364	0.004547982984846564	0.0	0.0	0.0	0.0
OAK-MOR-001022_S210_L007_R2_001										1.4417595033472297	0.0	0.005825457284651772	0.0	0.0	0.0	0.0
OAK-MOR-001023_S240_L007_R1_001										3.573890061728841	0.007385922852127315	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001023_S240_L007_R2_001										2.315598256518581	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001024_S191_L007_R1_001										0.30063091549585635	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001024_S191_L007_R2_001										0.14634259144713413	0.0038773725002537664	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001025_S228_L007_R1_001										0.00903803482765678	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001025_S228_L007_R2_001										0.015650698466723914	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001026_S216_L007_R1_001										0.08560106926971559	0.007447480104416566	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001026_S216_L007_R2_001										0.031657286281020394	0.00956275568763776	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001027_S221_L007_R1_001										0.00246922792957428	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001027_S221_L007_R2_001										0.0060053261269476	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001038_S307_L007_R1_001										0.3332732647939573	0.004595218385672959	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001038_S307_L007_R2_001										0.15713524715062627	0.006518498542771752	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001039_S311_L007_R1_001										1.1808925475260763	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001039_S311_L007_R2_001										0.654635358960465	0.0051734931097702315	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001062_S317_L007_R1_001										3.0868305171596906	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001062_S317_L007_R2_001										1.7759458241700388	0.0076801435631510175	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001063_S310_L007_R1_001										0.3534494303030016	0.005852793190827901	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001063_S310_L007_R2_001										0.17054052371125983	0.007901175253374712	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001064_S203_L007_R1_001										0.07580911796052024	0.0	0.01559946954221516	0.0	0.0	0.0	0.0
OAK-MOR-001064_S203_L007_R2_001										0.023167551908612815	0.0	0.01720673777034301	0.0	0.0	0.0	0.0
OAK-MOR-001065_S220_L007_R1_001										0.13479997616816258	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001065_S220_L007_R2_001										0.0634119465144331	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001066_S283_L007_R1_001										0.42597230935732067	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001066_S283_L007_R2_001										0.19747085031367487	0.008119795328018032	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001067_S267_L007_R1_001										0.11601353358313948	0.0	0.011505462282369231	0.0	0.0	0.0	0.0
OAK-MOR-001067_S267_L007_R2_001										0.07263090463074526	0.0	0.015626273249778968	0.0	0.0	0.0	0.0
OAK-MOR-001068_S282_L007_R1_001										0.11305153701366918	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001068_S282_L007_R2_001										0.04714737953107424	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001069_S280_L007_R1_001										0.175798920401335	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001069_S280_L007_R2_001										0.09647019928081153	0.009049810596150707	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001070_S285_L007_R1_001										0.10684504532557289	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001070_S285_L007_R2_001										0.060691112953112816	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001071_S287_L007_R1_001										0.6986130627138426	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001071_S287_L007_R2_001										0.3318002310420046	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001072_S279_L007_R1_001										0.04277096861393107	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001072_S279_L007_R2_001										0.023327786846562632	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001073_S315_L007_R1_001										1.9230243276438617	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001073_S315_L007_R2_001										1.0818271372559045	0.014985853978926773	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001074_S319_L007_R1_001										5.748072147165821	0.006076565728060974	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001074_S319_L007_R2_001										3.711613699466971	0.011229211471356533	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001075_S318_L007_R1_001										1.9519904957136174	0.007763241121485206	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001075_S318_L007_R2_001										1.2163127072866284	0.012118303065047652	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001076_S314_L007_R1_001										1.6493563998000547	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001076_S314_L007_R2_001										0.889854666768793	0.008189193394649427	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001077_S313_L007_R1_001										0.9046018756482992	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001077_S313_L007_R2_001										0.5309415427117425	0.009727089081143224	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001078_S312_L007_R1_001										1.414308958371278	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001078_S312_L007_R2_001										0.8414557466763524	0.007083177085578873	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001079_S309_L007_R1_001										0.18461698213385824	0.0071766628330450265	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001079_S309_L007_R2_001										0.101068376609115	0.0	0.010879598640127127	0.0	0.0	0.0	0.0
OAK-MOR-001080_S316_L007_R1_001										3.6556761160174207	0.005300976914094015	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001080_S316_L007_R2_001										2.308694493455774	0.0	0.009250494246707274	0.0	0.0	0.0	0.0
OAK-MOR-001081_S305_L007_R1_001										0.3159802632075201	0.0041887723098606115	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001081_S305_L007_R2_001										0.14046146027605297	0.00648075725884853	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001082_S308_L007_R1_001										0.07524920667495788	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001082_S308_L007_R2_001										0.0410649215814788	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001083_S303_L007_R1_001										0.49517489531621256	0.005083254738299066	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001083_S303_L007_R2_001										0.2514411567137467	0.005790460139584456	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001161_S338_L007_R1_001										0.10585188250879143	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001161_S338_L007_R2_001										0.045599531585470233	0.00854330155573793	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001176_S291_L007_R1_001										0.008909897887538362	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001176_S291_L007_R2_001										0.018744968083520427	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001186_S332_L007_R1_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001186_S332_L007_R2_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001205_S289_L007_R1_001										0.3987293352809185	0.005735049001637416	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001205_S289_L007_R2_001										0.1826029033279994	0.008172196203993032	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001236_S7_L001_R1_001										0.0037864120318353853	0.0	0.0771845529566444	0.0	0.0	0.0	0.0
OAK-MOR-001236_S7_L001_R2_001										0.0065265583254549946	0.0	0.06703208379218831	0.0	0.0	0.0	0.0
OAK-MOR-001237_S186_L007_R1_001										0.13097526071768759	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001237_S186_L007_R2_001										0.05257281548431451	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001237_S1_L001_R1_001										1.856203186190639	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001237_S1_L001_R2_001										1.5216151477130146	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001237_S66_L001_R1_001										0.08732404205525865	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001237_S66_L001_R2_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001238_S3_L001_R1_001										0.00628150831875754	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001238_S3_L001_R2_001										0.006285597850934788	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001239_S8_L001_R1_001										0.024640135989868837	0.0	0.0	0.22481355652391885	0.0	0.0	0.0
OAK-MOR-001239_S8_L001_R2_001										0.0	0.0	0.0	0.2101585106213225	0.0	0.0	0.0
OAK-MOR-001240_S5_L001_R1_001										0.0	0.05702514089465495	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001240_S5_L001_R2_001										0.0	0.024398506445454	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001241_S2_L001_R1_001										0.01643848860209892	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001241_S2_L001_R2_001										0.016440175573149012	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001242_S9_L001_R1_001										0.04024851602886036	0.0	0.0	0.0	0.3981356213290349	0.0	0.0
OAK-MOR-001242_S9_L001_R2_001										0.038537973207301846	0.0	0.0	0.0	0.3379796519246511	0.0	0.0
OAK-MOR-001243_S11_L001_R1_001										0.0	0.026385060849177144	0.043069731680274455	0.0	0.0	0.0	0.0
OAK-MOR-001243_S11_L001_R2_001										0.0	0.032973016042366354	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001244_ste_S41_L001_R1_001										0.06550896363541096	0.0	0.030650265095765867	0.0	0.0	1.2291596036692407	0.0
OAK-MOR-001244_ste_S41_L001_R2_001										0.027615869096206412	0.02373026560898262	0.0	0.0	0.0	1.2325037952134423	0.0
OAK-MOR-001245_mue_S9_L001_R1_001										0.232442035245687	0.0637792903586547	0.12614126315378374	0.0	0.0	0.0	3.46930993199811
OAK-MOR-001245_mue_S9_L001_R2_001										0.16893128252795625	0.048186560760578305	0.039683050038123314	0.0	0.0	0.0	3.4495908497425765
OAK-MOR-001246_S10_L001_R1_001										0.027641960385972678	0.011755772521154216	0.0	0.0	0.3644289481557807	0.0	0.0
OAK-MOR-001246_S10_L001_R2_001										0.025035465830472524	0.0	0.0	0.0	0.33273631937081005	0.0	0.0
OAK-MOR-001247_S26_L001_R1_001										0.0	0.0	0.04762666838704502	0.0	0.0	0.0	0.0
OAK-MOR-001247_S26_L001_R2_001										0.007305816884918331	0.028905623327285572	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001248_S1_L001_R1_001										0.0	0.025569248869958233	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001248_S1_L001_R2_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001249_S12_L001_R1_001										0.017657469992945072	0.07219943286004207	0.0	0.0	0.6870717768365961	0.0	0.0
OAK-MOR-001249_S12_L001_R2_001										0.05258650651191124	0.0	0.0	0.0	0.5670709097739682	0.0	0.0
OAK-MOR-001250_S2_L001_R1_001										0.022958957968699123	0.02755074956243895	0.0	0.28974204956498295	0.0	0.0	0.0
OAK-MOR-001250_S2_L001_R2_001										0.05142881828814892	0.0	0.09183717551455166	0.0	0.0	0.0	0.0
OAK-MOR-001251_S10_L001_R1_001										0.011588922562622344	0.0	0.11748862037110777	0.0	0.0	0.0	0.0
OAK-MOR-001251_S10_L001_R2_001										0.015471587535334095	0.0	0.05056448021838893	0.0	0.0	0.0	0.0
OAK-MOR-001252_S15_L001_R1_001										0.0	0.02942748759069957	0.09986049067663624	0.0	0.0	0.0	0.0
OAK-MOR-001252_S15_L001_R2_001										0.0	0.0	0.08247776894685517	0.0	0.0	0.0	0.0
OAK-MOR-001253_S4_L001_R1_001										0.005417608336740333	0.0	0.2135440619398481	0.0	0.0	0.0	0.0
OAK-MOR-001253_S4_L001_R2_001										0.01942189832107679	0.02393861886086209	0.09304444311957719	0.0	0.0	0.0	0.0
OAK-MOR-001254_S3_L001_R1_001										0.004167770876197247	0.02113655230071461	0.0684705215375262	0.0	0.0	0.0	0.0
OAK-MOR-001254_S3_L001_R2_001										0.004466327490197444	0.01518551346667131	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001255_S11_L001_R1_001										0.007061883674269304	0.0	0.1482995571596554	0.0	0.0	0.0	0.0
OAK-MOR-001255_S11_L001_R2_001										0.027776330803982147	0.05774552982933131	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001256_S6_L001_R1_001										0.01661910840087469	0.0	0.0	0.23266751761224572	0.0	0.0	0.0
OAK-MOR-001256_S6_L001_R2_001										0.010150651193419251	0.0	0.03699380073551778	0.15227680767875926	0.0	0.0	0.0
OAK-MOR-001257_S5_L001_R1_001										0.021575790479170836	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001257_S5_L001_R2_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001258_S13_L001_R1_001										0.018727010724654648	0.0	0.0	0.222789586879551	0.0	0.0	0.0
OAK-MOR-001258_S13_L001_R2_001										0.0039986912484986075	0.0	0.0	0.19593587117643177	0.0	0.0	0.0
OAK-MOR-001259_S4_L001_R1_001										0.0	0.053779451661418155	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001259_S4_L001_R2_001										0.006839013032301322	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001260_S14_L001_R1_001										0.019939970727675605	0.0	0.0	0.23205648931038025	0.0	0.0	0.0
OAK-MOR-001260_S14_L001_R2_001										0.0	0.0	0.0	0.20393246393131	0.0	0.0	0.0
OAK-MOR-001261_S15_L001_R1_001										0.012119641997002686	0.0	0.0	0.1354616146703134	0.0	0.0	0.0
OAK-MOR-001261_S15_L001_R2_001										0.00903037101857534	0.0	0.0	0.11606314444614502	0.0	0.0	0.0
OAK-MOR-001262_S16_L001_R1_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001262_S16_L001_R2_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001263_S17_L001_R1_001										0.01936791845576099	0.0	0.0	0.2698596638169365	0.0	0.0	0.0
OAK-MOR-001263_S17_L001_R2_001										0.04176722349707455	0.0	0.10721689330692333	0.0	0.0	0.0	0.0
OAK-MOR-001264_S18_L001_R1_001										0.02300868272421206	0.04946866785705593	0.04333301913059938	0.0	1.4817591674392565	0.0	0.0
OAK-MOR-001264_S18_L001_R2_001										0.21109577146811734	0.04909315507427381	0.2496847183855644	0.0	0.5599688000659355	0.0	0.0
OAK-MOR-001265_S19_L001_R1_001										0.0054632647446800665	0.0	0.19171092649513688	0.0	0.0	0.0	0.0
OAK-MOR-001265_S19_L001_R2_001										0.023850634411951715	0.0	0.06062036246371061	0.0	0.0	0.0	0.0
OAK-MOR-001266_S20_L001_R1_001										0.020964730151911425	0.0	0.0	0.2979410688896643	0.0	0.0	0.0
OAK-MOR-001266_S20_L001_R2_001										0.008866452608295786	0.0	0.23576703526604703	0.0	0.0	0.0	0.0
OAK-MOR-001267_S15_L001_R1_001										0.014481923940932395	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001267_S15_L001_R2_001										0.002326843023047935	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001267_mac_S1_L001_R1_001										4.0201005025125625	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001267_mac_S1_L001_R2_001										5.527638190954774	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001268_S12_L001_R1_001										0.04294610510890099	0.0	0.0	0.0	0.47830171964423057	0.0	0.0
OAK-MOR-001268_S12_L001_R2_001										0.04136280802917565	0.0	0.07185129838885453	0.0	0.30761337122728344	0.0	0.0
OAK-MOR-001269_ste_S42_L001_R1_001										0.03783889839751666	0.02451437134244777	0.0	0.0	1.1729445732601746	0.0	0.0
OAK-MOR-001269_ste_S42_L001_R2_001										0.0	0.0	0.0	0.0	1.2037242172673128	0.0	0.0
OAK-MOR-001270_mac_S2_L001_R1_001										0.13949917518392696	0.0875317810408347	0.1269210825092103	0.0	0.0	3.3189133644649824	0.0
OAK-MOR-001270_mac_S2_L001_R2_001										0.17538281631011424	0.0	0.0	0.0	0.0	3.304840784212921	0.0
OAK-MOR-001271_mac_S3_L001_R1_001										0.11277723640726509	0.06012500204935206	0.1656635694764062	0.0	0.0	0.0	3.95449814010765
OAK-MOR-001271_mac_S3_L001_R2_001										0.07236392032167256	0.16162488555658802	0.0	0.0	0.0	0.0	3.8908390766563175
OAK-MOR-001272_S6_L001_R1_001										0.00294584694738309	0.019926577283481406	0.03672183527955859	0.0	0.0	0.0	0.0
OAK-MOR-001272_S6_L001_R2_001										0.0	0.0	0.032744923565141776	0.0	0.0	0.0	0.0
OAK-MOR-001273_alb_S17_L001_R1_001										0.08737313642860581	0.07254766392502521	0.08970624004007267	0.0	0.0	0.0	3.1165392722646725
OAK-MOR-001273_alb_S17_L001_R2_001										0.053211902251935436	0.04369474066077093	0.03284639125533815	0.0	0.0	0.0	3.112873593281129
